scalar_index_0based	_trial_index_0based	run_index_1based	local_trial_index	orig_event_index	condition_id	condition_col_0based	condition_col_1based	onset_sec	onset_tr_float	onset_tr_0based	onset_tr_1based	onset_error_sec	onset_binning	sub_label	ses_label	task_label	repeat_index	task_index
0	159	2	1	0	80	79	80	0.1586029999889433	0.1586029999889433	0	1	-0.1586029999889433	round	sub-018	ses-102	task-s2	1	2
1	160	2	2	1	966	965	966	3.97570499998983	3.97570499998983	4	5	0.02429500001017	round	sub-018	ses-102	task-s2	1	2
2	161	2	3	2	167	166	167	7.525815999950282	7.525815999950282	8	9	0.4741840000497177	round	sub-018	ses-102	task-s2	1	2
3	162	2	4	3	125	124	125	11.425958000007086	11.425958000007086	11	12	-0.4259580000070855	round	sub-018	ses-102	task-s2	1	2
4	163	2	5	4	11195	1694	1695	14.842486999928951	14.842486999928951	15	16	0.1575130000710487	round	sub-018	ses-102	task-s2	1	2
5	164	2	6	5	911	910	911	18.67594200000167	18.67594200000167	19	20	0.324057999998331	round	sub-018	ses-102	task-s2	1	2
6	165	2	7	7	820	819	820	25.92619399994146	25.92619399994146	26	27	0.0738060000585392	round	sub-018	ses-102	task-s2	1	2
7	166	2	8	8	165	164	165	29.943222999922	29.943222999922	30	31	0.0567770000780001	round	sub-018	ses-102	task-s2	1	2
8	167	2	9	9	333	332	333	33.89305199997034	33.89305199997034	34	35	0.1069480000296607	round	sub-018	ses-102	task-s2	1	2
9	168	2	10	10	379	378	379	37.74348199996166	37.74348199996166	38	39	0.2565180000383407	round	sub-018	ses-102	task-s2	1	2
10	169	2	11	11	180	179	180	41.27694099990185	41.27694099990185	41	42	-0.2769409999018535	round	sub-018	ses-102	task-s2	1	2
11	170	2	12	13	144	143	144	47.94381299999077	47.94381299999077	48	49	0.0561870000092312	round	sub-018	ses-102	task-s2	1	2
12	171	2	13	14	1057	1056	1057	51.96062799997162	51.96062799997162	52	53	0.0393720000283792	round	sub-018	ses-102	task-s2	1	2
13	172	2	14	15	31	30	31	55.27708699996583	55.27708699996583	55	56	-0.2770869999658316	round	sub-018	ses-102	task-s2	1	2
14	173	2	15	16	3	2	3	59.31086599989794	59.31086599989794	59	60	-0.3108659998979419	round	sub-018	ses-102	task-s2	1	2
15	174	2	16	17	11141	1640	1641	63.34433100000024	63.34433100000024	63	64	-0.3443310000002384	round	sub-018	ses-102	task-s2	1	2
16	175	2	17	19	339	338	339	70.67756699991878	70.67756699991878	71	72	0.3224330000812188	round	sub-018	ses-102	task-s2	1	2
17	176	2	18	20	11261	1760	1761	74.71136999991722	74.71136999991722	75	76	0.2886300000827759	round	sub-018	ses-102	task-s2	1	2
18	177	2	19	21	11190	1689	1690	78.2114789999323	78.2114789999323	78	79	-0.2114789999322965	round	sub-018	ses-102	task-s2	1	2
19	178	2	20	22	589	588	589	81.72805799997877	81.72805799997877	82	83	0.2719420000212267	round	sub-018	ses-102	task-s2	1	2
20	179	2	21	23	915	914	915	85.54506899998523	85.54506899998523	86	87	0.454931000014767	round	sub-018	ses-102	task-s2	1	2
21	180	2	22	24	669	668	669	89.2785159999039	89.2785159999039	89	90	-0.2785159999039024	round	sub-018	ses-102	task-s2	1	2
22	181	2	23	25	11249	1748	1749	92.67863199999556	92.67863199999556	93	94	0.3213680000044405	round	sub-018	ses-102	task-s2	1	2
23	182	2	24	26	170	169	170	96.81210099998862	96.81210099998862	97	98	0.1878990000113845	round	sub-018	ses-102	task-s2	1	2
24	183	2	25	27	786	785	786	100.9455719999969	100.9455719999969	101	102	0.0544280000030994	round	sub-018	ses-102	task-s2	1	2
25	184	2	26	28	292	291	292	104.97873799991794	104.97873799991794	105	106	0.0212620000820606	round	sub-018	ses-102	task-s2	1	2
26	185	2	27	29	489	488	489	108.31247599993368	108.31247599993368	108	109	-0.3124759999336817	round	sub-018	ses-102	task-s2	1	2
27	186	2	28	31	153	152	153	115.61272799992004	115.61272799992004	116	117	0.3872720000799603	round	sub-018	ses-102	task-s2	1	2
28	187	2	29	32	795	794	795	119.02917399990838	119.02917399990838	119	120	-0.0291739999083802	round	sub-018	ses-102	task-s2	1	2
29	188	2	30	33	880	879	880	122.5294649999123	122.5294649999123	123	124	0.4705350000876933	round	sub-018	ses-102	task-s2	1	2
30	189	2	31	34	867	866	867	126.2463989999378	126.2463989999378	126	127	-0.2463989999377958	round	sub-018	ses-102	task-s2	1	2
31	190	2	32	35	471	470	471	130.279870999977	130.279870999977	130	131	-0.2798709999769926	round	sub-018	ses-102	task-s2	1	2
32	191	2	33	36	154	153	154	134.09666199993808	134.09666199993808	134	135	-0.0966619999380782	round	sub-018	ses-102	task-s2	1	2
33	192	2	34	37	385	384	385	138.14657099999022	138.14657099999022	138	139	-0.1465709999902174	round	sub-018	ses-102	task-s2	1	2
34	193	2	35	38	196	195	196	141.79691099992488	141.79691099992488	142	143	0.2030890000751242	round	sub-018	ses-102	task-s2	1	2
35	194	2	36	39	24	23	24	145.43036799994297	145.43036799994297	145	146	-0.4303679999429732	round	sub-018	ses-102	task-s2	1	2
36	195	2	37	41	1014	1013	1014	152.8972889999859	152.8972889999859	153	154	0.1027110000140965	round	sub-018	ses-102	task-s2	1	2
37	196	2	38	42	1090	1089	1090	156.43073699995875	156.43073699995875	156	157	-0.4307369999587536	round	sub-018	ses-102	task-s2	1	2
38	197	2	39	43	546	545	546	160.34752899990417	160.34752899990417	160	161	-0.3475289999041706	round	sub-018	ses-102	task-s2	1	2
39	198	2	40	44	775	774	775	163.84763999993447	163.84763999993447	164	165	0.1523600000655278	round	sub-018	ses-102	task-s2	1	2
40	199	2	41	45	528	527	528	167.8477749999147	167.8477749999147	168	169	0.1522250000853091	round	sub-018	ses-102	task-s2	1	2
41	200	2	42	46	11160	1659	1660	171.1645589999389	171.1645589999389	171	172	-0.1645589999388903	round	sub-018	ses-102	task-s2	1	2
42	201	2	43	47	272	271	272	174.68108499993104	174.68108499993104	175	176	0.3189150000689551	round	sub-018	ses-102	task-s2	1	2
43	202	2	44	49	108	107	108	182.48159199999645	182.48159199999645	182	183	-0.4815919999964535	round	sub-018	ses-102	task-s2	1	2
44	203	2	45	50	11196	1695	1696	185.7980990000069	185.7980990000069	186	187	0.2019009999930858	round	sub-018	ses-102	task-s2	1	2
45	204	2	46	51	550	549	550	189.33181999996305	189.33181999996305	189	190	-0.3318199999630451	round	sub-018	ses-102	task-s2	1	2
46	205	2	47	52	746	745	746	192.68193199997768	192.68193199997768	193	194	0.3180680000223219	round	sub-018	ses-102	task-s2	1	2
47	206	2	48	53	937	936	937	196.19871899997813	196.19871899997813	196	197	-0.1987189999781264	round	sub-018	ses-102	task-s2	1	2
48	207	2	49	54	512	511	512	200.31551200000104	200.31551200000104	200	201	-0.3155120000010356	round	sub-018	ses-102	task-s2	1	2
49	208	2	50	55	11259	1758	1759	203.83205699990503	203.83205699990503	204	205	0.1679430000949651	round	sub-018	ses-102	task-s2	1	2
50	209	2	51	56	342	341	342	207.34908099996392	207.34908099996392	207	208	-0.3490809999639168	round	sub-018	ses-102	task-s2	1	2
51	210	2	52	57	879	878	879	211.0825359999435	211.0825359999435	211	212	-0.0825359999435022	round	sub-018	ses-102	task-s2	1	2
52	211	2	53	58	697	696	697	215.299337000004	215.299337000004	215	216	-0.2993370000039874	round	sub-018	ses-102	task-s2	1	2
53	212	2	54	59	481	480	481	218.5158250000095	218.5158250000095	219	220	0.4841749999905005	round	sub-018	ses-102	task-s2	1	2
54	213	2	55	60	661	660	661	221.94957299996167	221.94957299996167	222	223	0.0504270000383257	round	sub-018	ses-102	task-s2	1	2
55	214	2	56	61	26	25	26	225.84968999994453	225.84968999994453	226	227	0.1503100000554695	round	sub-018	ses-102	task-s2	1	2
56	215	2	57	62	11263	1762	1763	229.58314899995457	229.58314899995457	230	231	0.4168510000454262	round	sub-018	ses-102	task-s2	1	2
57	216	2	58	64	680	679	680	236.4333809999516	236.4333809999516	236	237	-0.4333809999515949	round	sub-018	ses-102	task-s2	1	2
58	217	2	59	65	185	184	185	239.8334920000052	239.8334920000052	240	241	0.166507999994792	round	sub-018	ses-102	task-s2	1	2
