scalar_index_0based	_trial_index_0based	run_index_1based	local_trial_index	orig_event_index	condition_id	condition_col_0based	condition_col_1based	onset_sec	onset_tr_float	onset_tr_0based	onset_tr_1based	onset_error_sec	onset_binning	sub_label	ses_label	task_label	repeat_index	task_index
0	1435	10	1	0	7973	1462	1463	0.1297939999494701	0.1297939999494701	0	1	-0.1297939999494701	round	sub-013	ses-103	task-s10	1	10
1	1436	10	2	1	6328	1380	1381	3.456830999813974	3.456830999813974	3	4	-0.4568309998139739	round	sub-013	ses-103	task-s10	1	10
2	1437	10	3	2	6999	1413	1414	7.673705999972299	7.673705999972299	8	9	0.3262940000277012	round	sub-013	ses-103	task-s10	1	10
3	1438	10	4	3	1757	1151	1152	11.690594999818131	11.690594999818131	12	13	0.3094050001818687	round	sub-013	ses-103	task-s10	1	10
4	1439	10	5	4	3944	1261	1262	15.015324000036344	15.015324000036344	15	16	-0.0153240000363439	round	sub-013	ses-103	task-s10	1	10
5	1440	10	6	5	6018	1365	1366	18.62409399985336	18.62409399985336	19	20	0.3759060001466388	round	sub-013	ses-103	task-s10	1	10
6	1441	10	7	6	9427	1535	1536	22.473996999906376	22.473996999906376	22	23	-0.473996999906376	round	sub-013	ses-103	task-s10	1	10
7	1442	10	8	7	8784	1503	1504	26.59105599997565	26.59105599997565	27	28	0.4089440000243485	round	sub-013	ses-103	task-s10	1	10
8	1443	10	9	8	9292	1528	1529	30.4245360000059	30.4245360000059	30	31	-0.4245360000059008	round	sub-013	ses-103	task-s10	1	10
9	1444	10	10	10	10383	1582	1583	37.35782299982384	37.35782299982384	37	38	-0.3578229998238385	round	sub-013	ses-103	task-s10	1	10
10	1445	10	11	11	6829	1404	1405	40.97962499991991	40.97962499991991	41	42	0.0203750000800866	round	sub-013	ses-103	task-s10	1	10
11	1446	10	12	12	10070	1566	1567	44.92855299985968	44.92855299985968	45	46	0.0714470001403171	round	sub-013	ses-103	task-s10	1	10
12	1447	10	13	13	2544	1190	1191	48.24650099989958	48.24650099989958	48	49	-0.246500999899581	round	sub-013	ses-103	task-s10	1	10
13	1448	10	14	14	11031	1614	1615	51.65844699996524	51.65844699996524	52	53	0.3415530000347573	round	sub-013	ses-103	task-s10	1	10
14	1449	10	15	15	7501	1439	1440	55.69204299990088	55.69204299990088	56	57	0.3079570000991225	round	sub-013	ses-103	task-s10	1	10
15	1450	10	16	16	7440	1436	1437	59.80879299994558	59.80879299994558	60	61	0.191207000054419	round	sub-013	ses-103	task-s10	1	10
16	1451	10	17	17	2846	1206	1207	63.82566299987957	63.82566299987957	64	65	0.1743370001204311	round	sub-013	ses-103	task-s10	1	10
17	1452	10	18	18	2826	1205	1206	67.57566399988718	67.57566399988718	68	69	0.4243360001128167	round	sub-013	ses-103	task-s10	1	10
18	1453	10	19	19	9377	1533	1534	71.2972450000234	71.2972450000234	71	72	-0.2972450000233948	round	sub-013	ses-103	task-s10	1	10
19	1454	10	20	20	6473	1387	1388	75.30940599995665	75.30940599995665	75	76	-0.3094059999566525	round	sub-013	ses-103	task-s10	1	10
20	1455	10	21	21	9417	1534	1535	79.3260289998725	79.3260289998725	79	80	-0.3260289998725056	round	sub-013	ses-103	task-s10	1	10
21	1456	10	22	22	1490	1139	1140	83.14876899984665	83.14876899984665	83	84	-0.1487689998466521	round	sub-013	ses-103	task-s10	1	10
22	1457	10	23	23	2195	1173	1174	87.05953199998476	87.05953199998476	87	88	-0.0595319999847561	round	sub-013	ses-103	task-s10	1	10
23	1458	10	24	24	3688	1248	1249	90.98265699995682	90.98265699995682	91	92	0.0173430000431835	round	sub-013	ses-103	task-s10	1	10
24	1459	10	25	25	1971	1162	1163	94.49304999993184	94.49304999993184	94	95	-0.4930499999318414	round	sub-013	ses-103	task-s10	1	10
25	1460	10	26	26	3726	1250	1251	98.0167019998189	98.0167019998189	98	99	-0.0167019998189061	round	sub-013	ses-103	task-s10	1	10
26	1461	10	27	28	10221	1574	1575	105.36850499990396	105.36850499990396	105	106	-0.368504999903962	round	sub-013	ses-103	task-s10	1	10
27	1462	10	28	29	1318	1129	1130	109.19382799998856	109.19382799998856	109	110	-0.1938279999885566	round	sub-013	ses-103	task-s10	1	10
28	1463	10	29	30	5232	1325	1326	113.43522399989888	113.43522399989888	113	114	-0.4352239998988807	round	sub-013	ses-103	task-s10	1	10
29	1464	10	30	31	1890	1158	1159	117.16056500002742	117.16056500002742	117	118	-0.1605650000274181	round	sub-013	ses-103	task-s10	1	10
30	1465	10	31	32	9912	1559	1560	121.28415800002404	121.28415800002404	121	122	-0.2841580000240356	round	sub-013	ses-103	task-s10	1	10
31	1466	10	32	33	6045	1367	1368	124.79422699986026	124.79422699986026	125	126	0.2057730001397431	round	sub-013	ses-103	task-s10	1	10
32	1467	10	33	35	5199	1323	1324	132.56107299984433	132.56107299984433	133	134	0.4389270001556724	round	sub-013	ses-103	task-s10	1	10
33	1468	10	34	36	9131	1521	1522	136.0855149999261	136.0855149999261	136	137	-0.0855149999260902	round	sub-013	ses-103	task-s10	1	10
34	1469	10	35	37	6150	1371	1372	139.778226000024	139.778226000024	140	141	0.2217739999759942	round	sub-013	ses-103	task-s10	1	10
35	1470	10	36	38	6375	1383	1384	143.70226900000125	143.70226900000125	144	145	0.2977309999987483	round	sub-013	ses-103	task-s10	1	10
36	1471	10	37	39	4774	1302	1303	147.4506729999557	147.4506729999557	147	148	-0.4506729999557137	round	sub-013	ses-103	task-s10	1	10
37	1472	10	38	40	8532	1490	1491	150.76190399983898	150.76190399983898	151	152	0.2380960001610219	round	sub-013	ses-103	task-s10	1	10
38	1473	10	39	41	8161	1472	1473	154.08429399994202	154.08429399994202	154	155	-0.0842939999420195	round	sub-013	ses-103	task-s10	1	10
39	1474	10	40	42	6130	1370	1371	157.7952159999404	157.7952159999404	158	159	0.2047840000595897	round	sub-013	ses-103	task-s10	1	10
40	1475	10	41	44	6529	1390	1391	164.95327099994756	164.95327099994756	165	166	0.0467290000524371	round	sub-013	ses-103	task-s10	1	10
41	1476	10	42	45	5221	1324	1325	168.76220500003546	168.76220500003546	169	170	0.2377949999645352	round	sub-013	ses-103	task-s10	1	10
42	1477	10	43	46	1922	1160	1161	172.5793419999536	172.5793419999536	173	174	0.4206580000463873	round	sub-013	ses-103	task-s10	1	10
43	1478	10	44	47	4641	1296	1297	176.07938300003298	176.07938300003298	176	177	-0.0793830000329762	round	sub-013	ses-103	task-s10	1	10
44	1479	10	45	48	8845	1506	1507	179.6126589998603	179.6126589998603	180	181	0.3873410001397133	round	sub-013	ses-103	task-s10	1	10
45	1480	10	46	49	6720	1399	1400	183.44625000003725	183.44625000003725	183	184	-0.4462500000372529	round	sub-013	ses-103	task-s10	1	10
46	1481	10	47	50	4702	1298	1299	187.57959500001743	187.57959500001743	188	189	0.4204049999825656	round	sub-013	ses-103	task-s10	1	10
47	1482	10	48	51	1666	1146	1147	191.6835329998285	191.6835329998285	192	193	0.3164670001715137	round	sub-013	ses-103	task-s10	1	10
48	1483	10	49	52	11091	1618	1619	195.07989199995063	195.07989199995063	195	196	-0.0798919999506324	round	sub-013	ses-103	task-s10	1	10
49	1484	10	50	53	2616	1194	1195	199.1969099999405	199.1969099999405	199	200	-0.1969099999404875	round	sub-013	ses-103	task-s10	1	10
50	1485	10	51	54	5627	1344	1345	202.5198419999797	202.5198419999797	203	204	0.4801580000203103	round	sub-013	ses-103	task-s10	1	10
51	1486	10	52	55	7550	1440	1441	206.3301799998153	206.3301799998153	206	207	-0.3301799998153001	round	sub-013	ses-103	task-s10	1	10
52	1487	10	53	56	8642	1497	1498	209.9804899999872	209.9804899999872	210	211	0.0195100000127865	round	sub-013	ses-103	task-s10	1	10
53	1488	10	54	57	2625	1195	1196	214.09728199988604	214.09728199988604	214	215	-0.0972819998860359	round	sub-013	ses-103	task-s10	1	10
54	1489	10	55	58	1754	1150	1151	217.321292999899	217.321292999899	217	218	-0.3212929998989864	round	sub-013	ses-103	task-s10	1	10
55	1490	10	56	59	4639	1295	1296	220.6309719998389	220.6309719998389	221	222	0.3690280001611086	round	sub-013	ses-103	task-s10	1	10
56	1491	10	57	60	11060	1617	1618	224.14758099988103	224.14758099988103	224	225	-0.1475809998810291	round	sub-013	ses-103	task-s10	1	10
57	1492	10	58	61	2307	1179	1180	227.46965799992904	227.46965799992904	227	228	-0.4696579999290406	round	sub-013	ses-103	task-s10	1	10
58	1493	10	59	62	8169	1473	1474	230.78913499997	230.78913499997	231	232	0.2108650000299974	round	sub-013	ses-103	task-s10	1	10
59	1494	10	60	63	9074	1517	1518	234.1978569999337	234.1978569999337	234	235	-0.1978569999336912	round	sub-013	ses-103	task-s10	1	10
60	1495	10	61	64	10556	1591	1592	238.12004499998875	238.12004499998875	238	239	-0.1200449999887496	round	sub-013	ses-103	task-s10	1	10
61	1496	10	62	65	9269	1526	1527	241.63155599986203	241.63155599986203	242	243	0.3684440001379698	round	sub-013	ses-103	task-s10	1	10
62	1497	10	63	66	6244	1376	1377	244.98115999996665	244.98115999996665	245	246	0.0188400000333501	round	sub-013	ses-103	task-s10	1	10
63	1498	10	64	68	7196	1422	1423	252.98205799981952	252.98205799981952	253	254	0.0179420001804828	round	sub-013	ses-103	task-s10	1	10
