scalar_index_0based	_trial_index_0based	run_index_1based	local_trial_index	orig_event_index	condition_id	condition_col_0based	condition_col_1based	onset_sec	onset_tr_float	onset_tr_0based	onset_tr_1based	onset_error_sec	onset_binning	sub_label	ses_label	task_label	repeat_index	task_index
0	3203	21	1	0	7996	1463	1464	0.3096300000324845	0.3096300000324845	0	1	-0.3096300000324845	round	sub-006	ses-205	task-s10	2	10
1	3204	21	2	1	6345	1381	1382	3.926448999904096	3.926448999904096	4	5	0.0735510000959038	round	sub-006	ses-205	task-s10	2	10
2	3205	21	3	2	2824	1204	1205	7.959923999849707	7.959923999849707	8	9	0.0400760001502931	round	sub-006	ses-205	task-s10	2	10
3	3206	21	4	3	3349	1231	1232	11.21002999972552	11.21002999972552	11	12	-0.2100299997255206	round	sub-006	ses-205	task-s10	2	10
4	3207	21	5	4	2334	1180	1181	14.526797999627888	14.526797999627888	15	16	0.4732020003721118	round	sub-006	ses-205	task-s10	2	10
5	3208	21	6	5	3012	1215	1216	18.243596999906003	18.243596999906003	18	19	-0.2435969999060034	round	sub-006	ses-205	task-s10	2	10
6	3209	21	7	7	9731	1550	1551	25.410503999795765	25.410503999795765	25	26	-0.4105039997957647	round	sub-006	ses-205	task-s10	2	10
7	3210	21	8	8	5736	1350	1351	29.46063799969852	29.46063799969852	29	30	-0.4606379996985197	round	sub-006	ses-205	task-s10	2	10
8	3211	21	9	9	5716	1349	1350	32.77722499985248	32.77722499985248	33	34	0.2227750001475215	round	sub-006	ses-205	task-s10	2	10
9	3212	21	10	10	9454	1536	1537	36.5939279999584	36.5939279999584	37	38	0.4060720000415969	round	sub-006	ses-205	task-s10	2	10
10	3213	21	11	11	7443	1437	1438	40.6273799999617	40.6273799999617	41	42	0.3726200000383031	round	sub-006	ses-205	task-s10	2	10
11	3214	21	12	12	7007	1414	1415	44.144460999872535	44.144460999872535	44	45	-0.1444609998725354	round	sub-006	ses-205	task-s10	2	10
12	3215	21	13	14	8122	1470	1471	51.36134199984372	51.36134199984372	51	52	-0.3613419998437166	round	sub-006	ses-205	task-s10	2	10
13	3216	21	14	15	10988	1613	1614	55.3778619999066	55.3778619999066	55	56	-0.3778619999065995	round	sub-006	ses-205	task-s10	2	10
14	3217	21	15	16	3079	1217	1218	58.99495299998671	58.99495299998671	59	60	0.0050470000132918	round	sub-006	ses-205	task-s10	2	10
15	3218	21	16	17	1401	1134	1135	62.31173399975523	62.31173399975523	62	63	-0.3117339997552335	round	sub-006	ses-205	task-s10	2	10
16	3219	21	17	18	7579	1443	1444	66.02822199976072	66.02822199976072	66	67	-0.0282219997607171	round	sub-006	ses-205	task-s10	2	10
