scalar_index_0based	condition_id	condition_col_0based	condition_col_1based	n_trials_presented	n_betas_averaged	beta_index_mode	source_beta_rows_0based	trial_indices_0based	run_indices_1based	local_trial_indices	run_stems	first_trial_index_0based	first_run_index_1based	first_local_trial_index	first_sub	first_ses	first_task	repeat_indices	task_indices
74	75	74	75	3	3	trialwise	345;2160;3927	345;2160;3927	3;14;25	28;75;74	sub-021_ses-102_task-s3;sub-021_ses-201_task-s3;sub-021_ses-301_task-s3	345	3	28	sub-021	ses-102	task-s3	1;2;3	3;3;3
75	76	75	76	3	3	trialwise	123;1915;3564	123;1915;3564	1;12;23	124;148;29	sub-021_ses-101_task-s1;sub-021_ses-201_task-s1;sub-021_ses-301_task-s1	123	1	124	sub-021	ses-101	task-s1	1;2;3	1;1;1
76	77	76	77	3	3	trialwise	743;2548;4221	743;2548;4221	5;16;27	108;145;50	sub-021_ses-102_task-s5;sub-021_ses-202_task-s5;sub-021_ses-305_task-s5	743	5	108	sub-021	ses-102	task-s5	1;2;3	5;5;5
77	78	77	78	3	3	trialwise	475;2119;3878	475;2119;3878	3;14;25	158;34;25	sub-021_ses-102_task-s3;sub-021_ses-201_task-s3;sub-021_ses-301_task-s3	475	3	158	sub-021	ses-102	task-s3	1;2;3	3;3;3
78	79	78	79	3	3	trialwise	49;1812;3557	49;1812;3557	1;12;23	50;45;22	sub-021_ses-101_task-s1;sub-021_ses-201_task-s1;sub-021_ses-301_task-s1	49	1	50	sub-021	ses-101	task-s1	1;2;3	1;1;1
79	80	79	80	3	3	trialwise	194;1948;3752	194;1948;3752	2;13;24	36;22;58	sub-021_ses-101_task-s2;sub-021_ses-201_task-s2;sub-021_ses-301_task-s2	194	2	36	sub-021	ses-101	task-s2	1;2;3	2;2;2
80	81	80	81	3	3	trialwise	1219;2993;4783	1219;2993;4783	8;19;30	110;116;138	sub-021_ses-103_task-s8;sub-021_ses-203_task-s8;sub-021_ses-302_task-s8	1219	8	110	sub-021	ses-103	task-s8	1;2;3	8;8;8
81	82	81	82	3	3	trialwise	758;2550;4218	758;2550;4218	5;16;27	123;147;47	sub-021_ses-102_task-s5;sub-021_ses-202_task-s5;sub-021_ses-305_task-s5	758	5	123	sub-021	ses-102	task-s5	1;2;3	5;5;5
82	83	82	83	3	3	trialwise	1152;2900;4663	1152;2900;4663	8;19;30	43;23;18	sub-021_ses-103_task-s8;sub-021_ses-203_task-s8;sub-021_ses-302_task-s8	1152	8	43	sub-021	ses-103	task-s8	1;2;3	8;8;8
83	84	83	84	3	3	trialwise	1078;2870;4614	1078;2870;4614	7;18;29	127;151;127	sub-021_ses-103_task-s7;sub-021_ses-202_task-s7;sub-021_ses-302_task-s7	1078	7	127	sub-021	ses-103	task-s7	1;2;3	7;7;7
84	85	84	85	3	3	trialwise	468;2219;3907	468;2219;3907	3;14;25	151;134;54	sub-021_ses-102_task-s3;sub-021_ses-201_task-s3;sub-021_ses-301_task-s3	468	3	151	sub-021	ses-102	task-s3	1;2;3	3;3;3
85	86	85	86	3	3	trialwise	141;1877;3593	141;1877;3593	1;12;23	142;110;58	sub-021_ses-101_task-s1;sub-021_ses-201_task-s1;sub-021_ses-301_task-s1	141	1	142	sub-021	ses-101	task-s1	1;2;3	1;1;1
86	87	86	87	3	3	trialwise	797;2719;4461	797;2719;4461	6;17;28	4;158;132	sub-021_ses-103_task-s6;sub-021_ses-202_task-s6;sub-021_ses-302_task-s6	797	6	4	sub-021	ses-103	task-s6	1;2;3	6;6;6
87	88	87	88	3	3	trialwise	707;2476;4201	707;2476;4201	5;16;27	72;73;30	sub-021_ses-102_task-s5;sub-021_ses-202_task-s5;sub-021_ses-305_task-s5	707	5	72	sub-021	ses-102	task-s5	1;2;3	5;5;5
88	89	88	89	3	3	trialwise	987;2811;4567	987;2811;4567	7;18;29	36;92;80	sub-021_ses-103_task-s7;sub-021_ses-202_task-s7;sub-021_ses-302_task-s7	987	7	36	sub-021	ses-103	task-s7	1;2;3	7;7;7
89	90	89	90	3	3	trialwise	1151;2935;4797	1151;2935;4797	8;19;30	42;58;152	sub-021_ses-103_task-s8;sub-021_ses-203_task-s8;sub-021_ses-302_task-s8	1151	8	42	sub-021	ses-103	task-s8	1;2;3	8;8;8
90	91	90	91	3	3	trialwise	847;2673;4370	847;2673;4370	6;17;28	54;112;41	sub-021_ses-103_task-s6;sub-021_ses-202_task-s6;sub-021_ses-302_task-s6	847	6	54	sub-021	ses-103	task-s6	1;2;3	6;6;6
91	92	91	92	3	3	trialwise	942;2608;4442	942;2608;4442	6;17;28	149;47;113	sub-021_ses-103_task-s6;sub-021_ses-202_task-s6;sub-021_ses-302_task-s6	942	6	149	sub-021	ses-103	task-s6	1;2;3	6;6;6
92	93	92	93	3	3	trialwise	393;2204;4007	393;2204;4007	3;14;25	76;119;154	sub-021_ses-102_task-s3;sub-021_ses-201_task-s3;sub-021_ses-301_task-s3	393	3	76	sub-021	ses-102	task-s3	1;2;3	3;3;3
93	94	93	94	3	3	trialwise	44;1782;3684	44;1782;3684	1;12;23	45;15;149	sub-021_ses-101_task-s1;sub-021_ses-201_task-s1;sub-021_ses-301_task-s1	44	1	45	sub-021	ses-101	task-s1	1;2;3	1;1;1
94	95	94	95	3	3	trialwise	189;2001;3799	189;2001;3799	2;13;24	31;75;105	sub-021_ses-101_task-s2;sub-021_ses-201_task-s2;sub-021_ses-301_task-s2	189	2	31	sub-021	ses-101	task-s2	1;2;3	2;2;2
95	96	95	96	3	3	trialwise	180;1990;3718	180;1990;3718	2;13;24	22;64;24	sub-021_ses-101_task-s2;sub-021_ses-201_task-s2;sub-021_ses-301_task-s2	180	2	22	sub-021	ses-101	task-s2	1;2;3	2;2;2
96	97	96	97	3	3	trialwise	732;2451;4274	732;2451;4274	5;16;27	97;48;103	sub-021_ses-102_task-s5;sub-021_ses-202_task-s5;sub-021_ses-305_task-s5	732	5	97	sub-021	ses-102	task-s5	1;2;3	5;5;5
97	98	97	98	3	3	trialwise	881;2702;4434	881;2702;4434	6;17;28	88;141;105	sub-021_ses-103_task-s6;sub-021_ses-202_task-s6;sub-021_ses-302_task-s6	881	6	88	sub-021	ses-103	task-s6	1;2;3	6;6;6
98	99	98	99	3	3	trialwise	728;2453;4238	728;2453;4238	5;16;27	93;50;67	sub-021_ses-102_task-s5;sub-021_ses-202_task-s5;sub-021_ses-305_task-s5	728	5	93	sub-021	ses-102	task-s5	1;2;3	5;5;5
99	100	99	100	3	3	trialwise	572;2354;4139	572;2354;4139	4;15;26	96;110;127	sub-021_ses-102_task-s4;sub-021_ses-202_task-s4;sub-021_ses-301_task-s4	572	4	96	sub-021	ses-102	task-s4	1;2;3	4;4;4
100	101	100	101	3	3	trialwise	587;2387;4057	587;2387;4057	4;15;26	111;143;45	sub-021_ses-102_task-s4;sub-021_ses-202_task-s4;sub-021_ses-301_task-s4	587	4	111	sub-021	ses-102	task-s4	1;2;3	4;4;4
101	102	101	102	3	3	trialwise	508;2388;4030	508;2388;4030	4;15;26	32;144;18	sub-021_ses-102_task-s4;sub-021_ses-202_task-s4;sub-021_ses-301_task-s4	508	4	32	sub-021	ses-102	task-s4	1;2;3	4;4;4
102	103	102	103	3	3	trialwise	442;2090;3872	442;2090;3872	3;14;25	125;5;19	sub-021_ses-102_task-s3;sub-021_ses-201_task-s3;sub-021_ses-301_task-s3	442	3	125	sub-021	ses-102	task-s3	1;2;3	3;3;3
103	104	103	104	3	3	trialwise	754;2458;4205	754;2458;4205	5;16;27	119;55;34	sub-021_ses-102_task-s5;sub-021_ses-202_task-s5;sub-021_ses-305_task-s5	754	5	119	sub-021	ses-102	task-s5	1;2;3	5;5;5
104	105	104	105	3	3	trialwise	340;2231;3860	340;2231;3860	3;14;25	23;146;7	sub-021_ses-102_task-s3;sub-021_ses-201_task-s3;sub-021_ses-301_task-s3	340	3	23	sub-021	ses-102	task-s3	1;2;3	3;3;3
105	106	105	106	3	3	trialwise	662;2460;4257	662;2460;4257	5;16;27	27;57;86	sub-021_ses-102_task-s5;sub-021_ses-202_task-s5;sub-021_ses-305_task-s5	662	5	27	sub-021	ses-102	task-s5	1;2;3	5;5;5
106	107	106	107	3	3	trialwise	899;2629;4358	899;2629;4358	6;17;28	106;68;29	sub-021_ses-103_task-s6;sub-021_ses-202_task-s6;sub-021_ses-302_task-s6	899	6	106	sub-021	ses-103	task-s6	1;2;3	6;6;6
107	108	107	108	3	3	trialwise	281;1957;3738	281;1957;3738	2;13;24	123;31;44	sub-021_ses-101_task-s2;sub-021_ses-201_task-s2;sub-021_ses-301_task-s2	281	2	123	sub-021	ses-101	task-s2	1;2;3	2;2;2
108	109	108	109	3	3	trialwise	1014;2767;4604	1014;2767;4604	7;18;29	63;48;117	sub-021_ses-103_task-s7;sub-021_ses-202_task-s7;sub-021_ses-302_task-s7	1014	7	63	sub-021	ses-103	task-s7	1;2;3	7;7;7
109	110	109	110	3	3	trialwise	190;1968;3771	190;1968;3771	2;13;24	32;42;77	sub-021_ses-101_task-s2;sub-021_ses-201_task-s2;sub-021_ses-301_task-s2	190	2	32	sub-021	ses-101	task-s2	1;2;3	2;2;2
