scalar_index_0based	condition_id	condition_col_0based	condition_col_1based	n_trials_presented	n_betas_averaged	beta_index_mode	source_beta_rows_0based	trial_indices_0based	run_indices_1based	local_trial_indices	run_stems	first_trial_index_0based	first_run_index_1based	first_local_trial_index	first_sub	first_ses	first_task	repeat_indices	task_indices
0	1	0	1	3	3	trialwise	466;2088;4009	466;2088;4009	3;14;25	149;3;156	sub-018_ses-102_task-s3;sub-018_ses-201_task-s3;sub-018_ses-301_task-s3	466	3	149	sub-018	ses-102	task-s3	1;2;3	3;3;3
1	2	1	2	3	3	trialwise	126;1894;3662	126;1894;3662	1;12;23	127;127;127	sub-018_ses-101_task-s1;sub-018_ses-201_task-s1;sub-018_ses-301_task-s1	126	1	127	sub-018	ses-101	task-s1	1;2;3	1;1;1
2	3	2	3	3	3	trialwise	173;2024;3833	173;2024;3833	2;13;24	15;98;139	sub-018_ses-102_task-s2;sub-018_ses-201_task-s2;sub-018_ses-301_task-s2	173	2	15	sub-018	ses-102	task-s2	1;2;3	2;2;2
3	4	3	4	3	3	trialwise	570;2304;4124	570;2304;4124	4;15;26	94;60;112	sub-018_ses-102_task-s4;sub-018_ses-202_task-s4;sub-018_ses-302_task-s4	570	4	94	sub-018	ses-102	task-s4	1;2;3	4;4;4
4	5	4	5	3	3	trialwise	919;2567;4457	919;2567;4457	6;17;28	126;6;128	sub-018_ses-103_task-s6;sub-018_ses-202_task-s6;sub-018_ses-303_task-s6	919	6	126	sub-018	ses-103	task-s6	1;2;3	6;6;6
5	6	5	6	3	3	trialwise	932;2640;4416	932;2640;4416	6;17;28	139;79;87	sub-018_ses-103_task-s6;sub-018_ses-202_task-s6;sub-018_ses-303_task-s6	932	6	139	sub-018	ses-103	task-s6	1;2;3	6;6;6
6	7	6	7	3	3	trialwise	1078;2845;4491	1078;2845;4491	7;18;29	127;126;4	sub-018_ses-103_task-s7;sub-018_ses-203_task-s7;sub-018_ses-303_task-s7	1078	7	127	sub-018	ses-103	task-s7	1;2;3	7;7;7
7	8	7	8	3	3	trialwise	1110;2885;4687	1110;2885;4687	8;19;30	1;8;42	sub-018_ses-103_task-s8;sub-018_ses-203_task-s8;sub-018_ses-303_task-s8	1110	8	1	sub-018	ses-103	task-s8	1;2;3	8;8;8
8	9	8	9	3	3	trialwise	989;2858;4541	989;2858;4541	7;18;29	38;139;54	sub-018_ses-103_task-s7;sub-018_ses-203_task-s7;sub-018_ses-303_task-s7	989	7	38	sub-018	ses-103	task-s7	1;2;3	7;7;7
9	10	9	10	3	3	trialwise	977;2738;4503	977;2738;4503	7;18;29	26;19;16	sub-018_ses-103_task-s7;sub-018_ses-203_task-s7;sub-018_ses-303_task-s7	977	7	26	sub-018	ses-103	task-s7	1;2;3	7;7;7
10	11	10	11	3	3	trialwise	139;1907;3675	139;1907;3675	1;12;23	140;140;140	sub-018_ses-101_task-s1;sub-018_ses-201_task-s1;sub-018_ses-301_task-s1	139	1	140	sub-018	ses-101	task-s1	1;2;3	1;1;1
11	12	11	12	3	3	trialwise	18;1786;3554	18;1786;3554	1;12;23	19;19;19	sub-018_ses-101_task-s1;sub-018_ses-201_task-s1;sub-018_ses-301_task-s1	18	1	19	sub-018	ses-101	task-s1	1;2;3	1;1;1
12	13	12	13	3	3	trialwise	812;2678;4479	812;2678;4479	6;17;28	19;117;150	sub-018_ses-103_task-s6;sub-018_ses-202_task-s6;sub-018_ses-303_task-s6	812	6	19	sub-018	ses-103	task-s6	1;2;3	6;6;6
13	14	13	14	3	3	trialwise	340;2095;4008	340;2095;4008	3;14;25	23;10;155	sub-018_ses-102_task-s3;sub-018_ses-201_task-s3;sub-018_ses-301_task-s3	340	3	23	sub-018	ses-102	task-s3	1;2;3	3;3;3
14	15	14	15	3	3	trialwise	1262;2996;4651	1262;2996;4651	8;19;30	153;119;6	sub-018_ses-103_task-s8;sub-018_ses-203_task-s8;sub-018_ses-303_task-s8	1262	8	153	sub-018	ses-103	task-s8	1;2;3	8;8;8
15	16	15	16	3	3	trialwise	708;2561;4206	708;2561;4206	5;16;27	73;158;35	sub-018_ses-102_task-s5;sub-018_ses-202_task-s5;sub-018_ses-302_task-s5	708	5	73	sub-018	ses-102	task-s5	1;2;3	5;5;5
16	17	16	17	3	3	trialwise	354;2212;3998	354;2212;3998	3;14;25	37;127;145	sub-018_ses-102_task-s3;sub-018_ses-201_task-s3;sub-018_ses-301_task-s3	354	3	37	sub-018	ses-102	task-s3	1;2;3	3;3;3
17	18	17	18	3	3	trialwise	1226;2933;4690	1226;2933;4690	8;19;30	117;56;45	sub-018_ses-103_task-s8;sub-018_ses-203_task-s8;sub-018_ses-303_task-s8	1226	8	117	sub-018	ses-103	task-s8	1;2;3	8;8;8
18	19	18	19	3	3	trialwise	935;2618;4464	935;2618;4464	6;17;28	142;57;135	sub-018_ses-103_task-s6;sub-018_ses-202_task-s6;sub-018_ses-303_task-s6	935	6	142	sub-018	ses-103	task-s6	1;2;3	6;6;6
19	20	19	20	3	3	trialwise	890;2705;4486	890;2705;4486	6;17;28	97;144;157	sub-018_ses-103_task-s6;sub-018_ses-202_task-s6;sub-018_ses-303_task-s6	890	6	97	sub-018	ses-103	task-s6	1;2;3	6;6;6
20	21	20	21	3	3	trialwise	337;2177;3889	337;2177;3889	3;14;25	20;92;36	sub-018_ses-102_task-s3;sub-018_ses-201_task-s3;sub-018_ses-301_task-s3	337	3	20	sub-018	ses-102	task-s3	1;2;3	3;3;3
21	22	21	22	3	3	trialwise	659;2515;4239	659;2515;4239	5;16;27	24;112;68	sub-018_ses-102_task-s5;sub-018_ses-202_task-s5;sub-018_ses-302_task-s5	659	5	24	sub-018	ses-102	task-s5	1;2;3	5;5;5
22	23	22	23	3	3	trialwise	671;2445;4289	671;2445;4289	5;16;27	36;42;118	sub-018_ses-102_task-s5;sub-018_ses-202_task-s5;sub-018_ses-302_task-s5	671	5	36	sub-018	ses-102	task-s5	1;2;3	5;5;5
23	24	23	24	3	3	trialwise	194;2054;3835	194;2054;3835	2;13;24	36;128;141	sub-018_ses-102_task-s2;sub-018_ses-201_task-s2;sub-018_ses-301_task-s2	194	2	36	sub-018	ses-102	task-s2	1;2;3	2;2;2
24	25	24	25	3	3	trialwise	142;1910;3678	142;1910;3678	1;12;23	143;143;143	sub-018_ses-101_task-s1;sub-018_ses-201_task-s1;sub-018_ses-301_task-s1	142	1	143	sub-018	ses-101	task-s1	1;2;3	1;1;1
25	26	25	26	3	3	trialwise	214;1929;3822	214;1929;3822	2;13;24	56;3;128	sub-018_ses-102_task-s2;sub-018_ses-201_task-s2;sub-018_ses-301_task-s2	214	2	56	sub-018	ses-102	task-s2	1;2;3	2;2;2
26	27	26	27	3	3	trialwise	1045;2861;4638	1045;2861;4638	7;18;29	94;142;151	sub-018_ses-103_task-s7;sub-018_ses-203_task-s7;sub-018_ses-303_task-s7	1045	7	94	sub-018	ses-103	task-s7	1;2;3	7;7;7
27	28	27	28	3	3	trialwise	381;2129;3987	381;2129;3987	3;14;25	64;44;134	sub-018_ses-102_task-s3;sub-018_ses-201_task-s3;sub-018_ses-301_task-s3	381	3	64	sub-018	ses-102	task-s3	1;2;3	3;3;3
28	29	28	29	3	3	trialwise	522;2305;4095	522;2305;4095	4;15;26	46;61;83	sub-018_ses-102_task-s4;sub-018_ses-202_task-s4;sub-018_ses-302_task-s4	522	4	46	sub-018	ses-102	task-s4	1;2;3	4;4;4
29	30	29	30	3	3	trialwise	779;2418;4190	779;2418;4190	5;16;27	144;15;19	sub-018_ses-102_task-s5;sub-018_ses-202_task-s5;sub-018_ses-302_task-s5	779	5	144	sub-018	ses-102	task-s5	1;2;3	5;5;5
30	31	30	31	3	3	trialwise	172;2074;3787	172;2074;3787	2;13;24	14;148;93	sub-018_ses-102_task-s2;sub-018_ses-201_task-s2;sub-018_ses-301_task-s2	172	2	14	sub-018	ses-102	task-s2	1;2;3	2;2;2
31	32	31	32	3	3	trialwise	1105;2816;4490	1105;2816;4490	7;18;29	154;97;3	sub-018_ses-103_task-s7;sub-018_ses-203_task-s7;sub-018_ses-303_task-s7	1105	7	154	sub-018	ses-103	task-s7	1;2;3	7;7;7
32	33	32	33	3	3	trialwise	1062;2734;4543	1062;2734;4543	7;18;29	111;15;56	sub-018_ses-103_task-s7;sub-018_ses-203_task-s7;sub-018_ses-303_task-s7	1062	7	111	sub-018	ses-103	task-s7	1;2;3	7;7;7
33	34	33	34	3	3	trialwise	1086;2770;4550	1086;2770;4550	7;18;29	135;51;63	sub-018_ses-103_task-s7;sub-018_ses-203_task-s7;sub-018_ses-303_task-s7	1086	7	135	sub-018	ses-103	task-s7	1;2;3	7;7;7
34	35	34	35	3	3	trialwise	710;2509;4177	710;2509;4177	5;16;27	75;106;6	sub-018_ses-102_task-s5;sub-018_ses-202_task-s5;sub-018_ses-302_task-s5	710	5	75	sub-018	ses-102	task-s5	1;2;3	5;5;5
35	36	35	36	3	3	trialwise	537;2391;4032	537;2391;4032	4;15;26	61;147;20	sub-018_ses-102_task-s4;sub-018_ses-202_task-s4;sub-018_ses-302_task-s4	537	4	61	sub-018	ses-102	task-s4	1;2;3	4;4;4
36	37	36	37	3	3	trialwise	316;2016;3699	316;2016;3699	2;13;24	158;90;5	sub-018_ses-102_task-s2;sub-018_ses-201_task-s2;sub-018_ses-301_task-s2	316	2	158	sub-018	ses-102	task-s2	1;2;3	2;2;2
37	38	37	38	3	3	trialwise	1178;2915;4712	1178;2915;4712	8;19;30	69;38;67	sub-018_ses-103_task-s8;sub-018_ses-203_task-s8;sub-018_ses-303_task-s8	1178	8	69	sub-018	ses-103	task-s8	1;2;3	8;8;8
38	39	38	39	3	3	trialwise	808;2629;4390	808;2629;4390	6;17;28	15;68;61	sub-018_ses-103_task-s6;sub-018_ses-202_task-s6;sub-018_ses-303_task-s6	808	6	15	sub-018	ses-103	task-s6	1;2;3	6;6;6
39	40	39	40	3	3	trialwise	1249;2989;4655	1249;2989;4655	8;19;30	140;112;10	sub-018_ses-103_task-s8;sub-018_ses-203_task-s8;sub-018_ses-303_task-s8	1249	8	140	sub-018	ses-103	task-s8	1;2;3	8;8;8
40	41	40	41	3	3	trialwise	1177;2979;4667	1177;2979;4667	8;19;30	68;102;22	sub-018_ses-103_task-s8;sub-018_ses-203_task-s8;sub-018_ses-303_task-s8	1177	8	68	sub-018	ses-103	task-s8	1;2;3	8;8;8
41	42	41	42	3	3	trialwise	382;2223;3963	382;2223;3963	3;14;25	65;138;110	sub-018_ses-102_task-s3;sub-018_ses-201_task-s3;sub-018_ses-301_task-s3	382	3	65	sub-018	ses-102	task-s3	1;2;3	3;3;3
42	43	42	43	3	3	trialwise	97;1865;3633	97;1865;3633	1;12;23	98;98;98	sub-018_ses-101_task-s1;sub-018_ses-201_task-s1;sub-018_ses-301_task-s1	97	1	98	sub-018	ses-101	task-s1	1;2;3	1;1;1
43	44	43	44	3	3	trialwise	246;1966;3742	246;1966;3742	2;13;24	88;40;48	sub-018_ses-102_task-s2;sub-018_ses-201_task-s2;sub-018_ses-301_task-s2	246	2	88	sub-018	ses-102	task-s2	1;2;3	2;2;2
44	45	44	45	3	3	trialwise	347;2228;4000	347;2228;4000	3;14;25	30;143;147	sub-018_ses-102_task-s3;sub-018_ses-201_task-s3;sub-018_ses-301_task-s3	347	3	30	sub-018	ses-102	task-s3	1;2;3	3;3;3
45	46	45	46	3	3	trialwise	263;2061;3848	263;2061;3848	2;13;24	105;135;154	sub-018_ses-102_task-s2;sub-018_ses-201_task-s2;sub-018_ses-301_task-s2	263	2	105	sub-018	ses-102	task-s2	1;2;3	2;2;2
46	47	46	47	3	3	trialwise	1206;2976;4709	1206;2976;4709	8;19;30	97;99;64	sub-018_ses-103_task-s8;sub-018_ses-203_task-s8;sub-018_ses-303_task-s8	1206	8	97	sub-018	ses-103	task-s8	1;2;3	8;8;8
47	48	47	48	3	3	trialwise	14;1782;3550	14;1782;3550	1;12;23	15;15;15	sub-018_ses-101_task-s1;sub-018_ses-201_task-s1;sub-018_ses-301_task-s1	14	1	15	sub-018	ses-101	task-s1	1;2;3	1;1;1
