scalar_index_0based	condition_id	condition_col_0based	condition_col_1based	n_trials_presented	n_betas_averaged	beta_index_mode	source_beta_rows_0based	trial_indices_0based	run_indices_1based	local_trial_indices	run_stems	first_trial_index_0based	first_run_index_1based	first_local_trial_index	first_sub	first_ses	first_task	repeat_indices	task_indices
17	18	17	18	3	3	trialwise	1182;3011;4749	1182;3011;4749	8;19;30	73;134;104	sub-017_ses-103_task-s8;sub-017_ses-202_task-s8;sub-017_ses-303_task-s8	1182	8	73	sub-017	ses-103	task-s8	1;2;3	8;8;8
18	19	18	19	3	3	trialwise	935;2657;4386	935;2657;4386	6;17;28	142;96;57	sub-017_ses-103_task-s6;sub-017_ses-204_task-s6;sub-017_ses-302_task-s6	935	6	142	sub-017	ses-103	task-s6	1;2;3	6;6;6
19	20	19	20	3	3	trialwise	890;2572;4361	890;2572;4361	6;17;28	97;11;32	sub-017_ses-103_task-s6;sub-017_ses-204_task-s6;sub-017_ses-302_task-s6	890	6	97	sub-017	ses-103	task-s6	1;2;3	6;6;6
20	21	20	21	3	3	trialwise	395;2231;3940	395;2231;3940	3;14;25	78;146;87	sub-017_ses-101_task-s3;sub-017_ses-201_task-s3;sub-017_ses-301_task-s3	395	3	78	sub-017	ses-101	task-s3	1;2;3	3;3;3
21	22	21	22	3	3	trialwise	778;2497;4269	778;2497;4269	5;16;27	143;94;98	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	778	5	143	sub-017	ses-102	task-s5	1;2;3	5;5;5
22	23	22	23	3	3	trialwise	704;2420;4314	704;2420;4314	5;16;27	69;17;143	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	704	5	69	sub-017	ses-102	task-s5	1;2;3	5;5;5
23	24	23	24	3	3	trialwise	272;2069;3744	272;2069;3744	2;13;24	114;143;50	sub-017_ses-101_task-s2;sub-017_ses-201_task-s2;sub-017_ses-305_task-s2	272	2	114	sub-017	ses-101	task-s2	1;2;3	2;2;2
24	25	24	25	3	3	trialwise	142;1783;3678	142;1783;3678	1;12;23	143;16;143	sub-017_ses-104_task-s1;sub-017_ses-201_task-s1;sub-017_ses-302_task-s1	142	1	143	sub-017	ses-104	task-s1	1;2;3	1;1;1
25	26	25	26	3	3	trialwise	182;2041;3805	182;2041;3805	2;13;24	24;115;111	sub-017_ses-101_task-s2;sub-017_ses-201_task-s2;sub-017_ses-305_task-s2	182	2	24	sub-017	ses-101	task-s2	1;2;3	2;2;2
26	27	26	27	3	3	trialwise	1047;2754;4629	1047;2754;4629	7;18;29	96;35;142	sub-017_ses-103_task-s7;sub-017_ses-202_task-s7;sub-017_ses-303_task-s7	1047	7	96	sub-017	ses-103	task-s7	1;2;3	7;7;7
27	28	27	28	3	3	trialwise	433;2157;3985	433;2157;3985	3;14;25	116;72;132	sub-017_ses-101_task-s3;sub-017_ses-201_task-s3;sub-017_ses-301_task-s3	433	3	116	sub-017	ses-101	task-s3	1;2;3	3;3;3
28	29	28	29	3	3	trialwise	598;2397;4085	598;2397;4085	4;15;26	122;153;73	sub-017_ses-102_task-s4;sub-017_ses-203_task-s4;sub-017_ses-302_task-s4	598	4	122	sub-017	ses-102	task-s4	1;2;3	4;4;4
29	30	29	30	3	3	trialwise	743;2513;4253	743;2513;4253	5;16;27	108;110;82	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	743	5	108	sub-017	ses-102	task-s5	1;2;3	5;5;5
30	31	30	31	3	3	trialwise	258;2057;3828	258;2057;3828	2;13;24	100;131;134	sub-017_ses-101_task-s2;sub-017_ses-201_task-s2;sub-017_ses-305_task-s2	258	2	100	sub-017	ses-101	task-s2	1;2;3	2;2;2
31	32	31	32	3	3	trialwise	1054;2764;4584	1054;2764;4584	7;18;29	103;45;97	sub-017_ses-103_task-s7;sub-017_ses-202_task-s7;sub-017_ses-303_task-s7	1054	7	103	sub-017	ses-103	task-s7	1;2;3	7;7;7
32	33	32	33	3	3	trialwise	1072;2818;4502	1072;2818;4502	7;18;29	121;99;15	sub-017_ses-103_task-s7;sub-017_ses-202_task-s7;sub-017_ses-303_task-s7	1072	7	121	sub-017	ses-103	task-s7	1;2;3	7;7;7
33	34	33	34	3	3	trialwise	993;2768;4538	993;2768;4538	7;18;29	42;49;51	sub-017_ses-103_task-s7;sub-017_ses-202_task-s7;sub-017_ses-303_task-s7	993	7	42	sub-017	ses-103	task-s7	1;2;3	7;7;7
34	35	34	35	3	3	trialwise	660;2445;4174	660;2445;4174	5;16;27	25;42;3	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	660	5	25	sub-017	ses-102	task-s5	1;2;3	5;5;5
35	36	35	36	3	3	trialwise	557;2395;4083	557;2395;4083	4;15;26	81;151;71	sub-017_ses-102_task-s4;sub-017_ses-203_task-s4;sub-017_ses-302_task-s4	557	4	81	sub-017	ses-102	task-s4	1;2;3	4;4;4
36	37	36	37	3	3	trialwise	163;2064;3725	163;2064;3725	2;13;24	5;138;31	sub-017_ses-101_task-s2;sub-017_ses-201_task-s2;sub-017_ses-305_task-s2	163	2	5	sub-017	ses-101	task-s2	1;2;3	2;2;2
37	38	37	38	3	3	trialwise	1158;2958;4701	1158;2958;4701	8;19;30	49;81;56	sub-017_ses-103_task-s8;sub-017_ses-202_task-s8;sub-017_ses-303_task-s8	1158	8	49	sub-017	ses-103	task-s8	1;2;3	8;8;8
38	39	38	39	3	3	trialwise	808;2646;4410	808;2646;4410	6;17;28	15;85;81	sub-017_ses-103_task-s6;sub-017_ses-204_task-s6;sub-017_ses-302_task-s6	808	6	15	sub-017	ses-103	task-s6	1;2;3	6;6;6
39	40	39	40	3	3	trialwise	1199;3031;4707	1199;3031;4707	8;19;30	90;154;62	sub-017_ses-103_task-s8;sub-017_ses-202_task-s8;sub-017_ses-303_task-s8	1199	8	90	sub-017	ses-103	task-s8	1;2;3	8;8;8
40	41	40	41	3	3	trialwise	1122;3023;4675	1122;3023;4675	8;19;30	13;146;30	sub-017_ses-103_task-s8;sub-017_ses-202_task-s8;sub-017_ses-303_task-s8	1122	8	13	sub-017	ses-103	task-s8	1;2;3	8;8;8
41	42	41	42	3	3	trialwise	328;2113;3887	328;2113;3887	3;14;25	11;28;34	sub-017_ses-101_task-s3;sub-017_ses-201_task-s3;sub-017_ses-301_task-s3	328	3	11	sub-017	ses-101	task-s3	1;2;3	3;3;3
42	43	42	43	3	3	trialwise	97;1814;3633	97;1814;3633	1;12;23	98;47;98	sub-017_ses-104_task-s1;sub-017_ses-201_task-s1;sub-017_ses-302_task-s1	97	1	98	sub-017	ses-104	task-s1	1;2;3	1;1;1
43	44	43	44	3	3	trialwise	232;2011;3813	232;2011;3813	2;13;24	74;85;119	sub-017_ses-101_task-s2;sub-017_ses-201_task-s2;sub-017_ses-305_task-s2	232	2	74	sub-017	ses-101	task-s2	1;2;3	2;2;2
44	45	44	45	3	3	trialwise	421;2230;3879	421;2230;3879	3;14;25	104;145;26	sub-017_ses-101_task-s3;sub-017_ses-201_task-s3;sub-017_ses-301_task-s3	421	3	104	sub-017	ses-101	task-s3	1;2;3	3;3;3
45	46	45	46	3	3	trialwise	197;2049;3705	197;2049;3705	2;13;24	39;123;11	sub-017_ses-101_task-s2;sub-017_ses-201_task-s2;sub-017_ses-305_task-s2	197	2	39	sub-017	ses-101	task-s2	1;2;3	2;2;2
46	47	46	47	3	3	trialwise	1184;2927;4708	1184;2927;4708	8;19;30	75;50;63	sub-017_ses-103_task-s8;sub-017_ses-202_task-s8;sub-017_ses-303_task-s8	1184	8	75	sub-017	ses-103	task-s8	1;2;3	8;8;8
47	48	47	48	3	3	trialwise	14;1895;3550	14;1895;3550	1;12;23	15;128;15	sub-017_ses-104_task-s1;sub-017_ses-201_task-s1;sub-017_ses-302_task-s1	14	1	15	sub-017	ses-104	task-s1	1;2;3	1;1;1
48	49	48	49	3	3	trialwise	50;1902;3586	50;1902;3586	1;12;23	51;135;51	sub-017_ses-104_task-s1;sub-017_ses-201_task-s1;sub-017_ses-302_task-s1	50	1	51	sub-017	ses-104	task-s1	1;2;3	1;1;1
49	50	49	50	3	3	trialwise	205;2025;3795	205;2025;3795	2;13;24	47;99;101	sub-017_ses-101_task-s2;sub-017_ses-201_task-s2;sub-017_ses-305_task-s2	205	2	47	sub-017	ses-101	task-s2	1;2;3	2;2;2
50	51	50	51	3	3	trialwise	419;2124;3855	419;2124;3855	3;14;25	102;39;2	sub-017_ses-101_task-s3;sub-017_ses-201_task-s3;sub-017_ses-301_task-s3	419	3	102	sub-017	ses-101	task-s3	1;2;3	3;3;3
51	52	51	52	3	3	trialwise	476;2171;4004	476;2171;4004	3;14;25	159;86;151	sub-017_ses-101_task-s3;sub-017_ses-201_task-s3;sub-017_ses-301_task-s3	476	3	159	sub-017	ses-101	task-s3	1;2;3	3;3;3
52	53	52	53	3	3	trialwise	844;2647;4474	844;2647;4474	6;17;28	51;86;145	sub-017_ses-103_task-s6;sub-017_ses-204_task-s6;sub-017_ses-302_task-s6	844	6	51	sub-017	ses-103	task-s6	1;2;3	6;6;6
53	54	53	54	3	3	trialwise	1183;2899;4697	1183;2899;4697	8;19;30	74;22;52	sub-017_ses-103_task-s8;sub-017_ses-202_task-s8;sub-017_ses-303_task-s8	1183	8	74	sub-017	ses-103	task-s8	1;2;3	8;8;8
54	55	54	55	3	3	trialwise	1078;2861;4572	1078;2861;4572	7;18;29	127;142;85	sub-017_ses-103_task-s7;sub-017_ses-202_task-s7;sub-017_ses-303_task-s7	1078	7	127	sub-017	ses-103	task-s7	1;2;3	7;7;7
55	56	55	56	3	3	trialwise	735;2545;4257	735;2545;4257	5;16;27	100;142;86	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	735	5	100	sub-017	ses-102	task-s5	1;2;3	5;5;5
56	57	56	57	3	3	trialwise	653;2496;4246	653;2496;4246	5;16;27	18;93;75	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	653	5	18	sub-017	ses-102	task-s5	1;2;3	5;5;5
57	58	57	58	3	3	trialwise	878;2613;4442	878;2613;4442	6;17;28	85;52;113	sub-017_ses-103_task-s6;sub-017_ses-204_task-s6;sub-017_ses-302_task-s6	878	6	85	sub-017	ses-103	task-s6	1;2;3	6;6;6
58	59	58	59	3	3	trialwise	1026;2821;4638	1026;2821;4638	7;18;29	75;102;151	sub-017_ses-103_task-s7;sub-017_ses-202_task-s7;sub-017_ses-303_task-s7	1026	7	75	sub-017	ses-103	task-s7	1;2;3	7;7;7
59	60	59	60	3	3	trialwise	982;2753;4643	982;2753;4643	7;18;29	31;34;156	sub-017_ses-103_task-s7;sub-017_ses-202_task-s7;sub-017_ses-303_task-s7	982	7	31	sub-017	ses-103	task-s7	1;2;3	7;7;7
60	61	60	61	3	3	trialwise	85;1884;3621	85;1884;3621	1;12;23	86;117;86	sub-017_ses-104_task-s1;sub-017_ses-201_task-s1;sub-017_ses-302_task-s1	85	1	86	sub-017	ses-104	task-s1	1;2;3	1;1;1
61	62	61	62	3	3	trialwise	1095;2868;4515	1095;2868;4515	7;18;29	144;149;28	sub-017_ses-103_task-s7;sub-017_ses-202_task-s7;sub-017_ses-303_task-s7	1095	7	144	sub-017	ses-103	task-s7	1;2;3	7;7;7
62	63	62	63	3	3	trialwise	452;2175;3898	452;2175;3898	3;14;25	135;90;45	sub-017_ses-101_task-s3;sub-017_ses-201_task-s3;sub-017_ses-301_task-s3	452	3	135	sub-017	ses-101	task-s3	1;2;3	3;3;3
63	64	63	64	3	3	trialwise	607;2274;4060	607;2274;4060	4;15;26	131;30;48	sub-017_ses-102_task-s4;sub-017_ses-203_task-s4;sub-017_ses-302_task-s4	607	4	131	sub-017	ses-102	task-s4	1;2;3	4;4;4
64	65	64	65	3	3	trialwise	740;2474;4319	740;2474;4319	5;16;27	105;71;148	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	740	5	105	sub-017	ses-102	task-s5	1;2;3	5;5;5
65	66	65	66	3	3	trialwise	1215;3012;4667	1215;3012;4667	8;19;30	106;135;22	sub-017_ses-103_task-s8;sub-017_ses-202_task-s8;sub-017_ses-303_task-s8	1215	8	106	sub-017	ses-103	task-s8	1;2;3	8;8;8
66	67	66	67	3	3	trialwise	622;2400;4055	622;2400;4055	4;15;26	146;156;43	sub-017_ses-102_task-s4;sub-017_ses-203_task-s4;sub-017_ses-302_task-s4	622	4	146	sub-017	ses-102	task-s4	1;2;3	4;4;4
67	68	67	68	3	3	trialwise	944;2597;4419	944;2597;4419	6;17;28	151;36;90	sub-017_ses-103_task-s6;sub-017_ses-204_task-s6;sub-017_ses-302_task-s6	944	6	151	sub-017	ses-103	task-s6	1;2;3	6;6;6
68	69	68	69	3	3	trialwise	567;2300;4061	567;2300;4061	4;15;26	91;56;49	sub-017_ses-102_task-s4;sub-017_ses-203_task-s4;sub-017_ses-302_task-s4	567	4	91	sub-017	ses-102	task-s4	1;2;3	4;4;4
69	70	69	70	3	3	trialwise	676;2510;4249	676;2510;4249	5;16;27	41;107;78	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	676	5	41	sub-017	ses-102	task-s5	1;2;3	5;5;5
70	71	70	71	3	3	trialwise	949;2660;4478	949;2660;4478	6;17;28	156;99;149	sub-017_ses-103_task-s6;sub-017_ses-204_task-s6;sub-017_ses-302_task-s6	949	6	156	sub-017	ses-103	task-s6	1;2;3	6;6;6
71	72	71	72	3	3	trialwise	267;1983;3764	267;1983;3764	2;13;24	109;57;70	sub-017_ses-101_task-s2;sub-017_ses-201_task-s2;sub-017_ses-305_task-s2	267	2	109	sub-017	ses-101	task-s2	1;2;3	2;2;2
72	73	72	73	3	3	trialwise	711;2533;4237	711;2533;4237	5;16;27	76;130;66	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	711	5	76	sub-017	ses-102	task-s5	1;2;3	5;5;5
73	74	73	74	3	3	trialwise	203;1993;3812	203;1993;3812	2;13;24	45;67;118	sub-017_ses-101_task-s2;sub-017_ses-201_task-s2;sub-017_ses-305_task-s2	203	2	45	sub-017	ses-101	task-s2	1;2;3	2;2;2
74	75	74	75	3	3	trialwise	404;2106;3875	404;2106;3875	3;14;25	87;21;22	sub-017_ses-101_task-s3;sub-017_ses-201_task-s3;sub-017_ses-301_task-s3	404	3	87	sub-017	ses-101	task-s3	1;2;3	3;3;3
75	76	75	76	3	3	trialwise	151;1808;3687	151;1808;3687	1;12;23	152;41;152	sub-017_ses-104_task-s1;sub-017_ses-201_task-s1;sub-017_ses-302_task-s1	151	1	152	sub-017	ses-104	task-s1	1;2;3	1;1;1
76	77	76	77	3	3	trialwise	709;2484;4261	709;2484;4261	5;16;27	74;81;90	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	709	5	74	sub-017	ses-102	task-s5	1;2;3	5;5;5
77	78	77	78	3	3	trialwise	444;2132;3922	444;2132;3922	3;14;25	127;47;69	sub-017_ses-101_task-s3;sub-017_ses-201_task-s3;sub-017_ses-301_task-s3	444	3	127	sub-017	ses-101	task-s3	1;2;3	3;3;3
78	79	78	79	3	3	trialwise	156;1877;3692	156;1877;3692	1;12;23	157;110;157	sub-017_ses-104_task-s1;sub-017_ses-201_task-s1;sub-017_ses-302_task-s1	156	1	157	sub-017	ses-104	task-s1	1;2;3	1;1;1
79	80	79	80	3	3	trialwise	251;2043;3842	251;2043;3842	2;13;24	93;117;148	sub-017_ses-101_task-s2;sub-017_ses-201_task-s2;sub-017_ses-305_task-s2	251	2	93	sub-017	ses-101	task-s2	1;2;3	2;2;2
80	81	80	81	3	3	trialwise	1212;2996;4803	1212;2996;4803	8;19;30	103;119;158	sub-017_ses-103_task-s8;sub-017_ses-202_task-s8;sub-017_ses-303_task-s8	1212	8	103	sub-017	ses-103	task-s8	1;2;3	8;8;8
81	82	81	82	3	3	trialwise	746;2449;4254	746;2449;4254	5;16;27	111;46;83	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	746	5	111	sub-017	ses-102	task-s5	1;2;3	5;5;5
82	83	82	83	3	3	trialwise	1168;2898;4655	1168;2898;4655	8;19;30	59;21;10	sub-017_ses-103_task-s8;sub-017_ses-202_task-s8;sub-017_ses-303_task-s8	1168	8	59	sub-017	ses-103	task-s8	1;2;3	8;8;8
83	84	83	84	3	3	trialwise	1089;2872;4644	1089;2872;4644	7;18;29	138;153;157	sub-017_ses-103_task-s7;sub-017_ses-202_task-s7;sub-017_ses-303_task-s7	1089	7	138	sub-017	ses-103	task-s7	1;2;3	7;7;7
84	85	84	85	3	3	trialwise	360;2238;3946	360;2238;3946	3;14;25	43;153;93	sub-017_ses-101_task-s3;sub-017_ses-201_task-s3;sub-017_ses-301_task-s3	360	3	43	sub-017	ses-101	task-s3	1;2;3	3;3;3
85	86	85	86	3	3	trialwise	27;1798;3563	27;1798;3563	1;12;23	28;31;28	sub-017_ses-104_task-s1;sub-017_ses-201_task-s1;sub-017_ses-302_task-s1	27	1	28	sub-017	ses-104	task-s1	1;2;3	1;1;1
86	87	86	87	3	3	trialwise	821;2705;4370	821;2705;4370	6;17;28	28;144;41	sub-017_ses-103_task-s6;sub-017_ses-204_task-s6;sub-017_ses-302_task-s6	821	6	28	sub-017	ses-103	task-s6	1;2;3	6;6;6
87	88	87	88	3	3	trialwise	685;2557;4225	685;2557;4225	5;16;27	50;154;54	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	685	5	50	sub-017	ses-102	task-s5	1;2;3	5;5;5
88	89	88	89	3	3	trialwise	954;2755;4637	954;2755;4637	7;18;29	3;36;150	sub-017_ses-103_task-s7;sub-017_ses-202_task-s7;sub-017_ses-303_task-s7	954	7	3	sub-017	ses-103	task-s7	1;2;3	7;7;7
89	90	89	90	3	3	trialwise	1115;2926;4739	1115;2926;4739	8;19;30	6;49;94	sub-017_ses-103_task-s8;sub-017_ses-202_task-s8;sub-017_ses-303_task-s8	1115	8	6	sub-017	ses-103	task-s8	1;2;3	8;8;8
90	91	90	91	3	3	trialwise	950;2675;4359	950;2675;4359	6;17;28	157;114;30	sub-017_ses-103_task-s6;sub-017_ses-204_task-s6;sub-017_ses-302_task-s6	950	6	157	sub-017	ses-103	task-s6	1;2;3	6;6;6
91	92	91	92	3	3	trialwise	943;2696;4378	943;2696;4378	6;17;28	150;135;49	sub-017_ses-103_task-s6;sub-017_ses-204_task-s6;sub-017_ses-302_task-s6	943	6	150	sub-017	ses-103	task-s6	1;2;3	6;6;6
92	93	92	93	3	3	trialwise	464;2206;4007	464;2206;4007	3;14;25	147;121;154	sub-017_ses-101_task-s3;sub-017_ses-201_task-s3;sub-017_ses-301_task-s3	464	3	147	sub-017	ses-101	task-s3	1;2;3	3;3;3
93	94	93	94	3	3	trialwise	157;1838;3693	157;1838;3693	1;12;23	158;71;158	sub-017_ses-104_task-s1;sub-017_ses-201_task-s1;sub-017_ses-302_task-s1	157	1	158	sub-017	ses-104	task-s1	1;2;3	1;1;1
94	95	94	95	3	3	trialwise	229;2031;3734	229;2031;3734	2;13;24	71;105;40	sub-017_ses-101_task-s2;sub-017_ses-201_task-s2;sub-017_ses-305_task-s2	229	2	71	sub-017	ses-101	task-s2	1;2;3	2;2;2
95	96	95	96	3	3	trialwise	236;2000;3831	236;2000;3831	2;13;24	78;74;137	sub-017_ses-101_task-s2;sub-017_ses-201_task-s2;sub-017_ses-305_task-s2	236	2	78	sub-017	ses-101	task-s2	1;2;3	2;2;2
96	97	96	97	3	3	trialwise	730;2440;4265	730;2440;4265	5;16;27	95;37;94	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	730	5	95	sub-017	ses-102	task-s5	1;2;3	5;5;5
97	98	97	98	3	3	trialwise	868;2685;4475	868;2685;4475	6;17;28	75;124;146	sub-017_ses-103_task-s6;sub-017_ses-204_task-s6;sub-017_ses-302_task-s6	868	6	75	sub-017	ses-103	task-s6	1;2;3	6;6;6
98	99	98	99	3	3	trialwise	714;2422;4308	714;2422;4308	5;16;27	79;19;137	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	714	5	79	sub-017	ses-102	task-s5	1;2;3	5;5;5
99	100	99	100	3	3	trialwise	527;2262;4062	527;2262;4062	4;15;26	51;18;50	sub-017_ses-102_task-s4;sub-017_ses-203_task-s4;sub-017_ses-302_task-s4	527	4	51	sub-017	ses-102	task-s4	1;2;3	4;4;4
100	101	100	101	3	3	trialwise	500;2396;4170	500;2396;4170	4;15;26	24;152;158	sub-017_ses-102_task-s4;sub-017_ses-203_task-s4;sub-017_ses-302_task-s4	500	4	24	sub-017	ses-102	task-s4	1;2;3	4;4;4
101	102	101	102	3	3	trialwise	554;2308;4026	554;2308;4026	4;15;26	78;64;14	sub-017_ses-102_task-s4;sub-017_ses-203_task-s4;sub-017_ses-302_task-s4	554	4	78	sub-017	ses-102	task-s4	1;2;3	4;4;4
102	103	102	103	3	3	trialwise	454;2216;3994	454;2216;3994	3;14;25	137;131;141	sub-017_ses-101_task-s3;sub-017_ses-201_task-s3;sub-017_ses-301_task-s3	454	3	137	sub-017	ses-101	task-s3	1;2;3	3;3;3
103	104	103	104	3	3	trialwise	760;2457;4202	760;2457;4202	5;16;27	125;54;31	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	760	5	125	sub-017	ses-102	task-s5	1;2;3	5;5;5
104	105	104	105	3	3	trialwise	455;2233;3889	455;2233;3889	3;14;25	138;148;36	sub-017_ses-101_task-s3;sub-017_ses-201_task-s3;sub-017_ses-301_task-s3	455	3	138	sub-017	ses-101	task-s3	1;2;3	3;3;3
105	106	105	106	3	3	trialwise	654;2407;4306	654;2407;4306	5;16;27	19;4;135	sub-017_ses-102_task-s5;sub-017_ses-202_task-s5;sub-017_ses-302_task-s5	654	5	19	sub-017	ses-102	task-s5	1;2;3	5;5;5
106	107	106	107	3	3	trialwise	917;2649;4446	917;2649;4446	6;17;28	124;88;117	sub-017_ses-103_task-s6;sub-017_ses-204_task-s6;sub-017_ses-302_task-s6	917	6	124	sub-017	ses-103	task-s6	1;2;3	6;6;6
107	108	107	108	3	3	trialwise	193;1960;3756	193;1960;3756	2;13;24	35;34;62	sub-017_ses-101_task-s2;sub-017_ses-201_task-s2;sub-017_ses-305_task-s2	193	2	35	sub-017	ses-101	task-s2	1;2;3	2;2;2
108	109	108	109	3	3	trialwise	1014;2827;4562	1014;2827;4562	7;18;29	63;108;75	sub-017_ses-103_task-s7;sub-017_ses-202_task-s7;sub-017_ses-303_task-s7	1014	7	63	sub-017	ses-103	task-s7	1;2;3	7;7;7
109	110	109	110	3	3	trialwise	190;1981;3718	190;1981;3718	2;13;24	32;55;24	sub-017_ses-101_task-s2;sub-017_ses-201_task-s2;sub-017_ses-305_task-s2	190	2	32	sub-017	ses-101	task-s2	1;2;3	2;2;2
