scalar_index_0based	_trial_index_0based	run_index_1based	local_trial_index	orig_event_index	condition_id	condition_col_0based	condition_col_1based	onset_sec	onset_tr_float	onset_tr_0based	onset_tr_1based	onset_error_sec	onset_binning	sub_label	ses_label	task_label	repeat_index	task_index
0	2404	16	1	0	317	316	317	0.1751780000049621	0.1751780000049621	0	1	-0.1751780000049621	round	sub-018	ses-202	task-s5	2	5
1	2405	16	2	1	208	207	208	4.308905000099912	4.308905000099912	4	5	-0.3089050000999123	round	sub-018	ses-202	task-s5	2	5
2	2406	16	3	2	371	370	371	7.842356000095606	7.842356000095606	8	9	0.1576439999043941	round	sub-018	ses-202	task-s5	2	5
3	2407	16	4	3	993	992	993	11.742484000045806	11.742484000045806	12	13	0.2575159999541938	round	sub-018	ses-202	task-s5	2	5
4	2408	16	5	4	609	608	609	15.175925000105051	15.175925000105051	15	16	-0.1759250001050514	round	sub-018	ses-202	task-s5	2	5
5	2409	16	6	5	426	425	426	18.70914199994877	18.70914199994877	19	20	0.2908580000512302	round	sub-018	ses-202	task-s5	2	5
6	2410	16	7	6	951	950	951	22.65950800012797	22.65950800012797	23	24	0.3404919998720288	round	sub-018	ses-202	task-s5	2	5
7	2411	16	8	7	611	610	611	26.35964099992998	26.35964099992998	26	27	-0.3596409999299794	round	sub-018	ses-202	task-s5	2	5
8	2412	16	9	8	513	512	513	30.493099000072107	30.493099000072107	30	31	-0.4930990000721067	round	sub-018	ses-202	task-s5	2	5
9	2413	16	10	9	11149	1648	1649	34.409625000087544	34.409625000087544	34	35	-0.4096250000875443	round	sub-018	ses-202	task-s5	2	5
10	2414	16	11	10	957	956	957	38.16005000006408	38.16005000006408	38	39	-0.1600500000640821	round	sub-018	ses-202	task-s5	2	5
11	2415	16	12	11	11218	1717	1718	42.06014800001867	42.06014800001867	42	43	-0.0601480000186711	round	sub-018	ses-202	task-s5	2	5
12	2416	16	13	12	354	353	354	46.17678000009619	46.17678000009619	46	47	-0.176780000096187	round	sub-018	ses-202	task-s5	2	5
13	2417	16	14	14	82	81	82	54.02723000012338	54.02723000012338	54	55	-0.0272300001233816	round	sub-018	ses-202	task-s5	2	5
14	2418	16	15	15	30	29	30	57.36066800006665	57.36066800006665	57	58	-0.3606680000666529	round	sub-018	ses-202	task-s5	2	5
15	2419	16	16	16	861	860	861	60.97717200010084	60.97717200010084	61	62	0.0228279998991567	round	sub-018	ses-202	task-s5	2	5
16	2420	16	17	17	382	381	382	65.19426400004886	65.19426400004886	65	66	-0.1942640000488609	round	sub-018	ses-202	task-s5	2	5
17	2421	16	18	18	70	69	70	68.52748299995437	68.52748299995437	69	70	0.4725170000456273	round	sub-018	ses-202	task-s5	2	5
18	2422	16	19	19	77	76	77	71.94449399993755	71.94449399993755	72	73	0.0555060000624507	round	sub-018	ses-202	task-s5	2	5
19	2423	16	20	21	710	709	710	79.46121300011873	79.46121300011873	79	80	-0.4612130001187324	round	sub-018	ses-202	task-s5	2	5
20	2424	16	21	22	11189	1688	1689	82.99486700003035	82.99486700003035	83	84	0.0051329999696463	round	sub-018	ses-202	task-s5	2	5
21	2425	16	22	23	983	982	983	86.71164599992335	86.71164599992335	87	88	0.2883540000766516	round	sub-018	ses-202	task-s5	2	5
22	2426	16	23	24	73	72	73	90.74511400004847	90.74511400004847	91	92	0.2548859999515258	round	sub-018	ses-202	task-s5	2	5
23	2427	16	24	25	684	683	684	94.4952499999199	94.4952499999199	94	95	-0.4952499999199062	round	sub-018	ses-202	task-s5	2	5
24	2428	16	25	26	229	228	229	98.62837000004949	98.62837000004949	99	100	0.3716299999505139	round	sub-018	ses-202	task-s5	2	5
25	2429	16	26	27	840	839	840	102.66218600003047	102.66218600003047	103	104	0.3378139999695264	round	sub-018	ses-202	task-s5	2	5
26	2430	16	27	28	844	843	844	106.29563100007364	106.29563100007364	106	107	-0.2956310000736408	round	sub-018	ses-202	task-s5	2	5
27	2431	16	28	29	1050	1049	1050	110.41243400005624	110.41243400005624	110	111	-0.412434000056237	round	sub-018	ses-202	task-s5	2	5
