scalar_index_0based	condition_id	condition_col_0based	condition_col_1based	n_trials_presented	n_betas_averaged	beta_index_mode	source_beta_rows_0based	trial_indices_0based	run_indices_1based	local_trial_indices	run_stems	first_trial_index_0based	first_run_index_1based	first_local_trial_index	first_sub	first_ses	first_task	repeat_indices	task_indices
0	1	0	1	3	3	trialwise	465;2202;3858	465;2202;3858	3;14;25	148;117;5	sub-020_ses-102_task-s3;sub-020_ses-201_task-s3;sub-020_ses-302_task-s3	465	3	148	sub-020	ses-102	task-s3	1;2;3	3;3;3
1	2	1	2	3	3	trialwise	8;1894;3598	8;1894;3598	1;12;23	9;127;63	sub-020_ses-101_task-s1;sub-020_ses-201_task-s1;sub-020_ses-301_task-s1	8	1	9	sub-020	ses-101	task-s1	1;2;3	1;1;1
2	3	2	3	3	3	trialwise	214;1972;3717	214;1972;3717	2;13;24	56;46;23	sub-020_ses-101_task-s2;sub-020_ses-201_task-s2;sub-020_ses-302_task-s2	214	2	56	sub-020	ses-101	task-s2	1;2;3	2;2;2
3	4	3	4	3	3	trialwise	562;2252;4069	562;2252;4069	4;15;26	86;8;57	sub-020_ses-102_task-s4;sub-020_ses-202_task-s4;sub-020_ses-303_task-s4	562	4	86	sub-020	ses-102	task-s4	1;2;3	4;4;4
4	5	4	5	3	3	trialwise	856;2611;4474	856;2611;4474	6;17;28	63;50;145	sub-020_ses-103_task-s6;sub-020_ses-202_task-s6;sub-020_ses-303_task-s6	856	6	63	sub-020	ses-103	task-s6	1;2;3	6;6;6
5	6	5	6	3	3	trialwise	826;2693;4399	826;2693;4399	6;17;28	33;132;70	sub-020_ses-103_task-s6;sub-020_ses-202_task-s6;sub-020_ses-303_task-s6	826	6	33	sub-020	ses-103	task-s6	1;2;3	6;6;6
6	7	6	7	3	3	trialwise	996;2752;4515	996;2752;4515	7;18;29	45;33;28	sub-020_ses-103_task-s7;sub-020_ses-202_task-s7;sub-020_ses-304_task-s7	996	7	45	sub-020	ses-103	task-s7	1;2;3	7;7;7
7	8	7	8	3	3	trialwise	1126;3003;4770	1126;3003;4770	8;19;30	17;126;125	sub-020_ses-103_task-s8;sub-020_ses-203_task-s8;sub-020_ses-304_task-s8	1126	8	17	sub-020	ses-103	task-s8	1;2;3	8;8;8
8	9	8	9	3	3	trialwise	1072;2877;4491	1072;2877;4491	7;18;29	121;158;4	sub-020_ses-103_task-s7;sub-020_ses-202_task-s7;sub-020_ses-304_task-s7	1072	7	121	sub-020	ses-103	task-s7	1;2;3	7;7;7
9	10	9	10	3	3	trialwise	1026;2729;4591	1026;2729;4591	7;18;29	75;10;104	sub-020_ses-103_task-s7;sub-020_ses-202_task-s7;sub-020_ses-304_task-s7	1026	7	75	sub-020	ses-103	task-s7	1;2;3	7;7;7
10	11	10	11	3	3	trialwise	4;1907;3635	4;1907;3635	1;12;23	5;140;100	sub-020_ses-101_task-s1;sub-020_ses-201_task-s1;sub-020_ses-301_task-s1	4	1	5	sub-020	ses-101	task-s1	1;2;3	1;1;1
11	12	11	12	3	3	trialwise	26;1786;3596	26;1786;3596	1;12;23	27;19;61	sub-020_ses-101_task-s1;sub-020_ses-201_task-s1;sub-020_ses-301_task-s1	26	1	27	sub-020	ses-101	task-s1	1;2;3	1;1;1
12	13	12	13	3	3	trialwise	934;2643;4471	934;2643;4471	6;17;28	141;82;142	sub-020_ses-103_task-s6;sub-020_ses-202_task-s6;sub-020_ses-303_task-s6	934	6	141	sub-020	ses-103	task-s6	1;2;3	6;6;6
13	14	13	14	3	3	trialwise	431;2090;3921	431;2090;3921	3;14;25	114;5;68	sub-020_ses-102_task-s3;sub-020_ses-201_task-s3;sub-020_ses-302_task-s3	431	3	114	sub-020	ses-102	task-s3	1;2;3	3;3;3
14	15	14	15	3	3	trialwise	1234;3016;4745	1234;3016;4745	8;19;30	125;139;100	sub-020_ses-103_task-s8;sub-020_ses-203_task-s8;sub-020_ses-304_task-s8	1234	8	125	sub-020	ses-103	task-s8	1;2;3	8;8;8
15	16	15	16	3	3	trialwise	700;2484;4185	700;2484;4185	5;16;27	65;81;14	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	700	5	65	sub-020	ses-102	task-s5	1;2;3	5;5;5
16	17	16	17	3	3	trialwise	392;2140;3888	392;2140;3888	3;14;25	75;55;35	sub-020_ses-102_task-s3;sub-020_ses-201_task-s3;sub-020_ses-302_task-s3	392	3	75	sub-020	ses-102	task-s3	1;2;3	3;3;3
17	18	17	18	3	3	trialwise	1194;2896;4782	1194;2896;4782	8;19;30	85;19;137	sub-020_ses-103_task-s8;sub-020_ses-203_task-s8;sub-020_ses-304_task-s8	1194	8	85	sub-020	ses-103	task-s8	1;2;3	8;8;8
18	19	18	19	3	3	trialwise	890;2670;4333	890;2670;4333	6;17;28	97;109;4	sub-020_ses-103_task-s6;sub-020_ses-202_task-s6;sub-020_ses-303_task-s6	890	6	97	sub-020	ses-103	task-s6	1;2;3	6;6;6
19	20	19	20	3	3	trialwise	859;2575;4353	859;2575;4353	6;17;28	66;14;24	sub-020_ses-103_task-s6;sub-020_ses-202_task-s6;sub-020_ses-303_task-s6	859	6	66	sub-020	ses-103	task-s6	1;2;3	6;6;6
20	21	20	21	3	3	trialwise	457;2154;3900	457;2154;3900	3;14;25	140;69;47	sub-020_ses-102_task-s3;sub-020_ses-201_task-s3;sub-020_ses-302_task-s3	457	3	140	sub-020	ses-102	task-s3	1;2;3	3;3;3
21	22	21	22	3	3	trialwise	708;2473;4233	708;2473;4233	5;16;27	73;70;62	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	708	5	73	sub-020	ses-102	task-s5	1;2;3	5;5;5
22	23	22	23	3	3	trialwise	736;2464;4303	736;2464;4303	5;16;27	101;61;132	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	736	5	101	sub-020	ses-102	task-s5	1;2;3	5;5;5
23	24	23	24	3	3	trialwise	275;2002;3766	275;2002;3766	2;13;24	117;76;72	sub-020_ses-101_task-s2;sub-020_ses-201_task-s2;sub-020_ses-302_task-s2	275	2	117	sub-020	ses-101	task-s2	1;2;3	2;2;2
24	25	24	25	3	3	trialwise	154;1910;3632	154;1910;3632	1;12;23	155;143;97	sub-020_ses-101_task-s1;sub-020_ses-201_task-s1;sub-020_ses-301_task-s1	154	1	155	sub-020	ses-101	task-s1	1;2;3	1;1;1
25	26	25	26	3	3	trialwise	233;2027;3848	233;2027;3848	2;13;24	75;101;154	sub-020_ses-101_task-s2;sub-020_ses-201_task-s2;sub-020_ses-302_task-s2	233	2	75	sub-020	ses-101	task-s2	1;2;3	2;2;2
26	27	26	27	3	3	trialwise	1091;2845;4633	1091;2845;4633	7;18;29	140;126;146	sub-020_ses-103_task-s7;sub-020_ses-202_task-s7;sub-020_ses-304_task-s7	1091	7	140	sub-020	ses-103	task-s7	1;2;3	7;7;7
27	28	27	28	3	3	trialwise	453;2169;3954	453;2169;3954	3;14;25	136;84;101	sub-020_ses-102_task-s3;sub-020_ses-201_task-s3;sub-020_ses-302_task-s3	453	3	136	sub-020	ses-102	task-s3	1;2;3	3;3;3
28	29	28	29	3	3	trialwise	510;2367;4116	510;2367;4116	4;15;26	34;123;104	sub-020_ses-102_task-s4;sub-020_ses-202_task-s4;sub-020_ses-303_task-s4	510	4	34	sub-020	ses-102	task-s4	1;2;3	4;4;4
29	30	29	30	3	3	trialwise	790;2463;4181	790;2463;4181	5;16;27	155;60;10	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	790	5	155	sub-020	ses-102	task-s5	1;2;3	5;5;5
30	31	30	31	3	3	trialwise	314;2077;3819	314;2077;3819	2;13;24	156;151;125	sub-020_ses-101_task-s2;sub-020_ses-201_task-s2;sub-020_ses-302_task-s2	314	2	156	sub-020	ses-101	task-s2	1;2;3	2;2;2
31	32	31	32	3	3	trialwise	1066;2851;4619	1066;2851;4619	7;18;29	115;132;132	sub-020_ses-103_task-s7;sub-020_ses-202_task-s7;sub-020_ses-304_task-s7	1066	7	115	sub-020	ses-103	task-s7	1;2;3	7;7;7
32	33	32	33	3	3	trialwise	1037;2803;4544	1037;2803;4544	7;18;29	86;84;57	sub-020_ses-103_task-s7;sub-020_ses-202_task-s7;sub-020_ses-304_task-s7	1037	7	86	sub-020	ses-103	task-s7	1;2;3	7;7;7
33	34	33	34	3	3	trialwise	959;2857;4599	959;2857;4599	7;18;29	8;138;112	sub-020_ses-103_task-s7;sub-020_ses-202_task-s7;sub-020_ses-304_task-s7	959	7	8	sub-020	ses-103	task-s7	1;2;3	7;7;7
34	35	34	35	3	3	trialwise	739;2518;4294	739;2518;4294	5;16;27	104;115;123	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	739	5	104	sub-020	ses-102	task-s5	1;2;3	5;5;5
35	36	35	36	3	3	trialwise	484;2254;4089	484;2254;4089	4;15;26	8;10;77	sub-020_ses-102_task-s4;sub-020_ses-202_task-s4;sub-020_ses-303_task-s4	484	4	8	sub-020	ses-102	task-s4	1;2;3	4;4;4
36	37	36	37	3	3	trialwise	226;2079;3712	226;2079;3712	2;13;24	68;153;18	sub-020_ses-101_task-s2;sub-020_ses-201_task-s2;sub-020_ses-302_task-s2	226	2	68	sub-020	ses-101	task-s2	1;2;3	2;2;2
37	38	37	38	3	3	trialwise	1168;3019;4755	1168;3019;4755	8;19;30	59;142;110	sub-020_ses-103_task-s8;sub-020_ses-203_task-s8;sub-020_ses-304_task-s8	1168	8	59	sub-020	ses-103	task-s8	1;2;3	8;8;8
38	39	38	39	3	3	trialwise	939;2581;4379	939;2581;4379	6;17;28	146;20;50	sub-020_ses-103_task-s6;sub-020_ses-202_task-s6;sub-020_ses-303_task-s6	939	6	146	sub-020	ses-103	task-s6	1;2;3	6;6;6
39	40	39	40	3	3	trialwise	1187;2974;4777	1187;2974;4777	8;19;30	78;97;132	sub-020_ses-103_task-s8;sub-020_ses-203_task-s8;sub-020_ses-304_task-s8	1187	8	78	sub-020	ses-103	task-s8	1;2;3	8;8;8
40	41	40	41	3	3	trialwise	1229;2892;4747	1229;2892;4747	8;19;30	120;15;102	sub-020_ses-103_task-s8;sub-020_ses-203_task-s8;sub-020_ses-304_task-s8	1229	8	120	sub-020	ses-103	task-s8	1;2;3	8;8;8
41	42	41	42	3	3	trialwise	427;2125;3871	427;2125;3871	3;14;25	110;40;18	sub-020_ses-102_task-s3;sub-020_ses-201_task-s3;sub-020_ses-302_task-s3	427	3	110	sub-020	ses-102	task-s3	1;2;3	3;3;3
42	43	42	43	3	3	trialwise	111;1865;3595	111;1865;3595	1;12;23	112;98;60	sub-020_ses-101_task-s1;sub-020_ses-201_task-s1;sub-020_ses-301_task-s1	111	1	112	sub-020	ses-101	task-s1	1;2;3	1;1;1
43	44	43	44	3	3	trialwise	252;2031;3852	252;2031;3852	2;13;24	94;105;158	sub-020_ses-101_task-s2;sub-020_ses-201_task-s2;sub-020_ses-302_task-s2	252	2	94	sub-020	ses-101	task-s2	1;2;3	2;2;2
44	45	44	45	3	3	trialwise	372;2168;3874	372;2168;3874	3;14;25	55;83;21	sub-020_ses-102_task-s3;sub-020_ses-201_task-s3;sub-020_ses-302_task-s3	372	3	55	sub-020	ses-102	task-s3	1;2;3	3;3;3
45	46	45	46	3	3	trialwise	171;2080;3769	171;2080;3769	2;13;24	13;154;75	sub-020_ses-101_task-s2;sub-020_ses-201_task-s2;sub-020_ses-302_task-s2	171	2	13	sub-020	ses-101	task-s2	1;2;3	2;2;2
46	47	46	47	3	3	trialwise	1132;2928;4789	1132;2928;4789	8;19;30	23;51;144	sub-020_ses-103_task-s8;sub-020_ses-203_task-s8;sub-020_ses-304_task-s8	1132	8	23	sub-020	ses-103	task-s8	1;2;3	8;8;8
47	48	47	48	3	3	trialwise	150;1782;3551	150;1782;3551	1;12;23	151;15;16	sub-020_ses-101_task-s1;sub-020_ses-201_task-s1;sub-020_ses-301_task-s1	150	1	151	sub-020	ses-101	task-s1	1;2;3	1;1;1
48	49	48	49	3	3	trialwise	65;1818;3567	65;1818;3567	1;12;23	66;51;32	sub-020_ses-101_task-s1;sub-020_ses-201_task-s1;sub-020_ses-301_task-s1	65	1	66	sub-020	ses-101	task-s1	1;2;3	1;1;1
49	50	49	50	3	3	trialwise	225;1955;3797	225;1955;3797	2;13;24	67;29;103	sub-020_ses-101_task-s2;sub-020_ses-201_task-s2;sub-020_ses-302_task-s2	225	2	67	sub-020	ses-101	task-s2	1;2;3	2;2;2
50	51	50	51	3	3	trialwise	442;2102;3911	442;2102;3911	3;14;25	125;17;58	sub-020_ses-102_task-s3;sub-020_ses-201_task-s3;sub-020_ses-302_task-s3	442	3	125	sub-020	ses-102	task-s3	1;2;3	3;3;3
51	52	51	52	3	3	trialwise	364;2112;3922	364;2112;3922	3;14;25	47;27;69	sub-020_ses-102_task-s3;sub-020_ses-201_task-s3;sub-020_ses-302_task-s3	364	3	47	sub-020	ses-102	task-s3	1;2;3	3;3;3
52	53	52	53	3	3	trialwise	865;2701;4359	865;2701;4359	6;17;28	72;140;30	sub-020_ses-103_task-s6;sub-020_ses-202_task-s6;sub-020_ses-303_task-s6	865	6	72	sub-020	ses-103	task-s6	1;2;3	6;6;6
53	54	53	54	3	3	trialwise	1182;2962;4733	1182;2962;4733	8;19;30	73;85;88	sub-020_ses-103_task-s8;sub-020_ses-203_task-s8;sub-020_ses-304_task-s8	1182	8	73	sub-020	ses-103	task-s8	1;2;3	8;8;8
54	55	54	55	3	3	trialwise	1102;2831;4622	1102;2831;4622	7;18;29	151;112;135	sub-020_ses-103_task-s7;sub-020_ses-202_task-s7;sub-020_ses-304_task-s7	1102	7	151	sub-020	ses-103	task-s7	1;2;3	7;7;7
55	56	55	56	3	3	trialwise	724;2474;4209	724;2474;4209	5;16;27	89;71;38	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	724	5	89	sub-020	ses-102	task-s5	1;2;3	5;5;5
56	57	56	57	3	3	trialwise	733;2541;4176	733;2541;4176	5;16;27	98;138;5	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	733	5	98	sub-020	ses-102	task-s5	1;2;3	5;5;5
57	58	57	58	3	3	trialwise	798;2662;4409	798;2662;4409	6;17;28	5;101;80	sub-020_ses-103_task-s6;sub-020_ses-202_task-s6;sub-020_ses-303_task-s6	798	6	5	sub-020	ses-103	task-s6	1;2;3	6;6;6
58	59	58	59	3	3	trialwise	1097;2812;4504	1097;2812;4504	7;18;29	146;93;17	sub-020_ses-103_task-s7;sub-020_ses-202_task-s7;sub-020_ses-304_task-s7	1097	7	146	sub-020	ses-103	task-s7	1;2;3	7;7;7
59	60	59	60	3	3	trialwise	1068;2775;4614	1068;2775;4614	7;18;29	117;56;127	sub-020_ses-103_task-s7;sub-020_ses-202_task-s7;sub-020_ses-304_task-s7	1068	7	117	sub-020	ses-103	task-s7	1;2;3	7;7;7
60	61	60	61	3	3	trialwise	128;1853;3559	128;1853;3559	1;12;23	129;86;24	sub-020_ses-101_task-s1;sub-020_ses-201_task-s1;sub-020_ses-301_task-s1	128	1	129	sub-020	ses-101	task-s1	1;2;3	1;1;1
61	62	61	62	3	3	trialwise	1051;2785;4545	1051;2785;4545	7;18;29	100;66;58	sub-020_ses-103_task-s7;sub-020_ses-202_task-s7;sub-020_ses-304_task-s7	1051	7	100	sub-020	ses-103	task-s7	1;2;3	7;7;7
62	63	62	63	3	3	trialwise	469;2194;3947	469;2194;3947	3;14;25	152;109;94	sub-020_ses-102_task-s3;sub-020_ses-201_task-s3;sub-020_ses-302_task-s3	469	3	152	sub-020	ses-102	task-s3	1;2;3	3;3;3
63	64	63	64	3	3	trialwise	519;2354;4087	519;2354;4087	4;15;26	43;110;75	sub-020_ses-102_task-s4;sub-020_ses-202_task-s4;sub-020_ses-303_task-s4	519	4	43	sub-020	ses-102	task-s4	1;2;3	4;4;4
64	65	64	65	3	3	trialwise	653;2515;4329	653;2515;4329	5;16;27	18;112;158	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	653	5	18	sub-020	ses-102	task-s5	1;2;3	5;5;5
65	66	65	66	3	3	trialwise	1160;3028;4689	1160;3028;4689	8;19;30	51;151;44	sub-020_ses-103_task-s8;sub-020_ses-203_task-s8;sub-020_ses-304_task-s8	1160	8	51	sub-020	ses-103	task-s8	1;2;3	8;8;8
66	67	66	67	3	3	trialwise	618;2380;4090	618;2380;4090	4;15;26	142;136;78	sub-020_ses-102_task-s4;sub-020_ses-202_task-s4;sub-020_ses-303_task-s4	618	4	142	sub-020	ses-102	task-s4	1;2;3	4;4;4
67	68	67	68	3	3	trialwise	840;2636;4422	840;2636;4422	6;17;28	47;75;93	sub-020_ses-103_task-s6;sub-020_ses-202_task-s6;sub-020_ses-303_task-s6	840	6	47	sub-020	ses-103	task-s6	1;2;3	6;6;6
68	69	68	69	3	3	trialwise	584;2356;4127	584;2356;4127	4;15;26	108;112;115	sub-020_ses-102_task-s4;sub-020_ses-202_task-s4;sub-020_ses-303_task-s4	584	4	108	sub-020	ses-102	task-s4	1;2;3	4;4;4
69	70	69	70	3	3	trialwise	638;2427;4291	638;2427;4291	5;16;27	3;24;120	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	638	5	3	sub-020	ses-102	task-s5	1;2;3	5;5;5
70	71	70	71	3	3	trialwise	921;2657;4331	921;2657;4331	6;17;28	128;96;2	sub-020_ses-103_task-s6;sub-020_ses-202_task-s6;sub-020_ses-303_task-s6	921	6	128	sub-020	ses-103	task-s6	1;2;3	6;6;6
71	72	71	72	3	3	trialwise	241;1998;3831	241;1998;3831	2;13;24	83;72;137	sub-020_ses-101_task-s2;sub-020_ses-201_task-s2;sub-020_ses-302_task-s2	241	2	83	sub-020	ses-101	task-s2	1;2;3	2;2;2
72	73	72	73	3	3	trialwise	675;2410;4174	675;2410;4174	5;16;27	40;7;3	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	675	5	40	sub-020	ses-102	task-s5	1;2;3	5;5;5
73	74	73	74	3	3	trialwise	211;2013;3823	211;2013;3823	2;13;24	53;87;129	sub-020_ses-101_task-s2;sub-020_ses-201_task-s2;sub-020_ses-302_task-s2	211	2	53	sub-020	ses-101	task-s2	1;2;3	2;2;2
74	75	74	75	3	3	trialwise	365;2095;4004	365;2095;4004	3;14;25	48;10;151	sub-020_ses-102_task-s3;sub-020_ses-201_task-s3;sub-020_ses-302_task-s3	365	3	48	sub-020	ses-102	task-s3	1;2;3	3;3;3
75	76	75	76	3	3	trialwise	106;1919;3585	106;1919;3585	1;12;23	107;152;50	sub-020_ses-101_task-s1;sub-020_ses-201_task-s1;sub-020_ses-301_task-s1	106	1	107	sub-020	ses-101	task-s1	1;2;3	1;1;1
76	77	76	77	3	3	trialwise	722;2513;4309	722;2513;4309	5;16;27	87;110;138	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	722	5	87	sub-020	ses-102	task-s5	1;2;3	5;5;5
77	78	77	78	3	3	trialwise	415;2139;3938	415;2139;3938	3;14;25	98;54;85	sub-020_ses-102_task-s3;sub-020_ses-201_task-s3;sub-020_ses-302_task-s3	415	3	98	sub-020	ses-102	task-s3	1;2;3	3;3;3
78	79	78	79	3	3	trialwise	102;1924;3627	102;1924;3627	1;12;23	103;157;92	sub-020_ses-101_task-s1;sub-020_ses-201_task-s1;sub-020_ses-301_task-s1	102	1	103	sub-020	ses-101	task-s1	1;2;3	1;1;1
79	80	79	80	3	3	trialwise	176;2010;3700	176;2010;3700	2;13;24	18;84;6	sub-020_ses-101_task-s2;sub-020_ses-201_task-s2;sub-020_ses-302_task-s2	176	2	18	sub-020	ses-101	task-s2	1;2;3	2;2;2
80	81	80	81	3	3	trialwise	1263;3033;4769	1263;3033;4769	8;19;30	154;156;124	sub-020_ses-103_task-s8;sub-020_ses-203_task-s8;sub-020_ses-304_task-s8	1263	8	154	sub-020	ses-103	task-s8	1;2;3	8;8;8
81	82	81	82	3	3	trialwise	773;2437;4214	773;2437;4214	5;16;27	138;34;43	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	773	5	138	sub-020	ses-102	task-s5	1;2;3	5;5;5
82	83	82	83	3	3	trialwise	1212;2905;4668	1212;2905;4668	8;19;30	103;28;23	sub-020_ses-103_task-s8;sub-020_ses-203_task-s8;sub-020_ses-304_task-s8	1212	8	103	sub-020	ses-103	task-s8	1;2;3	8;8;8
83	84	83	84	3	3	trialwise	999;2773;4523	999;2773;4523	7;18;29	48;54;36	sub-020_ses-103_task-s7;sub-020_ses-202_task-s7;sub-020_ses-304_task-s7	999	7	48	sub-020	ses-103	task-s7	1;2;3	7;7;7
84	85	84	85	3	3	trialwise	366;2234;4010	366;2234;4010	3;14;25	49;149;157	sub-020_ses-102_task-s3;sub-020_ses-201_task-s3;sub-020_ses-302_task-s3	366	3	49	sub-020	ses-102	task-s3	1;2;3	3;3;3
85	86	85	86	3	3	trialwise	104;1795;3536	104;1795;3536	1;12;23	105;28;1	sub-020_ses-101_task-s1;sub-020_ses-201_task-s1;sub-020_ses-301_task-s1	104	1	105	sub-020	ses-101	task-s1	1;2;3	1;1;1
86	87	86	87	3	3	trialwise	850;2687;4477	850;2687;4477	6;17;28	57;126;148	sub-020_ses-103_task-s6;sub-020_ses-202_task-s6;sub-020_ses-303_task-s6	850	6	57	sub-020	ses-103	task-s6	1;2;3	6;6;6
87	88	87	88	3	3	trialwise	661;2495;4247	661;2495;4247	5;16;27	26;92;76	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	661	5	26	sub-020	ses-102	task-s5	1;2;3	5;5;5
88	89	88	89	3	3	trialwise	1080;2860;4581	1080;2860;4581	7;18;29	129;141;94	sub-020_ses-103_task-s7;sub-020_ses-202_task-s7;sub-020_ses-304_task-s7	1080	7	129	sub-020	ses-103	task-s7	1;2;3	7;7;7
89	90	89	90	3	3	trialwise	1181;3034;4703	1181;3034;4703	8;19;30	72;157;58	sub-020_ses-103_task-s8;sub-020_ses-203_task-s8;sub-020_ses-304_task-s8	1181	8	72	sub-020	ses-103	task-s8	1;2;3	8;8;8
90	91	90	91	3	3	trialwise	912;2634;4420	912;2634;4420	6;17;28	119;73;91	sub-020_ses-103_task-s6;sub-020_ses-202_task-s6;sub-020_ses-303_task-s6	912	6	119	sub-020	ses-103	task-s6	1;2;3	6;6;6
91	92	91	92	3	3	trialwise	892;2574;4350	892;2574;4350	6;17;28	99;13;21	sub-020_ses-103_task-s6;sub-020_ses-202_task-s6;sub-020_ses-303_task-s6	892	6	99	sub-020	ses-103	task-s6	1;2;3	6;6;6
92	93	92	93	3	3	trialwise	429;2231;3985	429;2231;3985	3;14;25	112;146;132	sub-020_ses-102_task-s3;sub-020_ses-201_task-s3;sub-020_ses-302_task-s3	429	3	112	sub-020	ses-102	task-s3	1;2;3	3;3;3
93	94	93	94	3	3	trialwise	136;1925;3646	136;1925;3646	1;12;23	137;158;111	sub-020_ses-101_task-s1;sub-020_ses-201_task-s1;sub-020_ses-301_task-s1	136	1	137	sub-020	ses-101	task-s1	1;2;3	1;1;1
94	95	94	95	3	3	trialwise	185;1935;3804	185;1935;3804	2;13;24	27;9;110	sub-020_ses-101_task-s2;sub-020_ses-201_task-s2;sub-020_ses-302_task-s2	185	2	27	sub-020	ses-101	task-s2	1;2;3	2;2;2
95	96	95	96	3	3	trialwise	245;1990;3837	245;1990;3837	2;13;24	87;64;143	sub-020_ses-101_task-s2;sub-020_ses-201_task-s2;sub-020_ses-302_task-s2	245	2	87	sub-020	ses-101	task-s2	1;2;3	2;2;2
96	97	96	97	3	3	trialwise	670;2449;4308	670;2449;4308	5;16;27	35;46;137	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	670	5	35	sub-020	ses-102	task-s5	1;2;3	5;5;5
97	98	97	98	3	3	trialwise	797;2714;4344	797;2714;4344	6;17;28	4;153;15	sub-020_ses-103_task-s6;sub-020_ses-202_task-s6;sub-020_ses-303_task-s6	797	6	4	sub-020	ses-103	task-s6	1;2;3	6;6;6
98	99	98	99	3	3	trialwise	688;2523;4266	688;2523;4266	5;16;27	53;120;95	sub-020_ses-102_task-s5;sub-020_ses-202_task-s5;sub-020_ses-303_task-s5	688	5	53	sub-020	ses-102	task-s5	1;2;3	5;5;5
