scalar_index_0based	condition_id	condition_col_0based	condition_col_1based	n_trials_presented	n_betas_averaged	beta_index_mode	source_beta_rows_0based	trial_indices_0based	run_indices_1based	local_trial_indices	run_stems	first_trial_index_0based	first_run_index_1based	first_local_trial_index	first_sub	first_ses	first_task	repeat_indices	task_indices
0	1	0	1	3	3	trialwise	381;2094;3945	381;2094;3945	3;14;25	64;9;92	sub-010_ses-101_task-s3;sub-010_ses-201_task-s3;sub-010_ses-301_task-s3	381	3	64	sub-010	ses-101	task-s3	1;2;3	3;3;3
1	2	1	2	3	3	trialwise	73;1894;3662	73;1894;3662	1;12;23	74;127;127	sub-010_ses-101_task-s1;sub-010_ses-201_task-s1;sub-010_ses-301_task-s1	73	1	74	sub-010	ses-101	task-s1	1;2;3	1;1;1
2	3	2	3	3	3	trialwise	214;2010;3767	214;2010;3767	2;13;24	56;84;73	sub-010_ses-101_task-s2;sub-010_ses-201_task-s2;sub-010_ses-301_task-s2	214	2	56	sub-010	ses-101	task-s2	1;2;3	2;2;2
3	4	3	4	3	3	trialwise	597;2345;4171	597;2345;4171	4;15;26	121;101;159	sub-010_ses-102_task-s4;sub-010_ses-201_task-s4;sub-010_ses-301_task-s4	597	4	121	sub-010	ses-102	task-s4	1;2;3	4;4;4
4	5	4	5	3	3	trialwise	877;2678;4453	877;2678;4453	6;17;28	84;117;124	sub-010_ses-102_task-s6;sub-010_ses-202_task-s6;sub-010_ses-302_task-s6	877	6	84	sub-010	ses-102	task-s6	1;2;3	6;6;6
5	6	5	6	3	3	trialwise	846;2567;4377	846;2567;4377	6;17;28	53;6;48	sub-010_ses-102_task-s6;sub-010_ses-202_task-s6;sub-010_ses-302_task-s6	846	6	53	sub-010	ses-102	task-s6	1;2;3	6;6;6
6	7	6	7	3	3	trialwise	1101;2772;4619	1101;2772;4619	7;18;29	150;53;132	sub-010_ses-102_task-s7;sub-010_ses-202_task-s7;sub-010_ses-302_task-s7	1101	7	150	sub-010	ses-102	task-s7	1;2;3	7;7;7
7	8	7	8	3	3	trialwise	1125;3026;4681	1125;3026;4681	8;19;30	16;149;36	sub-010_ses-102_task-s8;sub-010_ses-202_task-s8;sub-010_ses-302_task-s8	1125	8	16	sub-010	ses-102	task-s8	1;2;3	8;8;8
8	9	8	9	3	3	trialwise	1023;2766;4632	1023;2766;4632	7;18;29	72;47;145	sub-010_ses-102_task-s7;sub-010_ses-202_task-s7;sub-010_ses-302_task-s7	1023	7	72	sub-010	ses-102	task-s7	1;2;3	7;7;7
9	10	9	10	3	3	trialwise	1012;2751;4515	1012;2751;4515	7;18;29	61;32;28	sub-010_ses-102_task-s7;sub-010_ses-202_task-s7;sub-010_ses-302_task-s7	1012	7	61	sub-010	ses-102	task-s7	1;2;3	7;7;7
10	11	10	11	3	3	trialwise	120;1907;3675	120;1907;3675	1;12;23	121;140;140	sub-010_ses-101_task-s1;sub-010_ses-201_task-s1;sub-010_ses-301_task-s1	120	1	121	sub-010	ses-101	task-s1	1;2;3	1;1;1
11	12	11	12	3	3	trialwise	88;1786;3554	88;1786;3554	1;12;23	89;19;19	sub-010_ses-101_task-s1;sub-010_ses-201_task-s1;sub-010_ses-301_task-s1	88	1	89	sub-010	ses-101	task-s1	1;2;3	1;1;1
12	13	12	13	3	3	trialwise	849;2603;4381	849;2603;4381	6;17;28	56;42;52	sub-010_ses-102_task-s6;sub-010_ses-202_task-s6;sub-010_ses-302_task-s6	849	6	56	sub-010	ses-102	task-s6	1;2;3	6;6;6
13	14	13	14	3	3	trialwise	434;2217;3952	434;2217;3952	3;14;25	117;132;99	sub-010_ses-101_task-s3;sub-010_ses-201_task-s3;sub-010_ses-301_task-s3	434	3	117	sub-010	ses-101	task-s3	1;2;3	3;3;3
14	15	14	15	3	3	trialwise	1126;2895;4662	1126;2895;4662	8;19;30	17;18;17	sub-010_ses-102_task-s8;sub-010_ses-202_task-s8;sub-010_ses-302_task-s8	1126	8	17	sub-010	ses-102	task-s8	1;2;3	8;8;8
15	16	15	16	3	3	trialwise	718;2558;4315	718;2558;4315	5;16;27	83;155;144	sub-010_ses-102_task-s5;sub-010_ses-202_task-s5;sub-010_ses-302_task-s5	718	5	83	sub-010	ses-102	task-s5	1;2;3	5;5;5
16	17	16	17	3	3	trialwise	460;2107;3936	460;2107;3936	3;14;25	143;22;83	sub-010_ses-101_task-s3;sub-010_ses-201_task-s3;sub-010_ses-301_task-s3	460	3	143	sub-010	ses-101	task-s3	1;2;3	3;3;3
17	18	17	18	3	3	trialwise	1145;3007;4671	1145;3007;4671	8;19;30	36;130;26	sub-010_ses-102_task-s8;sub-010_ses-202_task-s8;sub-010_ses-302_task-s8	1145	8	36	sub-010	ses-102	task-s8	1;2;3	8;8;8
18	19	18	19	3	3	trialwise	949;2589;4436	949;2589;4436	6;17;28	156;28;107	sub-010_ses-102_task-s6;sub-010_ses-202_task-s6;sub-010_ses-302_task-s6	949	6	156	sub-010	ses-102	task-s6	1;2;3	6;6;6
19	20	19	20	3	3	trialwise	848;2615;4393	848;2615;4393	6;17;28	55;54;64	sub-010_ses-102_task-s6;sub-010_ses-202_task-s6;sub-010_ses-302_task-s6	848	6	55	sub-010	ses-102	task-s6	1;2;3	6;6;6
20	21	20	21	3	3	trialwise	382;2114;3894	382;2114;3894	3;14;25	65;29;41	sub-010_ses-101_task-s3;sub-010_ses-201_task-s3;sub-010_ses-301_task-s3	382	3	65	sub-010	ses-101	task-s3	1;2;3	3;3;3
21	22	21	22	3	3	trialwise	682;2436;4325	682;2436;4325	5;16;27	47;33;154	sub-010_ses-102_task-s5;sub-010_ses-202_task-s5;sub-010_ses-302_task-s5	682	5	47	sub-010	ses-102	task-s5	1;2;3	5;5;5
22	23	22	23	3	3	trialwise	704;2546;4201	704;2546;4201	5;16;27	69;143;30	sub-010_ses-102_task-s5;sub-010_ses-202_task-s5;sub-010_ses-302_task-s5	704	5	69	sub-010	ses-102	task-s5	1;2;3	5;5;5
23	24	23	24	3	3	trialwise	254;1934;3750	254;1934;3750	2;13;24	96;8;56	sub-010_ses-101_task-s2;sub-010_ses-201_task-s2;sub-010_ses-301_task-s2	254	2	96	sub-010	ses-101	task-s2	1;2;3	2;2;2
24	25	24	25	3	3	trialwise	79;1910;3678	79;1910;3678	1;12;23	80;143;143	sub-010_ses-101_task-s1;sub-010_ses-201_task-s1;sub-010_ses-301_task-s1	79	1	80	sub-010	ses-101	task-s1	1;2;3	1;1;1
25	26	25	26	3	3	trialwise	248;2024;3816	248;2024;3816	2;13;24	90;98;122	sub-010_ses-101_task-s2;sub-010_ses-201_task-s2;sub-010_ses-301_task-s2	248	2	90	sub-010	ses-101	task-s2	1;2;3	2;2;2
26	27	26	27	3	3	trialwise	1061;2754;4630	1061;2754;4630	7;18;29	110;35;143	sub-010_ses-102_task-s7;sub-010_ses-202_task-s7;sub-010_ses-302_task-s7	1061	7	110	sub-010	ses-102	task-s7	1;2;3	7;7;7
27	28	27	28	3	3	trialwise	393;2192;3940	393;2192;3940	3;14;25	76;107;87	sub-010_ses-101_task-s3;sub-010_ses-201_task-s3;sub-010_ses-301_task-s3	393	3	76	sub-010	ses-101	task-s3	1;2;3	3;3;3
28	29	28	29	3	3	trialwise	483;2265;4136	483;2265;4136	4;15;26	7;21;124	sub-010_ses-102_task-s4;sub-010_ses-201_task-s4;sub-010_ses-301_task-s4	483	4	7	sub-010	ses-102	task-s4	1;2;3	4;4;4
29	30	29	30	3	3	trialwise	743;2553;4243	743;2553;4243	5;16;27	108;150;72	sub-010_ses-102_task-s5;sub-010_ses-202_task-s5;sub-010_ses-302_task-s5	743	5	108	sub-010	ses-102	task-s5	1;2;3	5;5;5
30	31	30	31	3	3	trialwise	223;2028;3756	223;2028;3756	2;13;24	65;102;62	sub-010_ses-101_task-s2;sub-010_ses-201_task-s2;sub-010_ses-301_task-s2	223	2	65	sub-010	ses-101	task-s2	1;2;3	2;2;2
31	32	31	32	3	3	trialwise	1096;2775;4527	1096;2775;4527	7;18;29	145;56;40	sub-010_ses-102_task-s7;sub-010_ses-202_task-s7;sub-010_ses-302_task-s7	1096	7	145	sub-010	ses-102	task-s7	1;2;3	7;7;7
32	33	32	33	3	3	trialwise	1072;2875;4605	1072;2875;4605	7;18;29	121;156;118	sub-010_ses-102_task-s7;sub-010_ses-202_task-s7;sub-010_ses-302_task-s7	1072	7	121	sub-010	ses-102	task-s7	1;2;3	7;7;7
33	34	33	34	3	3	trialwise	1019;2845;4492	1019;2845;4492	7;18;29	68;126;5	sub-010_ses-102_task-s7;sub-010_ses-202_task-s7;sub-010_ses-302_task-s7	1019	7	68	sub-010	ses-102	task-s7	1;2;3	7;7;7
34	35	34	35	3	3	trialwise	781;2507;4234	781;2507;4234	5;16;27	146;104;63	sub-010_ses-102_task-s5;sub-010_ses-202_task-s5;sub-010_ses-302_task-s5	781	5	146	sub-010	ses-102	task-s5	1;2;3	5;5;5
