scalar_index_0based	_trial_index_0based	run_index_1based	local_trial_index	orig_event_index	condition_id	condition_col_0based	condition_col_1based	onset_sec	onset_tr_float	onset_tr_0based	onset_tr_1based	onset_error_sec	onset_binning	sub_label	ses_label	task_label	repeat_index	task_index
0	2086	14	1	0	774	773	774	0.150288000004366	0.150288000004366	0	1	-0.150288000004366	round	sub-018	ses-201	task-s3	2	3
1	2087	14	2	1	965	964	965	4.100396000081673	4.100396000081673	4	5	-0.1003960000816732	round	sub-018	ses-201	task-s3	2	3
2	2088	14	3	2	1	0	1	7.717181000160053	7.717181000160053	8	9	0.2828189998399466	round	sub-018	ses-201	task-s3	2	3
3	2089	14	4	3	11267	1766	1767	11.43396900012158	11.43396900012158	11	12	-0.4339690001215803	round	sub-018	ses-201	task-s3	2	3
4	2090	14	5	4	1003	1002	1003	14.933906000107529	14.933906000107529	15	16	0.0660939998924714	round	sub-018	ses-201	task-s3	2	3
5	2091	14	6	6	442	441	442	22.28433100017719	22.28433100017719	22	23	-0.2843310001771897	round	sub-018	ses-201	task-s3	2	3
6	2092	14	7	7	93	92	93	25.817783000180498	25.817783000180498	26	27	0.1822169998195022	round	sub-018	ses-201	task-s3	2	3
7	2093	14	8	8	561	560	561	29.317895000102	29.317895000102	29	30	-0.3178950001019984	round	sub-018	ses-201	task-s3	2	3
8	2094	14	9	9	448	447	448	33.25134400022216	33.25134400022216	33	34	-0.2513440002221614	round	sub-018	ses-201	task-s3	2	3
9	2095	14	10	10	14	13	14	37.16814300022088	37.16814300022088	37	38	-0.1681430002208799	round	sub-018	ses-201	task-s3	2	3
10	2096	14	11	11	11170	1669	1670	40.71825600019656	40.71825600019656	41	42	0.2817439998034388	round	sub-018	ses-201	task-s3	2	3
11	2097	14	12	12	269	268	269	44.651732000056654	44.651732000056654	45	46	0.3482679999433458	round	sub-018	ses-201	task-s3	2	3
12	2098	14	13	13	103	102	103	48.66852500010282	48.66852500010282	49	50	0.331474999897182	round	sub-018	ses-201	task-s3	2	3
13	2099	14	14	14	281	280	281	52.81865900009871	52.81865900009871	53	54	0.1813409999012876	round	sub-018	ses-201	task-s3	2	3
14	2100	14	15	15	790	789	790	56.73522100015544	56.73522100015544	57	58	0.2647789998445589	round	sub-018	ses-201	task-s3	2	3
15	2101	14	16	17	236	235	236	63.68541600019671	63.68541600019671	64	65	0.3145839998032897	round	sub-018	ses-201	task-s3	2	3
16	2102	14	17	18	648	647	648	67.40218400000595	67.40218400000595	67	68	-0.4021840000059455	round	sub-018	ses-201	task-s3	2	3
17	2103	14	18	19	654	653	654	71.5689170002006	71.5689170002006	72	73	0.4310829997994005	round	sub-018	ses-201	task-s3	2	3
18	2104	14	19	20	78	77	78	74.96909500006586	74.96909500006586	75	76	0.0309049999341368	round	sub-018	ses-201	task-s3	2	3
19	2105	14	20	21	1070	1069	1070	78.90285700000823	78.90285700000823	79	80	0.0971429999917745	round	sub-018	ses-201	task-s3	2	3
20	2106	14	21	22	950	949	950	83.0196490001399	83.0196490001399	83	84	-0.019649000139907	round	sub-018	ses-201	task-s3	2	3
21	2107	14	22	23	638	637	638	86.35310500022024	86.35310500022024	86	87	-0.3531050002202391	round	sub-018	ses-201	task-s3	2	3
22	2108	14	23	24	149	148	149	89.66962600010447	89.66962600010447	90	91	0.3303739998955279	round	sub-018	ses-201	task-s3	2	3
23	2109	14	24	25	213	212	213	93.70333899999969	93.70333899999969	94	95	0.2966610000003129	round	sub-018	ses-201	task-s3	2	3
24	2110	14	25	27	352	351	352	100.8369140001014	100.8369140001014	101	102	0.1630859998985983	round	sub-018	ses-201	task-s3	2	3
25	2111	14	26	28	739	738	739	104.08675600006244	104.08675600006244	104	105	-0.0867560000624365	round	sub-018	ses-201	task-s3	2	3
26	2112	14	27	29	768	767	768	107.3038100001868	107.3038100001868	107	108	-0.3038100001868002	round	sub-018	ses-201	task-s3	2	3
27	2113	14	28	30	926	925	926	110.8037239999976	110.8037239999976	111	112	0.1962760000023991	round	sub-018	ses-201	task-s3	2	3
28	2114	14	29	31	928	927	928	114.5373710000422	114.5373710000422	115	116	0.4626289999578006	round	sub-018	ses-201	task-s3	2	3
29	2115	14	30	32	769	768	769	118.03748900000936	118.03748900000936	118	119	-0.0374890000093586	round	sub-018	ses-201	task-s3	2	3
30	2116	14	31	33	893	892	893	121.6540620001033	121.6540620001033	122	123	0.3459379998967051	round	sub-018	ses-201	task-s3	2	3
31	2117	14	32	34	587	586	587	125.08733600005507	125.08733600005507	125	126	-0.0873360000550746	round	sub-018	ses-201	task-s3	2	3
32	2118	14	33	35	244	243	244	128.63784300000407	128.63784300000407	129	130	0.362156999995932	round	sub-018	ses-201	task-s3	2	3
