scalar_index_0based	condition_id	condition_col_0based	condition_col_1based	n_trials_presented	n_betas_averaged	beta_index_mode	source_beta_rows_0based	trial_indices_0based	run_indices_1based	local_trial_indices	run_stems	first_trial_index_0based	first_run_index_1based	first_local_trial_index	first_sub	first_ses	first_task	repeat_indices	task_indices
0	1	0	1	3	3	trialwise	385;2173;3942	385;2173;3942	3;14;25	68;88;89	sub-005_ses-102_task-s3;sub-005_ses-202_task-s3;sub-005_ses-301_task-s3	385	3	68	sub-005	ses-102	task-s3	1;2;3	3;3;3
1	2	1	2	3	3	trialwise	60;1924;3594	60;1924;3594	1;12;23	61;157;59	sub-005_ses-105_task-s1;sub-005_ses-201_task-s1;sub-005_ses-303_task-s1	60	1	61	sub-005	ses-105	task-s1	1;2;3	1;1;1
2	3	2	3	3	3	trialwise	293;1950;3821	293;1950;3821	2;13;24	135;24;127	sub-005_ses-101_task-s2;sub-005_ses-201_task-s2;sub-005_ses-301_task-s2	293	2	135	sub-005	ses-101	task-s2	1;2;3	2;2;2
3	4	3	4	3	3	trialwise	603;2336;4119	603;2336;4119	4;15;26	127;92;107	sub-005_ses-103_task-s4;sub-005_ses-202_task-s4;sub-005_ses-301_task-s4	603	4	127	sub-005	ses-103	task-s4	1;2;3	4;4;4
4	5	4	5	3	3	trialwise	877;2594;4363	877;2594;4363	6;17;28	84;33;34	sub-005_ses-103_task-s6;sub-005_ses-203_task-s6;sub-005_ses-301_task-s6	877	6	84	sub-005	ses-103	task-s6	1;2;3	6;6;6
5	6	5	6	3	3	trialwise	819;2604;4337	819;2604;4337	6;17;28	26;43;8	sub-005_ses-103_task-s6;sub-005_ses-203_task-s6;sub-005_ses-301_task-s6	819	6	26	sub-005	ses-103	task-s6	1;2;3	6;6;6
6	7	6	7	3	3	trialwise	1070;2781;4520	1070;2781;4520	7;18;29	119;62;33	sub-005_ses-104_task-s7;sub-005_ses-203_task-s7;sub-005_ses-302_task-s7	1070	7	119	sub-005	ses-104	task-s7	1;2;3	7;7;7
7	8	7	8	3	3	trialwise	1243;2950;4783	1243;2950;4783	8;19;30	134;73;138	sub-005_ses-104_task-s8;sub-005_ses-203_task-s8;sub-005_ses-303_task-s8	1243	8	134	sub-005	ses-104	task-s8	1;2;3	8;8;8
8	9	8	9	3	3	trialwise	1048;2805;4573	1048;2805;4573	7;18;29	97;86;86	sub-005_ses-104_task-s7;sub-005_ses-203_task-s7;sub-005_ses-302_task-s7	1048	7	97	sub-005	ses-104	task-s7	1;2;3	7;7;7
9	10	9	10	3	3	trialwise	1039;2856;4528	1039;2856;4528	7;18;29	88;137;41	sub-005_ses-104_task-s7;sub-005_ses-203_task-s7;sub-005_ses-302_task-s7	1039	7	88	sub-005	ses-104	task-s7	1;2;3	7;7;7
10	11	10	11	3	3	trialwise	97;1892;3612	97;1892;3612	1;12;23	98;125;77	sub-005_ses-105_task-s1;sub-005_ses-201_task-s1;sub-005_ses-303_task-s1	97	1	98	sub-005	ses-105	task-s1	1;2;3	1;1;1
11	12	11	12	3	3	trialwise	140;1788;3664	140;1788;3664	1;12;23	141;21;129	sub-005_ses-105_task-s1;sub-005_ses-201_task-s1;sub-005_ses-303_task-s1	140	1	141	sub-005	ses-105	task-s1	1;2;3	1;1;1
