scalar_index_0based	condition_id	condition_col_0based	condition_col_1based	n_trials_presented	n_betas_averaged	beta_index_mode	source_beta_rows_0based	trial_indices_0based	run_indices_1based	local_trial_indices	run_stems	first_trial_index_0based	first_run_index_1based	first_local_trial_index	first_sub	first_ses	first_task	repeat_indices	task_indices
0	1	0	1	3	3	trialwise	429;2163;3893	429;2163;3893	3;14;25	112;78;40	sub-022_ses-102_task-s3;sub-022_ses-201_task-s3;sub-022_ses-301_task-s3	429	3	112	sub-022	ses-102	task-s3	1;2;3	3;3;3
1	2	1	2	3	3	trialwise	83;1892;3637	83;1892;3637	1;12;23	84;125;102	sub-022_ses-101_task-s1;sub-022_ses-201_task-s1;sub-022_ses-301_task-s1	83	1	84	sub-022	ses-101	task-s1	1;2;3	1;1;1
2	3	2	3	3	3	trialwise	268;2034;3796	268;2034;3796	2;13;24	110;108;102	sub-022_ses-102_task-s2;sub-022_ses-201_task-s2;sub-022_ses-301_task-s2	268	2	110	sub-022	ses-102	task-s2	1;2;3	2;2;2
3	4	3	4	3	3	trialwise	635;2371;4139	635;2371;4139	4;15;26	159;127;127	sub-022_ses-102_task-s4;sub-022_ses-202_task-s4;sub-022_ses-302_task-s4	635	4	159	sub-022	ses-102	task-s4	1;2;3	4;4;4
4	5	4	5	3	3	trialwise	844;2582;4464	844;2582;4464	6;17;28	51;21;135	sub-022_ses-103_task-s6;sub-022_ses-202_task-s6;sub-022_ses-303_task-s6	844	6	51	sub-022	ses-103	task-s6	1;2;3	6;6;6
5	6	5	6	3	3	trialwise	941;2602;4476	941;2602;4476	6;17;28	148;41;147	sub-022_ses-103_task-s6;sub-022_ses-202_task-s6;sub-022_ses-303_task-s6	941	6	148	sub-022	ses-103	task-s6	1;2;3	6;6;6
6	7	6	7	3	3	trialwise	1054;2814;4623	1054;2814;4623	7;18;29	103;95;136	sub-022_ses-104_task-s7;sub-022_ses-202_task-s7;sub-022_ses-303_task-s7	1054	7	103	sub-022	ses-104	task-s7	1;2;3	7;7;7
7	8	7	8	3	3	trialwise	1164;2882;4803	1164;2882;4803	8;19;30	55;5;158	sub-022_ses-104_task-s8;sub-022_ses-203_task-s8;sub-022_ses-305_task-s8	1164	8	55	sub-022	ses-104	task-s8	1;2;3	8;8;8
8	9	8	9	3	3	trialwise	1036;2736;4565	1036;2736;4565	7;18;29	85;17;78	sub-022_ses-104_task-s7;sub-022_ses-202_task-s7;sub-022_ses-303_task-s7	1036	7	85	sub-022	ses-104	task-s7	1;2;3	7;7;7
9	10	9	10	3	3	trialwise	1089;2821;4526	1089;2821;4526	7;18;29	138;102;39	sub-022_ses-104_task-s7;sub-022_ses-202_task-s7;sub-022_ses-303_task-s7	1089	7	138	sub-022	ses-104	task-s7	1;2;3	7;7;7
10	11	10	11	3	3	trialwise	14;1817;3670	14;1817;3670	1;12;23	15;50;135	sub-022_ses-101_task-s1;sub-022_ses-201_task-s1;sub-022_ses-301_task-s1	14	1	15	sub-022	ses-101	task-s1	1;2;3	1;1;1
11	12	11	12	3	3	trialwise	26;1768;3554	26;1768;3554	1;12;23	27;1;19	sub-022_ses-101_task-s1;sub-022_ses-201_task-s1;sub-022_ses-301_task-s1	26	1	27	sub-022	ses-101	task-s1	1;2;3	1;1;1
12	13	12	13	3	3	trialwise	940;2684;4429	940;2684;4429	6;17;28	147;123;100	sub-022_ses-103_task-s6;sub-022_ses-202_task-s6;sub-022_ses-303_task-s6	940	6	147	sub-022	ses-103	task-s6	1;2;3	6;6;6
13	14	13	14	3	3	trialwise	417;2200;3885	417;2200;3885	3;14;25	100;115;32	sub-022_ses-102_task-s3;sub-022_ses-201_task-s3;sub-022_ses-301_task-s3	417	3	100	sub-022	ses-102	task-s3	1;2;3	3;3;3
14	15	14	15	3	3	trialwise	1234;2995;4748	1234;2995;4748	8;19;30	125;118;103	sub-022_ses-104_task-s8;sub-022_ses-203_task-s8;sub-022_ses-305_task-s8	1234	8	125	sub-022	ses-104	task-s8	1;2;3	8;8;8
15	16	15	16	3	3	trialwise	701;2529;4188	701;2529;4188	5;16;27	66;126;17	sub-022_ses-103_task-s5;sub-022_ses-203_task-s5;sub-022_ses-302_task-s5	701	5	66	sub-022	ses-103	task-s5	1;2;3	5;5;5
16	17	16	17	3	3	trialwise	458;2169;3959	458;2169;3959	3;14;25	141;84;106	sub-022_ses-102_task-s3;sub-022_ses-201_task-s3;sub-022_ses-301_task-s3	458	3	141	sub-022	ses-102	task-s3	1;2;3	3;3;3
17	18	17	18	3	3	trialwise	1266;2948;4762	1266;2948;4762	8;19;30	157;71;117	sub-022_ses-104_task-s8;sub-022_ses-203_task-s8;sub-022_ses-305_task-s8	1266	8	157	sub-022	ses-104	task-s8	1;2;3	8;8;8
18	19	18	19	3	3	trialwise	916;2645;4357	916;2645;4357	6;17;28	123;84;28	sub-022_ses-103_task-s6;sub-022_ses-202_task-s6;sub-022_ses-303_task-s6	916	6	123	sub-022	ses-103	task-s6	1;2;3	6;6;6
19	20	19	20	3	3	trialwise	845;2624;4445	845;2624;4445	6;17;28	52;63;116	sub-022_ses-103_task-s6;sub-022_ses-202_task-s6;sub-022_ses-303_task-s6	845	6	52	sub-022	ses-103	task-s6	1;2;3	6;6;6
20	21	20	21	3	3	trialwise	432;2195;4006	432;2195;4006	3;14;25	115;110;153	sub-022_ses-102_task-s3;sub-022_ses-201_task-s3;sub-022_ses-301_task-s3	432	3	115	sub-022	ses-102	task-s3	1;2;3	3;3;3
21	22	21	22	3	3	trialwise	661;2542;4201	661;2542;4201	5;16;27	26;139;30	sub-022_ses-103_task-s5;sub-022_ses-203_task-s5;sub-022_ses-302_task-s5	661	5	26	sub-022	ses-103	task-s5	1;2;3	5;5;5
22	23	22	23	3	3	trialwise	703;2422;4230	703;2422;4230	5;16;27	68;19;59	sub-022_ses-103_task-s5;sub-022_ses-203_task-s5;sub-022_ses-302_task-s5	703	5	68	sub-022	ses-103	task-s5	1;2;3	5;5;5
23	24	23	24	3	3	trialwise	230;1996;3755	230;1996;3755	2;13;24	72;70;61	sub-022_ses-102_task-s2;sub-022_ses-201_task-s2;sub-022_ses-301_task-s2	230	2	72	sub-022	ses-102	task-s2	1;2;3	2;2;2
24	25	24	25	3	3	trialwise	141;1886;3681	141;1886;3681	1;12;23	142;119;146	sub-022_ses-101_task-s1;sub-022_ses-201_task-s1;sub-022_ses-301_task-s1	141	1	142	sub-022	ses-101	task-s1	1;2;3	1;1;1
25	26	25	26	3	3	trialwise	266;1962;3852	266;1962;3852	2;13;24	108;36;158	sub-022_ses-102_task-s2;sub-022_ses-201_task-s2;sub-022_ses-301_task-s2	266	2	108	sub-022	ses-102	task-s2	1;2;3	2;2;2
26	27	26	27	3	3	trialwise	1060;2845;4581	1060;2845;4581	7;18;29	109;126;94	sub-022_ses-104_task-s7;sub-022_ses-202_task-s7;sub-022_ses-303_task-s7	1060	7	109	sub-022	ses-104	task-s7	1;2;3	7;7;7
27	28	27	28	3	3	trialwise	426;2106;3933	426;2106;3933	3;14;25	109;21;80	sub-022_ses-102_task-s3;sub-022_ses-201_task-s3;sub-022_ses-301_task-s3	426	3	109	sub-022	ses-102	task-s3	1;2;3	3;3;3
28	29	28	29	3	3	trialwise	611;2384;4152	611;2384;4152	4;15;26	135;140;140	sub-022_ses-102_task-s4;sub-022_ses-202_task-s4;sub-022_ses-302_task-s4	611	4	135	sub-022	ses-102	task-s4	1;2;3	4;4;4
29	30	29	30	3	3	trialwise	723;2545;4177	723;2545;4177	5;16;27	88;142;6	sub-022_ses-103_task-s5;sub-022_ses-203_task-s5;sub-022_ses-302_task-s5	723	5	88	sub-022	ses-103	task-s5	1;2;3	5;5;5
30	31	30	31	3	3	trialwise	257;1968;3829	257;1968;3829	2;13;24	99;42;135	sub-022_ses-102_task-s2;sub-022_ses-201_task-s2;sub-022_ses-301_task-s2	257	2	99	sub-022	ses-102	task-s2	1;2;3	2;2;2
31	32	31	32	3	3	trialwise	1075;2872;4627	1075;2872;4627	7;18;29	124;153;140	sub-022_ses-104_task-s7;sub-022_ses-202_task-s7;sub-022_ses-303_task-s7	1075	7	124	sub-022	ses-104	task-s7	1;2;3	7;7;7
32	33	32	33	3	3	trialwise	1014;2742;4573	1014;2742;4573	7;18;29	63;23;86	sub-022_ses-104_task-s7;sub-022_ses-202_task-s7;sub-022_ses-303_task-s7	1014	7	63	sub-022	ses-104	task-s7	1;2;3	7;7;7
33	34	33	34	3	3	trialwise	961;2761;4493	961;2761;4493	7;18;29	10;42;6	sub-022_ses-104_task-s7;sub-022_ses-202_task-s7;sub-022_ses-303_task-s7	961	7	10	sub-022	ses-104	task-s7	1;2;3	7;7;7
34	35	34	35	3	3	trialwise	765;2500;4306	765;2500;4306	5;16;27	130;97;135	sub-022_ses-103_task-s5;sub-022_ses-203_task-s5;sub-022_ses-302_task-s5	765	5	130	sub-022	ses-103	task-s5	1;2;3	5;5;5
35	36	35	36	3	3	trialwise	556;2263;4031	556;2263;4031	4;15;26	80;19;19	sub-022_ses-102_task-s4;sub-022_ses-202_task-s4;sub-022_ses-302_task-s4	556	4	80	sub-022	ses-102	task-s4	1;2;3	4;4;4
36	37	36	37	3	3	trialwise	300;2027;3728	300;2027;3728	2;13;24	142;101;34	sub-022_ses-102_task-s2;sub-022_ses-201_task-s2;sub-022_ses-301_task-s2	300	2	142	sub-022	ses-102	task-s2	1;2;3	2;2;2
37	38	37	38	3	3	trialwise	1238;2890;4687	1238;2890;4687	8;19;30	129;13;42	sub-022_ses-104_task-s8;sub-022_ses-203_task-s8;sub-022_ses-305_task-s8	1238	8	129	sub-022	ses-104	task-s8	1;2;3	8;8;8
38	39	38	39	3	3	trialwise	851;2658;4398	851;2658;4398	6;17;28	58;97;69	sub-022_ses-103_task-s6;sub-022_ses-202_task-s6;sub-022_ses-303_task-s6	851	6	58	sub-022	ses-103	task-s6	1;2;3	6;6;6
39	40	39	40	3	3	trialwise	1184;3003;4723	1184;3003;4723	8;19;30	75;126;78	sub-022_ses-104_task-s8;sub-022_ses-203_task-s8;sub-022_ses-305_task-s8	1184	8	75	sub-022	ses-104	task-s8	1;2;3	8;8;8
40	41	40	41	3	3	trialwise	1157;2997;4749	1157;2997;4749	8;19;30	48;120;104	sub-022_ses-104_task-s8;sub-022_ses-203_task-s8;sub-022_ses-305_task-s8	1157	8	48	sub-022	ses-104	task-s8	1;2;3	8;8;8
41	42	41	42	3	3	trialwise	363;2138;3911	363;2138;3911	3;14;25	46;53;58	sub-022_ses-102_task-s3;sub-022_ses-201_task-s3;sub-022_ses-301_task-s3	363	3	46	sub-022	ses-102	task-s3	1;2;3	3;3;3
42	43	42	43	3	3	trialwise	74;1922;3640	74;1922;3640	1;12;23	75;155;105	sub-022_ses-101_task-s1;sub-022_ses-201_task-s1;sub-022_ses-301_task-s1	74	1	75	sub-022	ses-101	task-s1	1;2;3	1;1;1
43	44	43	44	3	3	trialwise	309;2070;3746	309;2070;3746	2;13;24	151;144;52	sub-022_ses-102_task-s2;sub-022_ses-201_task-s2;sub-022_ses-301_task-s2	309	2	151	sub-022	ses-102	task-s2	1;2;3	2;2;2
44	45	44	45	3	3	trialwise	442;2111;3975	442;2111;3975	3;14;25	125;26;122	sub-022_ses-102_task-s3;sub-022_ses-201_task-s3;sub-022_ses-301_task-s3	442	3	125	sub-022	ses-102	task-s3	1;2;3	3;3;3
45	46	45	46	3	3	trialwise	169;2009;3850	169;2009;3850	2;13;24	11;83;156	sub-022_ses-102_task-s2;sub-022_ses-201_task-s2;sub-022_ses-301_task-s2	169	2	11	sub-022	ses-102	task-s2	1;2;3	2;2;2
46	47	46	47	3	3	trialwise	1237;2965;4799	1237;2965;4799	8;19;30	128;88;154	sub-022_ses-104_task-s8;sub-022_ses-203_task-s8;sub-022_ses-305_task-s8	1237	8	128	sub-022	ses-104	task-s8	1;2;3	8;8;8
47	48	47	48	3	3	trialwise	156;1779;3594	156;1779;3594	1;12;23	157;12;59	sub-022_ses-101_task-s1;sub-022_ses-201_task-s1;sub-022_ses-301_task-s1	156	1	157	sub-022	ses-101	task-s1	1;2;3	1;1;1
48	49	48	49	3	3	trialwise	92;1878;3575	92;1878;3575	1;12;23	93;111;40	sub-022_ses-101_task-s1;sub-022_ses-201_task-s1;sub-022_ses-301_task-s1	92	1	93	sub-022	ses-101	task-s1	1;2;3	1;1;1
49	50	49	50	3	3	trialwise	221;1972;3707	221;1972;3707	2;13;24	63;46;13	sub-022_ses-102_task-s2;sub-022_ses-201_task-s2;sub-022_ses-301_task-s2	221	2	63	sub-022	ses-102	task-s2	1;2;3	2;2;2
50	51	50	51	3	3	trialwise	357;2194;3864	357;2194;3864	3;14;25	40;109;11	sub-022_ses-102_task-s3;sub-022_ses-201_task-s3;sub-022_ses-301_task-s3	357	3	40	sub-022	ses-102	task-s3	1;2;3	3;3;3
51	52	51	52	3	3	trialwise	362;2221;3994	362;2221;3994	3;14;25	45;136;141	sub-022_ses-102_task-s3;sub-022_ses-201_task-s3;sub-022_ses-301_task-s3	362	3	45	sub-022	ses-102	task-s3	1;2;3	3;3;3
52	53	52	53	3	3	trialwise	868;2594;4356	868;2594;4356	6;17;28	75;33;27	sub-022_ses-103_task-s6;sub-022_ses-202_task-s6;sub-022_ses-303_task-s6	868	6	75	sub-022	ses-103	task-s6	1;2;3	6;6;6
53	54	53	54	3	3	trialwise	1152;2960;4664	1152;2960;4664	8;19;30	43;83;19	sub-022_ses-104_task-s8;sub-022_ses-203_task-s8;sub-022_ses-305_task-s8	1152	8	43	sub-022	ses-104	task-s8	1;2;3	8;8;8
54	55	54	55	3	3	trialwise	1104;2750;4549	1104;2750;4549	7;18;29	153;31;62	sub-022_ses-104_task-s7;sub-022_ses-202_task-s7;sub-022_ses-303_task-s7	1104	7	153	sub-022	ses-104	task-s7	1;2;3	7;7;7
55	56	55	56	3	3	trialwise	746;2418;4178	746;2418;4178	5;16;27	111;15;7	sub-022_ses-103_task-s5;sub-022_ses-203_task-s5;sub-022_ses-302_task-s5	746	5	111	sub-022	ses-103	task-s5	1;2;3	5;5;5
56	57	56	57	3	3	trialwise	741;2454;4251	741;2454;4251	5;16;27	106;51;80	sub-022_ses-103_task-s5;sub-022_ses-203_task-s5;sub-022_ses-302_task-s5	741	5	106	sub-022	ses-103	task-s5	1;2;3	5;5;5
57	58	57	58	3	3	trialwise	931;2586;4465	931;2586;4465	6;17;28	138;25;136	sub-022_ses-103_task-s6;sub-022_ses-202_task-s6;sub-022_ses-303_task-s6	931	6	138	sub-022	ses-103	task-s6	1;2;3	6;6;6
58	59	58	59	3	3	trialwise	1109;2744;4490	1109;2744;4490	7;18;29	158;25;3	sub-022_ses-104_task-s7;sub-022_ses-202_task-s7;sub-022_ses-303_task-s7	1109	7	158	sub-022	ses-104	task-s7	1;2;3	7;7;7
59	60	59	60	3	3	trialwise	1072;2752;4635	1072;2752;4635	7;18;29	121;33;148	sub-022_ses-104_task-s7;sub-022_ses-202_task-s7;sub-022_ses-303_task-s7	1072	7	121	sub-022	ses-104	task-s7	1;2;3	7;7;7
60	61	60	61	3	3	trialwise	148;1780;3664	148;1780;3664	1;12;23	149;13;129	sub-022_ses-101_task-s1;sub-022_ses-201_task-s1;sub-022_ses-301_task-s1	148	1	149	sub-022	ses-101	task-s1	1;2;3	1;1;1
61	62	61	62	3	3	trialwise	981;2842;4595	981;2842;4595	7;18;29	30;123;108	sub-022_ses-104_task-s7;sub-022_ses-202_task-s7;sub-022_ses-303_task-s7	981	7	30	sub-022	ses-104	task-s7	1;2;3	7;7;7
62	63	62	63	3	3	trialwise	337;2092;3881	337;2092;3881	3;14;25	20;7;28	sub-022_ses-102_task-s3;sub-022_ses-201_task-s3;sub-022_ses-301_task-s3	337	3	20	sub-022	ses-102	task-s3	1;2;3	3;3;3
63	64	63	64	3	3	trialwise	525;2387;4155	525;2387;4155	4;15;26	49;143;143	sub-022_ses-102_task-s4;sub-022_ses-202_task-s4;sub-022_ses-302_task-s4	525	4	49	sub-022	ses-102	task-s4	1;2;3	4;4;4
64	65	64	65	3	3	trialwise	771;2488;4243	771;2488;4243	5;16;27	136;85;72	sub-022_ses-103_task-s5;sub-022_ses-203_task-s5;sub-022_ses-302_task-s5	771	5	136	sub-022	ses-103	task-s5	1;2;3	5;5;5
65	66	65	66	3	3	trialwise	1170;2931;4778	1170;2931;4778	8;19;30	61;54;133	sub-022_ses-104_task-s8;sub-022_ses-203_task-s8;sub-022_ses-305_task-s8	1170	8	61	sub-022	ses-104	task-s8	1;2;3	8;8;8
66	67	66	67	3	3	trialwise	606;2342;4110	606;2342;4110	4;15;26	130;98;98	sub-022_ses-102_task-s4;sub-022_ses-202_task-s4;sub-022_ses-302_task-s4	606	4	130	sub-022	ses-102	task-s4	1;2;3	4;4;4
67	68	67	68	3	3	trialwise	818;2584;4470	818;2584;4470	6;17;28	25;23;141	sub-022_ses-103_task-s6;sub-022_ses-202_task-s6;sub-022_ses-303_task-s6	818	6	25	sub-022	ses-103	task-s6	1;2;3	6;6;6
68	69	68	69	3	3	trialwise	608;2259;4027	608;2259;4027	4;15;26	132;15;15	sub-022_ses-102_task-s4;sub-022_ses-202_task-s4;sub-022_ses-302_task-s4	608	4	132	sub-022	ses-102	task-s4	1;2;3	4;4;4
