visual_col_0based	grayordinate_91k_0based	grayordinate_91k_1based	roi_id	roi_name
272	11856	11857	3	V3
273	11857	11858	3	V3
274	11858	11859	3	V3
275	11859	11860	3	V3
276	11860	11861	3	V3
277	11861	11862	3	V3
278	11904	11905	3	V3
279	11905	11906	3	V3
280	11906	11907	3	V3
281	11907	11908	3	V3
282	11908	11909	3	V3
283	11909	11910	3	V3
284	11910	11911	3	V3
285	11911	11912	3	V3
286	11912	11913	3	V3
287	11913	11914	3	V3
288	11956	11957	3	V3
289	11957	11958	3	V3
290	11958	11959	3	V3
291	11959	11960	3	V3
292	11960	11961	3	V3
293	11961	11962	3	V3
294	11962	11963	3	V3
295	11963	11964	3	V3
296	11964	11965	3	V3
297	11965	11966	3	V3
298	12007	12008	3	V3
299	12008	12009	3	V3
300	12009	12010	3	V3
301	12010	12011	3	V3
302	12011	12012	3	V3
303	12012	12013	3	V3
304	12013	12014	3	V3
305	12014	12015	3	V3
306	12015	12016	3	V3
307	12057	12058	3	V3
308	12058	12059	3	V3
309	12059	12060	3	V3
310	12060	12061	3	V3
311	12061	12062	3	V3
312	12062	12063	3	V3
313	12063	12064	3	V3
314	12064	12065	3	V3
315	12108	12109	3	V3
316	12109	12110	3	V3
317	12110	12111	3	V3
318	12111	12112	3	V3
319	12156	12157	3	V3
320	12157	12158	3	V3
321	13282	13283	3	V3
322	13283	13284	3	V3
323	13284	13285	4	V4
324	13285	13286	4	V4
325	13286	13287	4	V4
326	13287	13288	4	V4
327	13288	13289	4	V4
328	13289	13290	4	V4
329	13290	13291	4	V4
330	13291	13292	4	V4
331	13292	13293	4	V4
332	13293	13294	4	V4
333	13294	13295	4	V4
334	13295	13296	4	V4
335	13296	13297	4	V4
336	13297	13298	4	V4
337	13298	13299	4	V4
338	13299	13300	4	V4
339	13300	13301	4	V4
340	13301	13302	4	V4
341	13302	13303	4	V4
342	13303	13304	4	V4
343	13304	13305	10	LO
344	13305	13306	10	LO
345	13306	13307	10	LO
346	13307	13308	10	LO
347	13308	13309	10	LO
348	13309	13310	4	V4
349	13310	13311	4	V4
350	13311	13312	4	V4
351	13312	13313	4	V4
352	13313	13314	4	V4
353	13314	13315	4	V4
354	13315	13316	4	V4
355	13338	13339	3	V3
356	13339	13340	4	V4
357	13340	13341	4	V4
358	13341	13342	4	V4
359	13342	13343	4	V4
360	13343	13344	4	V4
361	13344	13345	4	V4
362	13345	13346	4	V4
363	13346	13347	4	V4
364	13347	13348	4	V4
365	13348	13349	4	V4
366	13349	13350	4	V4
367	13350	13351	4	V4
368	13351	13352	4	V4
369	13352	13353	4	V4
370	13353	13354	4	V4
371	13354	13355	4	V4
372	13355	13356	4	V4
373	13356	13357	4	V4
374	13357	13358	4	V4
375	13358	13359	10	LO
376	13359	13360	10	LO
377	13360	13361	10	LO
378	13361	13362	10	LO
379	13362	13363	10	LO
380	13363	13364	10	LO
381	13364	13365	10	LO
382	13365	13366	4	V4
383	13366	13367	4	V4
384	13367	13368	4	V4
385	13368	13369	4	V4
386	13393	13394	3	V3
387	13394	13395	4	V4
388	13395	13396	4	V4
389	13396	13397	4	V4
390	13397	13398	4	V4
391	13398	13399	4	V4
392	13399	13400	4	V4
393	13400	13401	4	V4
394	13401	13402	4	V4
395	13402	13403	4	V4
396	13403	13404	4	V4
397	13404	13405	4	V4
398	13405	13406	4	V4
399	13406	13407	4	V4
400	13407	13408	4	V4
401	13408	13409	4	V4
402	13409	13410	4	V4
403	13410	13411	4	V4
404	13411	13412	10	LO
405	13412	13413	10	LO
406	13413	13414	10	LO
407	13414	13415	10	LO
408	13415	13416	10	LO
409	13416	13417	10	LO
410	13417	13418	10	LO
411	13418	13419	10	LO
412	13419	13420	10	LO
413	13420	13421	4	V4
414	13421	13422	4	V4
415	13447	13448	4	V4
416	13448	13449	4	V4
417	13449	13450	4	V4
418	13450	13451	4	V4
419	13451	13452	4	V4
420	13452	13453	4	V4
421	13453	13454	4	V4
422	13454	13455	4	V4
423	13455	13456	4	V4
424	13456	13457	4	V4
425	13457	13458	4	V4
426	13458	13459	4	V4
427	13459	13460	4	V4
428	13460	13461	4	V4
429	13461	13462	4	V4
430	13462	13463	4	V4
431	13463	13464	10	LO
432	13464	13465	10	LO
433	13465	13466	10	LO
434	13466	13467	10	LO
435	13467	13468	10	LO
436	13468	13469	10	LO
437	13469	13470	10	LO
438	13470	13471	10	LO
439	13471	13472	10	LO
440	13472	13473	10	LO
441	13473	13474	10	LO
442	13500	13501	4	V4
443	13501	13502	4	V4
444	13502	13503	4	V4
445	13503	13504	4	V4
446	13504	13505	4	V4
447	13505	13506	4	V4
448	13506	13507	4	V4
449	13507	13508	4	V4
450	13508	13509	4	V4
451	13509	13510	4	V4
452	13510	13511	4	V4
453	13511	13512	4	V4
454	13512	13513	4	V4
455	13513	13514	3	V3
456	13514	13515	3	V3
457	13515	13516	3	V3
458	13516	13517	10	LO
459	13517	13518	10	LO
460	13518	13519	10	LO
461	13519	13520	10	LO
462	13520	13521	10	LO
463	13521	13522	10	LO
464	13522	13523	10	LO
465	13523	13524	10	LO
466	13524	13525	10	LO
467	13525	13526	10	LO
468	13552	13553	4	V4
469	13553	13554	4	V4
470	13554	13555	4	V4
471	13555	13556	4	V4
472	13556	13557	4	V4
473	13557	13558	4	V4
474	13558	13559	4	V4
475	13559	13560	4	V4
476	13560	13561	4	V4
477	13561	13562	4	V4
478	13562	13563	3	V3
479	13563	13564	3	V3
480	13564	13565	3	V3
481	13565	13566	3	V3
482	13566	13567	3	V3
483	13567	13568	3	V3
484	13568	13569	3	V3
485	13569	13570	10	LO
486	13570	13571	10	LO
487	13571	13572	10	LO
488	13572	13573	10	LO
489	13573	13574	10	LO
490	13574	13575	10	LO
491	13575	13576	10	LO
492	13576	13577	10	LO
493	13577	13578	10	LO
494	13603	13604	4	V4
495	13604	13605	4	V4
496	13605	13606	4	V4
497	13606	13607	4	V4
498	13607	13608	4	V4
499	13608	13609	4	V4
500	13609	13610	3	V3
501	13610	13611	3	V3
502	13611	13612	3	V3
503	13612	13613	3	V3
504	13613	13614	3	V3
505	13614	13615	3	V3
506	13615	13616	3	V3
507	13616	13617	3	V3
508	13617	13618	3	V3
509	13618	13619	3	V3
510	13619	13620	3	V3
511	13620	13621	10	LO
512	13621	13622	10	LO
513	13622	13623	10	LO
514	13623	13624	10	LO
515	13624	13625	10	LO
516	13625	13626	10	LO
517	13626	13627	10	LO
518	13627	13628	10	LO
519	13653	13654	3	V3
520	13654	13655	3	V3
521	13655	13656	4	V4
522	13656	13657	3	V3
523	13657	13658	3	V3
524	13658	13659	3	V3
525	13659	13660	3	V3
526	13660	13661	3	V3
527	13661	13662	3	V3
528	13662	13663	3	V3
529	13663	13664	3	V3
530	13664	13665	3	V3
531	13665	13666	3	V3
532	13666	13667	3	V3
533	13667	13668	3	V3
534	13668	13669	3	V3
535	13669	13670	10	LO
536	13670	13671	10	LO
537	13671	13672	10	LO
538	13672	13673	10	LO
539	13673	13674	10	LO
540	13674	13675	10	LO
541	13675	13676	10	LO
542	13676	13677	10	LO
543	13702	13703	3	V3
544	13703	13704	3	V3
545	13704	13705	3	V3
546	13705	13706	3	V3
547	13706	13707	3	V3
548	13707	13708	3	V3
549	13708	13709	3	V3
550	13709	13710	3	V3
551	13710	13711	3	V3
552	13711	13712	3	V3
553	13712	13713	3	V3
554	13713	13714	3	V3
555	13714	13715	3	V3
556	13715	13716	3	V3
557	13716	13717	3	V3
558	13717	13718	10	LO
559	13718	13719	10	LO
560	13719	13720	10	LO
561	13720	13721	10	LO
562	13721	13722	10	LO
563	13722	13723	10	LO
564	13723	13724	10	LO
565	13724	13725	10	LO
566	13725	13726	10	LO
567	13750	13751	3	V3
568	13751	13752	3	V3
569	13752	13753	3	V3
570	13753	13754	3	V3
571	13754	13755	3	V3
572	13755	13756	3	V3
573	13756	13757	3	V3
574	13757	13758	3	V3
575	13758	13759	3	V3
576	13759	13760	3	V3
577	13760	13761	3	V3
578	13761	13762	3	V3
579	13762	13763	3	V3
580	13765	13766	10	LO
581	13766	13767	10	LO
582	13767	13768	10	LO
583	13768	13769	10	LO
584	13769	13770	10	LO
585	13770	13771	10	LO
586	13771	13772	10	LO
587	13772	13773	10	LO
588	13797	13798	3	V3
589	13798	13799	3	V3
590	13799	13800	3	V3
591	13800	13801	3	V3
592	13801	13802	3	V3
593	13802	13803	3	V3
594	13803	13804	3	V3
595	13804	13805	3	V3
596	13805	13806	3	V3
597	13806	13807	3	V3
598	13813	13814	10	LO
599	13814	13815	10	LO
600	13815	13816	10	LO
601	13816	13817	10	LO
602	13817	13818	10	LO
603	13818	13819	10	LO
604	13843	13844	3	V3
605	13844	13845	3	V3
606	13845	13846	3	V3
607	13846	13847	3	V3
608	13847	13848	3	V3
609	13848	13849	3	V3
610	13860	13861	10	LO
611	13861	13862	10	LO
612	13862	13863	10	LO
613	19687	19688	6	VMV
614	19688	19689	6	VMV
615	19689	19690	6	VMV
616	19690	19691	6	VMV
617	19743	19744	6	VMV
618	19744	19745	6	VMV
619	19745	19746	6	VMV
620	19746	19747	6	VMV
621	19747	19748	6	VMV
622	19748	19749	6	VMV
623	19749	19750	6	VMV
624	19750	19751	6	VMV
625	19751	19752	6	VMV
626	19752	19753	6	VMV
627	19753	19754	6	VMV
628	19754	19755	6	VMV
629	19755	19756	6	VMV
630	19756	19757	6	VMV
631	19757	19758	6	VMV
632	19758	19759	9	VVC
633	19759	19760	9	VVC
634	19760	19761	9	VVC
635	19761	19762	9	VVC
636	19762	19763	9	VVC
637	19763	19764	9	VVC
638	19764	19765	9	VVC
639	19765	19766	9	VVC
640	19766	19767	9	VVC
641	19767	19768	8	FFC
642	19768	19769	8	FFC
643	19769	19770	8	FFC
644	19770	19771	8	FFC
645	19771	19772	8	FFC
646	19772	19773	8	FFC
647	19773	19774	8	FFC
648	19774	19775	8	FFC
649	19775	19776	8	FFC
650	20842	20843	8	FFC
651	20866	20867	8	FFC
652	20867	20868	8	FFC
653	20868	20869	8	FFC
654	20869	20870	8	FFC
655	20870	20871	8	FFC
656	20871	20872	8	FFC
657	20872	20873	8	FFC
658	20873	20874	8	FFC
659	20895	20896	8	FFC
660	20896	20897	8	FFC
661	20897	20898	8	FFC
662	20898	20899	8	FFC
663	20899	20900	8	FFC
664	20900	20901	8	FFC
665	20901	20902	8	FFC
666	20902	20903	8	FFC
667	20903	20904	8	FFC
668	20924	20925	8	FFC
669	20925	20926	8	FFC
670	20926	20927	8	FFC
671	20927	20928	8	FFC
672	20928	20929	8	FFC
673	20929	20930	8	FFC
674	20930	20931	8	FFC
675	20931	20932	8	FFC
676	20932	20933	8	FFC
677	20952	20953	8	FFC
678	20953	20954	8	FFC
679	20954	20955	8	FFC
680	20955	20956	8	FFC
681	20956	20957	8	FFC
682	20957	20958	8	FFC
683	20958	20959	8	FFC
684	20959	20960	8	FFC
685	20960	20961	8	FFC
686	20979	20980	8	FFC
687	20980	20981	8	FFC
688	20981	20982	8	FFC
689	20982	20983	8	FFC
690	20983	20984	8	FFC
691	20984	20985	8	FFC
692	20985	20986	8	FFC
693	20986	20987	8	FFC
694	20987	20988	8	FFC
695	21005	21006	8	FFC
696	21006	21007	8	FFC
697	21007	21008	8	FFC
698	21008	21009	8	FFC
699	21009	21010	8	FFC
700	21010	21011	8	FFC
701	21011	21012	8	FFC
702	21012	21013	8	FFC
703	21013	21014	8	FFC
704	21029	21030	9	VVC
705	21030	21031	9	VVC
706	21031	21032	8	FFC
707	21032	21033	8	FFC
708	21033	21034	8	FFC
709	21034	21035	8	FFC
710	21035	21036	8	FFC
711	21036	21037	8	FFC
712	21037	21038	8	FFC
713	21038	21039	8	FFC
714	21052	21053	9	VVC
715	21053	21054	9	VVC
716	21054	21055	9	VVC
717	21055	21056	9	VVC
718	21056	21057	9	VVC
719	21057	21058	9	VVC
720	21058	21059	9	VVC
721	21059	21060	9	VVC
722	21060	21061	8	FFC
723	21061	21062	8	FFC
724	21062	21063	8	FFC
725	21074	21075	9	VVC
726	21075	21076	9	VVC
727	21076	21077	9	VVC
728	21077	21078	9	VVC
729	21078	21079	9	VVC
730	21079	21080	9	VVC
731	21080	21081	9	VVC
732	21081	21082	9	VVC
733	21082	21083	9	VVC
734	21083	21084	9	VVC
735	21084	21085	9	VVC
736	21085	21086	9	VVC
737	21096	21097	9	VVC
738	21097	21098	9	VVC
739	21098	21099	9	VVC
740	21099	21100	9	VVC
741	21100	21101	9	VVC
742	21101	21102	9	VVC
743	21102	21103	9	VVC
744	21103	21104	9	VVC
745	21104	21105	9	VVC
746	21105	21106	9	VVC
747	21106	21107	9	VVC
748	21107	21108	9	VVC
749	21118	21119	9	VVC
750	21119	21120	9	VVC
751	21120	21121	9	VVC
752	21121	21122	9	VVC
753	21122	21123	9	VVC
754	21123	21124	9	VVC
755	21124	21125	9	VVC
756	21125	21126	9	VVC
757	21126	21127	9	VVC
758	21127	21128	9	VVC
759	21128	21129	9	VVC
760	21139	21140	9	VVC
761	21140	21141	9	VVC
762	21141	21142	9	VVC
763	21142	21143	9	VVC
764	21143	21144	9	VVC
765	21144	21145	9	VVC
766	21145	21146	9	VVC
767	21146	21147	9	VVC
768	21147	21148	9	VVC
769	21148	21149	9	VVC
770	21159	21160	9	VVC
771	21160	21161	9	VVC
772	21161	21162	9	VVC
773	21162	21163	9	VVC
774	21163	21164	9	VVC
775	21164	21165	9	VVC
776	21165	21166	9	VVC
777	21166	21167	9	VVC
778	21167	21168	9	VVC
779	21178	21179	9	VVC
780	21179	21180	9	VVC
781	21180	21181	9	VVC
782	21181	21182	9	VVC
783	21182	21183	9	VVC
784	21183	21184	9	VVC
785	21184	21185	9	VVC
786	21185	21186	9	VVC
787	21197	21198	9	VVC
788	21198	21199	9	VVC
789	21199	21200	9	VVC
790	21200	21201	9	VVC
791	21201	21202	9	VVC
792	21202	21203	9	VVC
793	21214	21215	9	VVC
794	21215	21216	9	VVC
795	21216	21217	9	VVC
796	21217	21218	9	VVC
797	21218	21219	9	VVC
798	21229	21230	9	VVC
799	21230	21231	9	VVC
800	21231	21232	9	VVC
801	21232	21233	9	VVC
802	21233	21234	9	VVC
803	21244	21245	9	VVC
804	21245	21246	9	VVC
805	21246	21247	6	VMV
806	21247	21248	6	VMV
807	21258	21259	6	VMV
808	21259	21260	6	VMV
809	21260	21261	6	VMV
810	21270	21271	6	VMV
811	21271	21272	6	VMV
812	21272	21273	6	VMV
813	21281	21282	6	VMV
814	21282	21283	6	VMV
815	21283	21284	6	VMV
816	21291	21292	6	VMV
817	21292	21293	6	VMV
818	21293	21294	6	VMV
819	21300	21301	6	VMV
820	21301	21302	6	VMV
821	21302	21303	6	VMV
822	21308	21309	6	VMV
823	21309	21310	6	VMV
824	21310	21311	6	VMV
825	21315	21316	6	VMV
826	21316	21317	6	VMV
827	21317	21318	6	VMV
828	21321	21322	6	VMV
829	21322	21323	6	VMV
830	21323	21324	6	VMV
831	21325	21326	6	VMV
832	21326	21327	6	VMV
833	21327	21328	6	VMV
834	21328	21329	6	VMV
835	21329	21330	6	VMV
836	21330	21331	6	VMV
837	21331	21332	6	VMV
838	21332	21333	6	VMV
839	21333	21334	6	VMV
840	21334	21335	6	VMV
841	21335	21336	6	VMV
842	21336	21337	6	VMV
843	21337	21338	6	VMV
844	21338	21339	6	VMV
845	21339	21340	3	V3
846	21340	21341	3	V3
847	21341	21342	3	V3
848	21342	21343	3	V3
849	21343	21344	3	V3
850	21344	21345	3	V3
851	21345	21346	2	V2
852	21346	21347	2	V2
853	21347	21348	2	V2
854	21348	21349	2	V2
855	21349	21350	2	V2
856	21350	21351	2	V2
857	21351	21352	2	V2
858	21352	21353	2	V2
859	21353	21354	1	V1
860	21354	21355	1	V1
861	21355	21356	1	V1
862	21356	21357	1	V1
863	21357	21358	1	V1
864	21358	21359	1	V1
865	21359	21360	1	V1
866	21360	21361	1	V1
867	21361	21362	1	V1
868	21362	21363	1	V1
869	21363	21364	1	V1
870	21364	21365	1	V1
871	21365	21366	1	V1
872	21366	21367	1	V1
873	21367	21368	1	V1
874	21368	21369	1	V1
875	21369	21370	1	V1
876	21370	21371	1	V1
877	21371	21372	1	V1
878	21372	21373	1	V1
879	21373	21374	2	V2
880	21374	21375	2	V2
881	21375	21376	2	V2
882	21376	21377	2	V2
883	21377	21378	2	V2
884	21378	21379	2	V2
885	21379	21380	2	V2
886	21380	21381	2	V2
887	21381	21382	2	V2
888	21382	21383	2	V2
889	21383	21384	2	V2
890	21384	21385	2	V2
891	21385	21386	3	V3
892	21386	21387	3	V3
893	21387	21388	3	V3
894	21388	21389	3	V3
895	21389	21390	3	V3
896	21390	21391	3	V3
897	21391	21392	6	VMV
898	21392	21393	6	VMV
899	21393	21394	6	VMV
900	21394	21395	6	VMV
901	21416	21417	4	V4
902	21417	21418	4	V4
903	21418	21419	4	V4
904	21419	21420	4	V4
905	21420	21421	4	V4
906	21421	21422	4	V4
907	21422	21423	4	V4
908	21423	21424	10	LO
909	21424	21425	10	LO
910	21425	21426	10	LO
911	21426	21427	10	LO
912	21427	21428	4	V4
913	21428	21429	4	V4
914	21429	21430	4	V4
915	21430	21431	4	V4
916	21431	21432	4	V4
917	21432	21433	4	V4
918	21433	21434	4	V4
919	21434	21435	4	V4
920	21435	21436	4	V4
921	21436	21437	4	V4
922	21437	21438	4	V4
923	21438	21439	3	V3
924	21439	21440	3	V3
925	21440	21441	3	V3
926	21441	21442	3	V3
927	21442	21443	3	V3
928	21443	21444	3	V3
929	21444	21445	3	V3
930	21445	21446	3	V3
931	21446	21447	3	V3
932	21447	21448	3	V3
933	21448	21449	3	V3
934	21449	21450	3	V3
935	21470	21471	4	V4
936	21471	21472	4	V4
937	21472	21473	4	V4
938	21473	21474	4	V4
939	21474	21475	4	V4
940	21475	21476	4	V4
941	21476	21477	10	LO
942	21477	21478	10	LO
943	21478	21479	10	LO
944	21479	21480	10	LO
945	21480	21481	10	LO
946	21481	21482	4	V4
947	21482	21483	4	V4
948	21483	21484	4	V4
949	21484	21485	4	V4
950	21485	21486	4	V4
951	21486	21487	4	V4
952	21487	21488	4	V4
953	21488	21489	4	V4
954	21489	21490	4	V4
955	21490	21491	3	V3
956	21491	21492	3	V3
957	21492	21493	3	V3
958	21493	21494	3	V3
959	21494	21495	3	V3
960	21495	21496	3	V3
961	21496	21497	3	V3
962	21497	21498	3	V3
963	21498	21499	3	V3
964	21499	21500	3	V3
965	21500	21501	3	V3
966	21501	21502	3	V3
967	21502	21503	3	V3
968	21503	21504	3	V3
969	21523	21524	4	V4
970	21524	21525	4	V4
971	21525	21526	4	V4
972	21526	21527	4	V4
973	21527	21528	4	V4
974	21528	21529	4	V4
975	21529	21530	10	LO
976	21530	21531	10	LO
977	21531	21532	10	LO
978	21532	21533	10	LO
979	21533	21534	4	V4
980	21534	21535	4	V4
981	21535	21536	4	V4
982	21536	21537	4	V4
983	21537	21538	4	V4
984	21538	21539	4	V4
985	21539	21540	4	V4
986	21540	21541	4	V4
987	21541	21542	3	V3
988	21542	21543	3	V3
989	21543	21544	3	V3
990	21544	21545	3	V3
991	21545	21546	3	V3
992	21546	21547	3	V3
993	21547	21548	3	V3
994	21548	21549	3	V3
995	21549	21550	3	V3
996	21550	21551	3	V3
997	21551	21552	3	V3
998	21552	21553	3	V3
999	21553	21554	3	V3
1000	21554	21555	3	V3
1001	21555	21556	3	V3
1002	21556	21557	3	V3
1003	21576	21577	4	V4
1004	21577	21578	4	V4
1005	21578	21579	4	V4
1006	21579	21580	4	V4
1007	21580	21581	10	LO
1008	21581	21582	10	LO
1009	21582	21583	10	LO
1010	21583	21584	10	LO
1011	21584	21585	10	LO
1012	21585	21586	4	V4
1013	21586	21587	4	V4
1014	21587	21588	4	V4
1015	21588	21589	4	V4
1016	21589	21590	4	V4
1017	21590	21591	4	V4
1018	21591	21592	4	V4
1019	21592	21593	3	V3
1020	21593	21594	3	V3
1021	21594	21595	3	V3
1022	21595	21596	3	V3
1023	21596	21597	3	V3
1024	21597	21598	3	V3
1025	21598	21599	3	V3
1026	21599	21600	3	V3
1027	21600	21601	3	V3
1028	21601	21602	3	V3
1029	21602	21603	3	V3
1030	21603	21604	3	V3
1031	21604	21605	3	V3
1032	21605	21606	3	V3
1033	21606	21607	3	V3
1034	21607	21608	3	V3
1035	21608	21609	3	V3
1036	21627	21628	4	V4
1037	21628	21629	4	V4
1038	21629	21630	4	V4
1039	21630	21631	10	LO
1040	21631	21632	10	LO
1041	21632	21633	10	LO
1042	21633	21634	10	LO
1043	21634	21635	10	LO
1044	21635	21636	10	LO
1045	21636	21637	10	LO
1046	21637	21638	4	V4
1047	21638	21639	4	V4
1048	21639	21640	4	V4
1049	21640	21641	4	V4
1050	21641	21642	4	V4
1051	21642	21643	3	V3
1052	21643	21644	3	V3
1053	21644	21645	3	V3
1054	21645	21646	3	V3
1055	21646	21647	3	V3
1056	21647	21648	3	V3
1057	21648	21649	3	V3
1058	21649	21650	3	V3
1059	21650	21651	3	V3
1060	21651	21652	3	V3
