scalar_index_0based	condition_id	condition_col_0based	condition_col_1based	n_trials_presented	n_betas_averaged	beta_index_mode	source_beta_rows_0based	trial_indices_0based	run_indices_1based	local_trial_indices	run_stems	first_trial_index_0based	first_run_index_1based	first_local_trial_index	first_sub	first_ses	first_task	repeat_indices	task_indices
0	1	0	1	3	3	trialwise	424;2091;3988	424;2091;3988	3;14;25	107;6;135	sub-013_ses-102_task-s3;sub-013_ses-201_task-s3;sub-013_ses-301_task-s3	424	3	107	sub-013	ses-102	task-s3	1;2;3	3;3;3
1	2	1	2	3	3	trialwise	12;1902;3603	12;1902;3603	1;12;23	13;135;68	sub-013_ses-101_task-s1;sub-013_ses-201_task-s1;sub-013_ses-301_task-s1	12	1	13	sub-013	ses-101	task-s1	1;2;3	1;1;1
2	3	2	3	3	3	trialwise	247;2058;3793	247;2058;3793	2;13;24	89;132;99	sub-013_ses-102_task-s2;sub-013_ses-201_task-s2;sub-013_ses-301_task-s2	247	2	89	sub-013	ses-102	task-s2	1;2;3	2;2;2
3	4	3	4	3	3	trialwise	623;2371;4151	623;2371;4151	4;15;26	147;127;139	sub-013_ses-102_task-s4;sub-013_ses-201_task-s4;sub-013_ses-301_task-s4	623	4	147	sub-013	ses-102	task-s4	1;2;3	4;4;4
4	5	4	5	3	3	trialwise	899;2686;4399	899;2686;4399	6;17;28	106;125;70	sub-013_ses-103_task-s6;sub-013_ses-202_task-s6;sub-013_ses-302_task-s6	899	6	106	sub-013	ses-103	task-s6	1;2;3	6;6;6
5	6	5	6	3	3	trialwise	827;2623;4482	827;2623;4482	6;17;28	34;62;153	sub-013_ses-103_task-s6;sub-013_ses-202_task-s6;sub-013_ses-302_task-s6	827	6	34	sub-013	ses-103	task-s6	1;2;3	6;6;6
6	7	6	7	3	3	trialwise	955;2821;4598	955;2821;4598	7;18;29	4;102;111	sub-013_ses-103_task-s7;sub-013_ses-202_task-s7;sub-013_ses-302_task-s7	955	7	4	sub-013	ses-103	task-s7	1;2;3	7;7;7
7	8	7	8	3	3	trialwise	1254;2962;4776	1254;2962;4776	8;19;30	145;85;131	sub-013_ses-103_task-s8;sub-013_ses-202_task-s8;sub-013_ses-302_task-s8	1254	8	145	sub-013	ses-103	task-s8	1;2;3	8;8;8
8	9	8	9	3	3	trialwise	987;2835;4642	987;2835;4642	7;18;29	36;116;155	sub-013_ses-103_task-s7;sub-013_ses-202_task-s7;sub-013_ses-302_task-s7	987	7	36	sub-013	ses-103	task-s7	1;2;3	7;7;7
9	10	9	10	3	3	trialwise	961;2721;4507	961;2721;4507	7;18;29	10;2;20	sub-013_ses-103_task-s7;sub-013_ses-202_task-s7;sub-013_ses-302_task-s7	961	7	10	sub-013	ses-103	task-s7	1;2;3	7;7;7
10	11	10	11	3	3	trialwise	112;1901;3634	112;1901;3634	1;12;23	113;134;99	sub-013_ses-101_task-s1;sub-013_ses-201_task-s1;sub-013_ses-301_task-s1	112	1	113	sub-013	ses-101	task-s1	1;2;3	1;1;1
11	12	11	12	3	3	trialwise	107;1878;3590	107;1878;3590	1;12;23	108;111;55	sub-013_ses-101_task-s1;sub-013_ses-201_task-s1;sub-013_ses-301_task-s1	107	1	108	sub-013	ses-101	task-s1	1;2;3	1;1;1
12	13	12	13	3	3	trialwise	863;2703;4425	863;2703;4425	6;17;28	70;142;96	sub-013_ses-103_task-s6;sub-013_ses-202_task-s6;sub-013_ses-302_task-s6	863	6	70	sub-013	ses-103	task-s6	1;2;3	6;6;6
13	14	13	14	3	3	trialwise	409;2122;3893	409;2122;3893	3;14;25	92;37;40	sub-013_ses-102_task-s3;sub-013_ses-201_task-s3;sub-013_ses-301_task-s3	409	3	92	sub-013	ses-102	task-s3	1;2;3	3;3;3
14	15	14	15	3	3	trialwise	1144;2886;4764	1144;2886;4764	8;19;30	35;9;119	sub-013_ses-103_task-s8;sub-013_ses-202_task-s8;sub-013_ses-302_task-s8	1144	8	35	sub-013	ses-103	task-s8	1;2;3	8;8;8
15	16	15	16	3	3	trialwise	695;2490;4276	695;2490;4276	5;16;27	60;87;105	sub-013_ses-103_task-s5;sub-013_ses-201_task-s5;sub-013_ses-302_task-s5	695	5	60	sub-013	ses-103	task-s5	1;2;3	5;5;5
16	17	16	17	3	3	trialwise	451;2196;3930	451;2196;3930	3;14;25	134;111;77	sub-013_ses-102_task-s3;sub-013_ses-201_task-s3;sub-013_ses-301_task-s3	451	3	134	sub-013	ses-102	task-s3	1;2;3	3;3;3
17	18	17	18	3	3	trialwise	1256;2898;4773	1256;2898;4773	8;19;30	147;21;128	sub-013_ses-103_task-s8;sub-013_ses-202_task-s8;sub-013_ses-302_task-s8	1256	8	147	sub-013	ses-103	task-s8	1;2;3	8;8;8
18	19	18	19	3	3	trialwise	894;2567;4414	894;2567;4414	6;17;28	101;6;85	sub-013_ses-103_task-s6;sub-013_ses-202_task-s6;sub-013_ses-302_task-s6	894	6	101	sub-013	ses-103	task-s6	1;2;3	6;6;6
19	20	19	20	3	3	trialwise	859;2684;4389	859;2684;4389	6;17;28	66;123;60	sub-013_ses-103_task-s6;sub-013_ses-202_task-s6;sub-013_ses-302_task-s6	859	6	66	sub-013	ses-103	task-s6	1;2;3	6;6;6
20	21	20	21	3	3	trialwise	472;2136;3865	472;2136;3865	3;14;25	155;51;12	sub-013_ses-102_task-s3;sub-013_ses-201_task-s3;sub-013_ses-301_task-s3	472	3	155	sub-013	ses-102	task-s3	1;2;3	3;3;3
21	22	21	22	3	3	trialwise	714;2512;4291	714;2512;4291	5;16;27	79;109;120	sub-013_ses-103_task-s5;sub-013_ses-201_task-s5;sub-013_ses-302_task-s5	714	5	79	sub-013	ses-103	task-s5	1;2;3	5;5;5
22	23	22	23	3	3	trialwise	659;2450;4317	659;2450;4317	5;16;27	24;47;146	sub-013_ses-103_task-s5;sub-013_ses-201_task-s5;sub-013_ses-302_task-s5	659	5	24	sub-013	ses-103	task-s5	1;2;3	5;5;5
23	24	23	24	3	3	trialwise	242;1971;3829	242;1971;3829	2;13;24	84;45;135	sub-013_ses-102_task-s2;sub-013_ses-201_task-s2;sub-013_ses-301_task-s2	242	2	84	sub-013	ses-102	task-s2	1;2;3	2;2;2
24	25	24	25	3	3	trialwise	108;1843;3629	108;1843;3629	1;12;23	109;76;94	sub-013_ses-101_task-s1;sub-013_ses-201_task-s1;sub-013_ses-301_task-s1	108	1	109	sub-013	ses-101	task-s1	1;2;3	1;1;1
25	26	25	26	3	3	trialwise	167;2041;3819	167;2041;3819	2;13;24	9;115;125	sub-013_ses-102_task-s2;sub-013_ses-201_task-s2;sub-013_ses-301_task-s2	167	2	9	sub-013	ses-102	task-s2	1;2;3	2;2;2
26	27	26	27	3	3	trialwise	1041;2759;4494	1041;2759;4494	7;18;29	90;40;7	sub-013_ses-103_task-s7;sub-013_ses-202_task-s7;sub-013_ses-302_task-s7	1041	7	90	sub-013	ses-103	task-s7	1;2;3	7;7;7
27	28	27	28	3	3	trialwise	366;2088;3860	366;2088;3860	3;14;25	49;3;7	sub-013_ses-102_task-s3;sub-013_ses-201_task-s3;sub-013_ses-301_task-s3	366	3	49	sub-013	ses-102	task-s3	1;2;3	3;3;3
28	29	28	29	3	3	trialwise	629;2384;4134	629;2384;4134	4;15;26	153;140;122	sub-013_ses-102_task-s4;sub-013_ses-201_task-s4;sub-013_ses-301_task-s4	629	4	153	sub-013	ses-102	task-s4	1;2;3	4;4;4
29	30	29	30	3	3	trialwise	790;2460;4307	790;2460;4307	5;16;27	155;57;136	sub-013_ses-103_task-s5;sub-013_ses-201_task-s5;sub-013_ses-302_task-s5	790	5	155	sub-013	ses-103	task-s5	1;2;3	5;5;5
30	31	30	31	3	3	trialwise	188;2027;3761	188;2027;3761	2;13;24	30;101;67	sub-013_ses-102_task-s2;sub-013_ses-201_task-s2;sub-013_ses-301_task-s2	188	2	30	sub-013	ses-102	task-s2	1;2;3	2;2;2
