scalar_index_0based	_trial_index_0based	run_index_1based	local_trial_index	orig_event_index	condition_id	condition_col_0based	condition_col_1based	onset_sec	onset_tr_float	onset_tr_0based	onset_tr_1based	onset_error_sec	onset_binning	sub_label	ses_label	task_label	repeat_index	task_index
0	3536	23	1	0	1023	1022	1023	0.3472039999905973	0.3472039999905973	0	1	-0.3472039999905973	round	sub-008	ses-301	task-s1	3	1
1	3537	23	2	1	821	820	821	4.397374999942258	4.397374999942258	4	5	-0.397374999942258	round	sub-008	ses-301	task-s1	3	1
2	3538	23	3	2	288	287	288	7.647488000104204	7.647488000104204	8	9	0.3525119998957962	round	sub-008	ses-301	task-s1	3	1
3	3539	23	4	3	319	318	319	11.080943000037225	11.080943000037225	11	12	-0.0809430000372248	round	sub-008	ses-301	task-s1	3	1
4	3540	23	5	4	190	189	190	14.83106300001964	14.83106300001964	15	16	0.1689369999803602	round	sub-008	ses-301	task-s1	3	1
5	3541	23	6	5	303	302	303	18.064502000110224	18.064502000110224	18	19	-0.0645020001102238	round	sub-008	ses-301	task-s1	3	1
6	3542	23	7	6	11228	1727	1728	21.914632000029087	21.914632000029087	22	23	0.0853679999709129	round	sub-008	ses-301	task-s1	3	1
7	3543	23	8	7	749	748	749	25.948107999982312	25.948107999982312	26	27	0.0518920000176876	round	sub-008	ses-301	task-s1	3	1
8	3544	23	9	9	748	747	748	32.6650260000024	32.6650260000024	33	34	0.3349739999976009	round	sub-008	ses-301	task-s1	3	1
9	3545	23	10	10	11173	1672	1673	35.914817000040784	35.914817000040784	36	37	0.0851829999592155	round	sub-008	ses-301	task-s1	3	1
10	3546	23	11	11	981	980	981	39.965247000101954	39.965247000101954	40	41	0.0347529998980462	round	sub-008	ses-301	task-s1	3	1
11	3547	23	12	12	902	901	902	43.91537100006826	43.91537100006826	44	45	0.0846289999317377	round	sub-008	ses-301	task-s1	3	1
12	3548	23	13	13	1044	1043	1044	47.51508600008674	47.51508600008674	48	49	0.4849139999132603	round	sub-008	ses-301	task-s1	3	1
13	3549	23	14	14	307	306	307	51.23195099993609	51.23195099993609	51	52	-0.2319509999360889	round	sub-008	ses-301	task-s1	3	1
14	3550	23	15	16	48	47	48	59.28256700001657	59.28256700001657	59	60	-0.2825670000165701	round	sub-008	ses-301	task-s1	3	1
15	3551	23	16	17	1010	1009	1010	62.99904699996114	62.99904699996114	63	64	0.0009530000388622	round	sub-008	ses-301	task-s1	3	1
16	3552	23	17	18	427	426	427	66.41576900007203	66.41576900007203	66	67	-0.4157690000720322	round	sub-008	ses-301	task-s1	3	1
17	3553	23	18	19	11184	1683	1684	69.63254199991934	69.63254199991934	70	71	0.36745800008066	round	sub-008	ses-301	task-s1	3	1
18	3554	23	19	20	12	11	12	73.24969099997543	73.24969099997543	73	74	-0.2496909999754279	round	sub-008	ses-301	task-s1	3	1
19	3555	23	20	21	802	801	802	76.46632000012323	76.46632000012323	76	77	-0.4663200001232326	round	sub-008	ses-301	task-s1	3	1
20	3556	23	21	22	11124	1623	1624	80.48326599993743	80.48326599993743	80	81	-0.48326599993743	round	sub-008	ses-301	task-s1	3	1
21	3557	23	22	24	568	567	568	88.05018300004303	88.05018300004303	88	89	-0.0501830000430345	round	sub-008	ses-301	task-s1	3	1
22	3558	23	23	25	129	128	129	92.3167409999296	92.3167409999296	92	93	-0.3167409999296069	round	sub-008	ses-301	task-s1	3	1
23	3559	23	24	26	11137	1636	1637	96.4171319999732	96.4171319999732	96	97	-0.4171319999731935	round	sub-008	ses-301	task-s1	3	1
24	3560	23	25	27	1110	1109	1110	100.15028099995106	100.15028099995106	100	101	-0.1502809999510646	round	sub-008	ses-301	task-s1	3	1
25	3561	23	26	28	569	568	569	103.96739299991168	103.96739299991168	104	105	0.0326070000883191	round	sub-008	ses-301	task-s1	3	1
26	3562	23	27	30	958	957	958	110.70094999996944	110.70094999996944	111	112	0.2990500000305616	round	sub-008	ses-301	task-s1	3	1
27	3563	23	28	31	86	85	86	114.45106699992904	114.45106699992904	114	115	-0.45106699992904	round	sub-008	ses-301	task-s1	3	1
28	3564	23	29	32	835	834	835	117.90118600009008	117.90118600009008	118	119	0.0988139999099217	round	sub-008	ses-301	task-s1	3	1
29	3565	23	30	33	419	418	419	122.03467299998738	122.03467299998738	122	123	-0.0346729999873787	round	sub-008	ses-301	task-s1	3	1
30	3566	23	31	34	850	849	850	125.73478600010276	125.73478600010276	126	127	0.2652139998972416	round	sub-008	ses-301	task-s1	3	1
31	3567	23	32	35	271	270	271	129.08459999994375	129.08459999994375	129	130	-0.0845999999437481	round	sub-008	ses-301	task-s1	3	1
32	3568	23	33	36	1097	1096	1097	133.1016959999688	133.1016959999688	133	134	-0.1016959999687969	round	sub-008	ses-301	task-s1	3	1
33	3569	23	34	38	11192	1691	1692	140.58498200005852	140.58498200005852	141	142	0.4150179999414831	round	sub-008	ses-301	task-s1	3	1
34	3570	23	35	39	361	360	361	143.85175799997523	143.85175799997523	144	145	0.1482420000247657	round	sub-008	ses-301	task-s1	3	1
35	3571	23	36	40	643	642	643	147.9521989999339	147.9521989999339	148	149	0.0478010000661015	round	sub-008	ses-301	task-s1	3	1
36	3572	23	37	41	468	467	468	151.96900700009428	151.96900700009428	152	153	0.0309929999057203	round	sub-008	ses-301	task-s1	3	1
37	3573	23	38	42	920	919	920	155.40245099994354	155.40245099994354	155	156	-0.4024509999435395	round	sub-008	ses-301	task-s1	3	1
38	3574	23	39	43	11183	1682	1683	158.91923499992117	158.91923499992117	159	160	0.0807650000788271	round	sub-008	ses-301	task-s1	3	1
39	3575	23	40	44	11200	1699	1700	162.23566600005142	162.23566600005142	162	163	-0.2356660000514239	round	sub-008	ses-301	task-s1	3	1
40	3576	23	41	45	629	628	629	165.68586500012316	165.68586500012316	166	167	0.3141349998768419	round	sub-008	ses-301	task-s1	3	1
41	3577	23	42	46	646	645	646	169.83595700003207	169.83595700003207	170	171	0.1640429999679327	round	sub-008	ses-301	task-s1	3	1
42	3578	23	43	48	584	583	584	177.00317699997686	177.00317699997686	177	178	-0.0031769999768584	round	sub-008	ses-301	task-s1	3	1
43	3579	23	44	49	506	505	506	180.7366390000097	180.7366390000097	181	182	0.2633609999903115	round	sub-008	ses-301	task-s1	3	1
44	3580	23	45	50	579	578	579	184.853443	184.853443	185	186	0.1465570000000013	round	sub-008	ses-301	task-s1	3	1
45	3581	23	46	51	1063	1062	1063	188.47025200002827	188.47025200002827	188	189	-0.4702520000282675	round	sub-008	ses-301	task-s1	3	1
46	3582	23	47	52	878	877	878	191.7036699999589	191.7036699999589	192	193	0.2963300000411095	round	sub-008	ses-301	task-s1	3	1
47	3583	23	48	53	1099	1098	1099	195.57019000011496	195.57019000011496	196	197	0.4298099998850375	round	sub-008	ses-301	task-s1	3	1
48	3584	23	49	54	408	407	408	199.50393499992788	199.50393499992788	200	201	0.4960650000721216	round	sub-008	ses-301	task-s1	3	1
49	3585	23	50	55	296	295	296	202.93738700007088	202.93738700007088	203	204	0.0626129999291151	round	sub-008	ses-301	task-s1	3	1
50	3586	23	51	56	49	48	49	206.6708370000124	206.6708370000124	207	208	0.3291629999876022	round	sub-008	ses-301	task-s1	3	1
51	3587	23	52	57	715	714	715	210.62098499992865	210.62098499992865	211	212	0.3790150000713481	round	sub-008	ses-301	task-s1	3	1
52	3588	23	53	58	848	847	848	214.7207939999644	214.7207939999644	215	216	0.2792060000356002	round	sub-008	ses-301	task-s1	3	1
53	3589	23	54	59	315	314	315	218.2545640000608	218.2545640000608	218	219	-0.2545640000608102	round	sub-008	ses-301	task-s1	3	1
54	3590	23	55	60	833	832	833	221.82108599995263	221.82108599995263	222	223	0.1789140000473708	round	sub-008	ses-301	task-s1	3	1
55	3591	23	56	61	11253	1752	1753	225.25449700001627	225.25449700001627	225	226	-0.254497000016272	round	sub-008	ses-301	task-s1	3	1
56	3592	23	57	63	449	448	449	232.4217089999001	232.4217089999001	232	233	-0.4217089999000905	round	sub-008	ses-301	task-s1	3	1
57	3593	23	58	64	632	631	632	235.9384139999748	235.9384139999748	236	237	0.0615860000251871	round	sub-008	ses-301	task-s1	3	1
58	3594	23	59	65	11150	1649	1650	239.5719399999361	239.5719399999361	240	241	0.4280600000639083	round	sub-008	ses-301	task-s1	3	1
59	3595	23	60	66	676	675	676	243.0887360000052	243.0887360000052	243	244	-0.0887360000052126	round	sub-008	ses-301	task-s1	3	1
60	3596	23	61	67	11258	1757	1758	246.9386330000125	246.9386330000125	247	248	0.0613669999875128	round	sub-008	ses-301	task-s1	3	1
61	3597	23	62	68	741	740	741	250.2889839999844	250.2889839999844	250	251	-0.2889839999843957	round	sub-008	ses-301	task-s1	3	1
62	3598	23	63	69	335	334	335	253.9224310000427	253.9224310000427	254	255	0.0775689999572932	round	sub-008	ses-301	task-s1	3	1
63	3599	23	64	70	255	254	255	257.62256300007	257.62256300007	258	259	0.377436999930012	round	sub-008	ses-301	task-s1	3	1
64	3600	23	65	72	1051	1050	1051	265.13947900012136	265.13947900012136	265	266	-0.139479000121355	round	sub-008	ses-301	task-s1	3	1
