scalar_index_0based	condition_id	condition_col_0based	condition_col_1based	n_trials_presented	n_betas_averaged	beta_index_mode	source_beta_rows_0based	trial_indices_0based	run_indices_1based	local_trial_indices	run_stems	first_trial_index_0based	first_run_index_1based	first_local_trial_index	first_sub	first_ses	first_task	repeat_indices	task_indices
85	86	85	86	3	3	trialwise	154;1795;3563	154;1795;3563	1;12;23	155;28;28	sub-003_ses-101_task-s1;sub-003_ses-201_task-s1;sub-003_ses-301_task-s1	154	1	155	sub-003	ses-101	task-s1	1;2;3	1;1;1
86	87	86	87	3	3	trialwise	877;2616;4369	877;2616;4369	6;17;28	84;55;40	sub-003_ses-102_task-s6;sub-003_ses-201_task-s6;sub-003_ses-301_task-s6	877	6	84	sub-003	ses-102	task-s6	1;2;3	6;6;6
87	88	87	88	3	3	trialwise	790;2507;4193	790;2507;4193	5;16;27	155;104;22	sub-003_ses-102_task-s5;sub-003_ses-201_task-s5;sub-003_ses-301_task-s5	790	5	155	sub-003	ses-102	task-s5	1;2;3	5;5;5
88	89	88	89	3	3	trialwise	1108;2833;4603	1108;2833;4603	7;18;29	157;114;116	sub-003_ses-102_task-s7;sub-003_ses-202_task-s7;sub-003_ses-301_task-s7	1108	7	157	sub-003	ses-102	task-s7	1;2;3	7;7;7
89	90	89	90	3	3	trialwise	1126;2958;4711	1126;2958;4711	8;19;30	17;81;66	sub-003_ses-102_task-s8;sub-003_ses-202_task-s8;sub-003_ses-302_task-s8	1126	8	17	sub-003	ses-102	task-s8	1;2;3	8;8;8
90	91	90	91	3	3	trialwise	896;2677;4482	896;2677;4482	6;17;28	103;116;153	sub-003_ses-102_task-s6;sub-003_ses-201_task-s6;sub-003_ses-301_task-s6	896	6	103	sub-003	ses-102	task-s6	1;2;3	6;6;6
91	92	91	92	3	3	trialwise	925;2587;4476	925;2587;4476	6;17;28	132;26;147	sub-003_ses-102_task-s6;sub-003_ses-201_task-s6;sub-003_ses-301_task-s6	925	6	132	sub-003	ses-102	task-s6	1;2;3	6;6;6
92	93	92	93	3	3	trialwise	378;2145;3906	378;2145;3906	3;14;25	61;60;53	sub-003_ses-101_task-s3;sub-003_ses-201_task-s3;sub-003_ses-301_task-s3	378	3	61	sub-003	ses-101	task-s3	1;2;3	3;3;3
93	94	93	94	3	3	trialwise	62;1925;3693	62;1925;3693	1;12;23	63;158;158	sub-003_ses-101_task-s1;sub-003_ses-201_task-s1;sub-003_ses-301_task-s1	62	1	63	sub-003	ses-101	task-s1	1;2;3	1;1;1
94	95	94	95	3	3	trialwise	199;1962;3794	199;1962;3794	2;13;24	41;36;100	sub-003_ses-104_task-s2;sub-003_ses-201_task-s2;sub-003_ses-301_task-s2	199	2	41	sub-003	ses-104	task-s2	1;2;3	2;2;2
95	96	95	96	3	3	trialwise	173;2002;3711	173;2002;3711	2;13;24	15;76;17	sub-003_ses-104_task-s2;sub-003_ses-201_task-s2;sub-003_ses-301_task-s2	173	2	15	sub-003	ses-104	task-s2	1;2;3	2;2;2
96	97	96	97	3	3	trialwise	743;2463;4216	743;2463;4216	5;16;27	108;60;45	sub-003_ses-102_task-s5;sub-003_ses-201_task-s5;sub-003_ses-301_task-s5	743	5	108	sub-003	ses-102	task-s5	1;2;3	5;5;5
97	98	97	98	3	3	trialwise	801;2612;4331	801;2612;4331	6;17;28	8;51;2	sub-003_ses-102_task-s6;sub-003_ses-201_task-s6;sub-003_ses-301_task-s6	801	6	8	sub-003	ses-102	task-s6	1;2;3	6;6;6
98	99	98	99	3	3	trialwise	661;2498;4256	661;2498;4256	5;16;27	26;95;85	sub-003_ses-102_task-s5;sub-003_ses-201_task-s5;sub-003_ses-301_task-s5	661	5	26	sub-003	ses-102	task-s5	1;2;3	5;5;5
99	100	99	100	3	3	trialwise	551;2317;4131	551;2317;4131	4;15;26	75;73;119	sub-003_ses-102_task-s4;sub-003_ses-201_task-s4;sub-003_ses-301_task-s4	551	4	75	sub-003	ses-102	task-s4	1;2;3	4;4;4
100	101	100	101	3	3	trialwise	615;2361;4138	615;2361;4138	4;15;26	139;117;126	sub-003_ses-102_task-s4;sub-003_ses-201_task-s4;sub-003_ses-301_task-s4	615	4	139	sub-003	ses-102	task-s4	1;2;3	4;4;4
101	102	101	102	3	3	trialwise	565;2297;4154	565;2297;4154	4;15;26	89;53;142	sub-003_ses-102_task-s4;sub-003_ses-201_task-s4;sub-003_ses-301_task-s4	565	4	89	sub-003	ses-102	task-s4	1;2;3	4;4;4
102	103	102	103	3	3	trialwise	434;2125;3873	434;2125;3873	3;14;25	117;40;20	sub-003_ses-101_task-s3;sub-003_ses-201_task-s3;sub-003_ses-301_task-s3	434	3	117	sub-003	ses-101	task-s3	1;2;3	3;3;3
103	104	103	104	3	3	trialwise	688;2547;4250	688;2547;4250	5;16;27	53;144;79	sub-003_ses-102_task-s5;sub-003_ses-201_task-s5;sub-003_ses-301_task-s5	688	5	53	sub-003	ses-102	task-s5	1;2;3	5;5;5
104	105	104	105	3	3	trialwise	399;2244;3886	399;2244;3886	3;14;25	82;159;33	sub-003_ses-101_task-s3;sub-003_ses-201_task-s3;sub-003_ses-301_task-s3	399	3	82	sub-003	ses-101	task-s3	1;2;3	3;3;3
105	106	105	106	3	3	trialwise	740;2438;4177	740;2438;4177	5;16;27	105;35;6	sub-003_ses-102_task-s5;sub-003_ses-201_task-s5;sub-003_ses-301_task-s5	740	5	105	sub-003	ses-102	task-s5	1;2;3	5;5;5
106	107	106	107	3	3	trialwise	862;2674;4421	862;2674;4421	6;17;28	69;113;92	sub-003_ses-102_task-s6;sub-003_ses-201_task-s6;sub-003_ses-301_task-s6	862	6	69	sub-003	ses-102	task-s6	1;2;3	6;6;6
107	108	107	108	3	3	trialwise	174;1966;3848	174;1966;3848	2;13;24	16;40;154	sub-003_ses-104_task-s2;sub-003_ses-201_task-s2;sub-003_ses-301_task-s2	174	2	16	sub-003	ses-104	task-s2	1;2;3	2;2;2
108	109	108	109	3	3	trialwise	1097;2857;4596	1097;2857;4596	7;18;29	146;138;109	sub-003_ses-102_task-s7;sub-003_ses-202_task-s7;sub-003_ses-301_task-s7	1097	7	146	sub-003	ses-102	task-s7	1;2;3	7;7;7
109	110	109	110	3	3	trialwise	234;1990;3727	234;1990;3727	2;13;24	76;64;33	sub-003_ses-104_task-s2;sub-003_ses-201_task-s2;sub-003_ses-301_task-s2	234	2	76	sub-003	ses-104	task-s2	1;2;3	2;2;2
