scalar_index_0based	condition_id	condition_col_0based	condition_col_1based	n_trials_presented	n_betas_averaged	beta_index_mode	source_beta_rows_0based	trial_indices_0based	run_indices_1based	local_trial_indices	run_stems	first_trial_index_0based	first_run_index_1based	first_local_trial_index	first_sub	first_ses	first_task	repeat_indices	task_indices
15	16	15	16	3	3	trialwise	753;2478;4307	753;2478;4307	5;16;27	118;75;136	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	753	5	118	sub-012	ses-102	task-s5	1;2;3	5;5;5
16	17	16	17	3	3	trialwise	322;2244;3855	322;2244;3855	3;14;25	5;159;2	sub-012_ses-101_task-s3;sub-012_ses-201_task-s3;sub-012_ses-301_task-s3	322	3	5	sub-012	ses-101	task-s3	1;2;3	3;3;3
17	18	17	18	3	3	trialwise	1195;2920;4742	1195;2920;4742	8;19;30	86;43;97	sub-012_ses-103_task-s8;sub-012_ses-204_task-s8;sub-012_ses-302_task-s8	1195	8	86	sub-012	ses-103	task-s8	1;2;3	8;8;8
18	19	18	19	3	3	trialwise	882;2651;4394	882;2651;4394	6;17;28	89;90;65	sub-012_ses-102_task-s6;sub-012_ses-203_task-s6;sub-012_ses-302_task-s6	882	6	89	sub-012	ses-102	task-s6	1;2;3	6;6;6
19	20	19	20	3	3	trialwise	796;2705;4463	796;2705;4463	6;17;28	3;144;134	sub-012_ses-102_task-s6;sub-012_ses-203_task-s6;sub-012_ses-302_task-s6	796	6	3	sub-012	ses-102	task-s6	1;2;3	6;6;6
20	21	20	21	3	3	trialwise	318;2147;4000	318;2147;4000	3;14;25	1;62;147	sub-012_ses-101_task-s3;sub-012_ses-201_task-s3;sub-012_ses-301_task-s3	318	3	1	sub-012	ses-101	task-s3	1;2;3	3;3;3
21	22	21	22	3	3	trialwise	685;2475;4295	685;2475;4295	5;16;27	50;72;124	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	685	5	50	sub-012	ses-102	task-s5	1;2;3	5;5;5
22	23	22	23	3	3	trialwise	722;2466;4292	722;2466;4292	5;16;27	87;63;121	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	722	5	87	sub-012	ses-102	task-s5	1;2;3	5;5;5
23	24	23	24	3	3	trialwise	250;2012;3782	250;2012;3782	2;13;24	92;86;88	sub-012_ses-101_task-s2;sub-012_ses-201_task-s2;sub-012_ses-301_task-s2	250	2	92	sub-012	ses-101	task-s2	1;2;3	2;2;2
24	25	24	25	3	3	trialwise	82;1791;3688	82;1791;3688	1;12;23	83;24;153	sub-012_ses-101_task-s1;sub-012_ses-201_task-s1;sub-012_ses-301_task-s1	82	1	83	sub-012	ses-101	task-s1	1;2;3	1;1;1
25	26	25	26	3	3	trialwise	185;1981;3711	185;1981;3711	2;13;24	27;55;17	sub-012_ses-101_task-s2;sub-012_ses-201_task-s2;sub-012_ses-301_task-s2	185	2	27	sub-012	ses-101	task-s2	1;2;3	2;2;2
26	27	26	27	3	3	trialwise	964;2830;4504	964;2830;4504	7;18;29	13;111;17	sub-012_ses-102_task-s7;sub-012_ses-203_task-s7;sub-012_ses-302_task-s7	964	7	13	sub-012	ses-102	task-s7	1;2;3	7;7;7
27	28	27	28	3	3	trialwise	444;2150;3997	444;2150;3997	3;14;25	127;65;144	sub-012_ses-101_task-s3;sub-012_ses-201_task-s3;sub-012_ses-301_task-s3	444	3	127	sub-012	ses-101	task-s3	1;2;3	3;3;3
28	29	28	29	3	3	trialwise	616;2312;4067	616;2312;4067	4;15;26	140;68;55	sub-012_ses-102_task-s4;sub-012_ses-203_task-s4;sub-012_ses-301_task-s4	616	4	140	sub-012	ses-102	task-s4	1;2;3	4;4;4
29	30	29	30	3	3	trialwise	762;2492;4329	762;2492;4329	5;16;27	127;89;158	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	762	5	127	sub-012	ses-102	task-s5	1;2;3	5;5;5
30	31	30	31	3	3	trialwise	227;2064;3699	227;2064;3699	2;13;24	69;138;5	sub-012_ses-101_task-s2;sub-012_ses-201_task-s2;sub-012_ses-301_task-s2	227	2	69	sub-012	ses-101	task-s2	1;2;3	2;2;2
31	32	31	32	3	3	trialwise	984;2749;4645	984;2749;4645	7;18;29	33;30;158	sub-012_ses-102_task-s7;sub-012_ses-203_task-s7;sub-012_ses-302_task-s7	984	7	33	sub-012	ses-102	task-s7	1;2;3	7;7;7
32	33	32	33	3	3	trialwise	1023;2836;4598	1023;2836;4598	7;18;29	72;117;111	sub-012_ses-102_task-s7;sub-012_ses-203_task-s7;sub-012_ses-302_task-s7	1023	7	72	sub-012	ses-102	task-s7	1;2;3	7;7;7
33	34	33	34	3	3	trialwise	1080;2838;4523	1080;2838;4523	7;18;29	129;119;36	sub-012_ses-102_task-s7;sub-012_ses-203_task-s7;sub-012_ses-302_task-s7	1080	7	129	sub-012	ses-102	task-s7	1;2;3	7;7;7
34	35	34	35	3	3	trialwise	782;2477;4271	782;2477;4271	5;16;27	147;74;100	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	782	5	147	sub-012	ses-102	task-s5	1;2;3	5;5;5
35	36	35	36	3	3	trialwise	495;2332;4026	495;2332;4026	4;15;26	19;88;14	sub-012_ses-102_task-s4;sub-012_ses-203_task-s4;sub-012_ses-301_task-s4	495	4	19	sub-012	ses-102	task-s4	1;2;3	4;4;4
36	37	36	37	3	3	trialwise	305;2035;3802	305;2035;3802	2;13;24	147;109;108	sub-012_ses-101_task-s2;sub-012_ses-201_task-s2;sub-012_ses-301_task-s2	305	2	147	sub-012	ses-101	task-s2	1;2;3	2;2;2
37	38	37	38	3	3	trialwise	1260;3020;4791	1260;3020;4791	8;19;30	151;143;146	sub-012_ses-103_task-s8;sub-012_ses-204_task-s8;sub-012_ses-302_task-s8	1260	8	151	sub-012	ses-103	task-s8	1;2;3	8;8;8
38	39	38	39	3	3	trialwise	800;2643;4348	800;2643;4348	6;17;28	7;82;19	sub-012_ses-102_task-s6;sub-012_ses-203_task-s6;sub-012_ses-302_task-s6	800	6	7	sub-012	ses-102	task-s6	1;2;3	6;6;6
39	40	39	40	3	3	trialwise	1182;2979;4744	1182;2979;4744	8;19;30	73;102;99	sub-012_ses-103_task-s8;sub-012_ses-204_task-s8;sub-012_ses-302_task-s8	1182	8	73	sub-012	ses-103	task-s8	1;2;3	8;8;8
40	41	40	41	3	3	trialwise	1185;2969;4738	1185;2969;4738	8;19;30	76;92;93	sub-012_ses-103_task-s8;sub-012_ses-204_task-s8;sub-012_ses-302_task-s8	1185	8	76	sub-012	ses-103	task-s8	1;2;3	8;8;8
41	42	41	42	3	3	trialwise	384;2161;3859	384;2161;3859	3;14;25	67;76;6	sub-012_ses-101_task-s3;sub-012_ses-201_task-s3;sub-012_ses-301_task-s3	384	3	67	sub-012	ses-101	task-s3	1;2;3	3;3;3
42	43	42	43	3	3	trialwise	86;1814;3631	86;1814;3631	1;12;23	87;47;96	sub-012_ses-101_task-s1;sub-012_ses-201_task-s1;sub-012_ses-301_task-s1	86	1	87	sub-012	ses-101	task-s1	1;2;3	1;1;1
43	44	43	44	3	3	trialwise	224;1980;3753	224;1980;3753	2;13;24	66;54;59	sub-012_ses-101_task-s2;sub-012_ses-201_task-s2;sub-012_ses-301_task-s2	224	2	66	sub-012	ses-101	task-s2	1;2;3	2;2;2
44	45	44	45	3	3	trialwise	344;2243;3900	344;2243;3900	3;14;25	27;158;47	sub-012_ses-101_task-s3;sub-012_ses-201_task-s3;sub-012_ses-301_task-s3	344	3	27	sub-012	ses-101	task-s3	1;2;3	3;3;3
45	46	45	46	3	3	trialwise	269;1977;3730	269;1977;3730	2;13;24	111;51;36	sub-012_ses-101_task-s2;sub-012_ses-201_task-s2;sub-012_ses-301_task-s2	269	2	111	sub-012	ses-101	task-s2	1;2;3	2;2;2
46	47	46	47	3	3	trialwise	1177;3021;4728	1177;3021;4728	8;19;30	68;144;83	sub-012_ses-103_task-s8;sub-012_ses-204_task-s8;sub-012_ses-302_task-s8	1177	8	68	sub-012	ses-103	task-s8	1;2;3	8;8;8
47	48	47	48	3	3	trialwise	150;1853;3694	150;1853;3694	1;12;23	151;86;159	sub-012_ses-101_task-s1;sub-012_ses-201_task-s1;sub-012_ses-301_task-s1	150	1	151	sub-012	ses-101	task-s1	1;2;3	1;1;1
48	49	48	49	3	3	trialwise	80;1849;3615	80;1849;3615	1;12;23	81;82;80	sub-012_ses-101_task-s1;sub-012_ses-201_task-s1;sub-012_ses-301_task-s1	80	1	81	sub-012	ses-101	task-s1	1;2;3	1;1;1
49	50	49	50	3	3	trialwise	254;2047;3797	254;2047;3797	2;13;24	96;121;103	sub-012_ses-101_task-s2;sub-012_ses-201_task-s2;sub-012_ses-301_task-s2	254	2	96	sub-012	ses-101	task-s2	1;2;3	2;2;2
50	51	50	51	3	3	trialwise	406;2203;3910	406;2203;3910	3;14;25	89;118;57	sub-012_ses-101_task-s3;sub-012_ses-201_task-s3;sub-012_ses-301_task-s3	406	3	89	sub-012	ses-101	task-s3	1;2;3	3;3;3
51	52	51	52	3	3	trialwise	400;2219;3918	400;2219;3918	3;14;25	83;134;65	sub-012_ses-101_task-s3;sub-012_ses-201_task-s3;sub-012_ses-301_task-s3	400	3	83	sub-012	ses-101	task-s3	1;2;3	3;3;3
52	53	52	53	3	3	trialwise	899;2565;4424	899;2565;4424	6;17;28	106;4;95	sub-012_ses-102_task-s6;sub-012_ses-203_task-s6;sub-012_ses-302_task-s6	899	6	106	sub-012	ses-102	task-s6	1;2;3	6;6;6
53	54	53	54	3	3	trialwise	1256;2991;4765	1256;2991;4765	8;19;30	147;114;120	sub-012_ses-103_task-s8;sub-012_ses-204_task-s8;sub-012_ses-302_task-s8	1256	8	147	sub-012	ses-103	task-s8	1;2;3	8;8;8
54	55	54	55	3	3	trialwise	954;2835;4620	954;2835;4620	7;18;29	3;116;133	sub-012_ses-102_task-s7;sub-012_ses-203_task-s7;sub-012_ses-302_task-s7	954	7	3	sub-012	ses-102	task-s7	1;2;3	7;7;7
55	56	55	56	3	3	trialwise	650;2552;4327	650;2552;4327	5;16;27	15;149;156	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	650	5	15	sub-012	ses-102	task-s5	1;2;3	5;5;5
56	57	56	57	3	3	trialwise	771;2479;4174	771;2479;4174	5;16;27	136;76;3	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	771	5	136	sub-012	ses-102	task-s5	1;2;3	5;5;5
57	58	57	58	3	3	trialwise	812;2699;4365	812;2699;4365	6;17;28	19;138;36	sub-012_ses-102_task-s6;sub-012_ses-203_task-s6;sub-012_ses-302_task-s6	812	6	19	sub-012	ses-102	task-s6	1;2;3	6;6;6
58	59	58	59	3	3	trialwise	1096;2787;4514	1096;2787;4514	7;18;29	145;68;27	sub-012_ses-102_task-s7;sub-012_ses-203_task-s7;sub-012_ses-302_task-s7	1096	7	145	sub-012	ses-102	task-s7	1;2;3	7;7;7
59	60	59	60	3	3	trialwise	1048;2863;4640	1048;2863;4640	7;18;29	97;144;153	sub-012_ses-102_task-s7;sub-012_ses-203_task-s7;sub-012_ses-302_task-s7	1048	7	97	sub-012	ses-102	task-s7	1;2;3	7;7;7
60	61	60	61	3	3	trialwise	96;1880;3591	96;1880;3591	1;12;23	97;113;56	sub-012_ses-101_task-s1;sub-012_ses-201_task-s1;sub-012_ses-301_task-s1	96	1	97	sub-012	ses-101	task-s1	1;2;3	1;1;1
61	62	61	62	3	3	trialwise	1071;2724;4510	1071;2724;4510	7;18;29	120;5;23	sub-012_ses-102_task-s7;sub-012_ses-203_task-s7;sub-012_ses-302_task-s7	1071	7	120	sub-012	ses-102	task-s7	1;2;3	7;7;7
62	63	62	63	3	3	trialwise	435;2241;3896	435;2241;3896	3;14;25	118;156;43	sub-012_ses-101_task-s3;sub-012_ses-201_task-s3;sub-012_ses-301_task-s3	435	3	118	sub-012	ses-101	task-s3	1;2;3	3;3;3
63	64	63	64	3	3	trialwise	619;2247;4062	619;2247;4062	4;15;26	143;3;50	sub-012_ses-102_task-s4;sub-012_ses-203_task-s4;sub-012_ses-301_task-s4	619	4	143	sub-012	ses-102	task-s4	1;2;3	4;4;4
64	65	64	65	3	3	trialwise	760;2439;4200	760;2439;4200	5;16;27	125;36;29	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	760	5	125	sub-012	ses-102	task-s5	1;2;3	5;5;5
65	66	65	66	3	3	trialwise	1212;3011;4798	1212;3011;4798	8;19;30	103;134;153	sub-012_ses-103_task-s8;sub-012_ses-204_task-s8;sub-012_ses-302_task-s8	1212	8	103	sub-012	ses-103	task-s8	1;2;3	8;8;8
66	67	66	67	3	3	trialwise	574;2347;4057	574;2347;4057	4;15;26	98;103;45	sub-012_ses-102_task-s4;sub-012_ses-203_task-s4;sub-012_ses-301_task-s4	574	4	98	sub-012	ses-102	task-s4	1;2;3	4;4;4
67	68	67	68	3	3	trialwise	824;2637;4369	824;2637;4369	6;17;28	31;76;40	sub-012_ses-102_task-s6;sub-012_ses-203_task-s6;sub-012_ses-302_task-s6	824	6	31	sub-012	ses-102	task-s6	1;2;3	6;6;6
68	69	68	69	3	3	trialwise	491;2313;4043	491;2313;4043	4;15;26	15;69;31	sub-012_ses-102_task-s4;sub-012_ses-203_task-s4;sub-012_ses-301_task-s4	491	4	15	sub-012	ses-102	task-s4	1;2;3	4;4;4
69	70	69	70	3	3	trialwise	663;2558;4185	663;2558;4185	5;16;27	28;155;14	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	663	5	28	sub-012	ses-102	task-s5	1;2;3	5;5;5
70	71	70	71	3	3	trialwise	943;2667;4445	943;2667;4445	6;17;28	150;106;116	sub-012_ses-102_task-s6;sub-012_ses-203_task-s6;sub-012_ses-302_task-s6	943	6	150	sub-012	ses-102	task-s6	1;2;3	6;6;6
71	72	71	72	3	3	trialwise	202;2053;3824	202;2053;3824	2;13;24	44;127;130	sub-012_ses-101_task-s2;sub-012_ses-201_task-s2;sub-012_ses-301_task-s2	202	2	44	sub-012	ses-101	task-s2	1;2;3	2;2;2
72	73	72	73	3	3	trialwise	675;2545;4314	675;2545;4314	5;16;27	40;142;143	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	675	5	40	sub-012	ses-102	task-s5	1;2;3	5;5;5
73	74	73	74	3	3	trialwise	225;1971;3840	225;1971;3840	2;13;24	67;45;146	sub-012_ses-101_task-s2;sub-012_ses-201_task-s2;sub-012_ses-301_task-s2	225	2	67	sub-012	ses-101	task-s2	1;2;3	2;2;2
74	75	74	75	3	3	trialwise	402;2130;3999	402;2130;3999	3;14;25	85;45;146	sub-012_ses-101_task-s3;sub-012_ses-201_task-s3;sub-012_ses-301_task-s3	402	3	85	sub-012	ses-101	task-s3	1;2;3	3;3;3
75	76	75	76	3	3	trialwise	127;1798;3644	127;1798;3644	1;12;23	128;31;109	sub-012_ses-101_task-s1;sub-012_ses-201_task-s1;sub-012_ses-301_task-s1	127	1	128	sub-012	ses-101	task-s1	1;2;3	1;1;1
76	77	76	77	3	3	trialwise	788;2454;4290	788;2454;4290	5;16;27	153;51;119	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	788	5	153	sub-012	ses-102	task-s5	1;2;3	5;5;5
77	78	77	78	3	3	trialwise	358;2119;3975	358;2119;3975	3;14;25	41;34;122	sub-012_ses-101_task-s3;sub-012_ses-201_task-s3;sub-012_ses-301_task-s3	358	3	41	sub-012	ses-101	task-s3	1;2;3	3;3;3
78	79	78	79	3	3	trialwise	41;1827;3625	41;1827;3625	1;12;23	42;60;90	sub-012_ses-101_task-s1;sub-012_ses-201_task-s1;sub-012_ses-301_task-s1	41	1	42	sub-012	ses-101	task-s1	1;2;3	1;1;1
79	80	79	80	3	3	trialwise	295;1985;3817	295;1985;3817	2;13;24	137;59;123	sub-012_ses-101_task-s2;sub-012_ses-201_task-s2;sub-012_ses-301_task-s2	295	2	137	sub-012	ses-101	task-s2	1;2;3	2;2;2
80	81	80	81	3	3	trialwise	1172;2881;4667	1172;2881;4667	8;19;30	63;4;22	sub-012_ses-103_task-s8;sub-012_ses-204_task-s8;sub-012_ses-302_task-s8	1172	8	63	sub-012	ses-103	task-s8	1;2;3	8;8;8
81	82	81	82	3	3	trialwise	750;2536;4196	750;2536;4196	5;16;27	115;133;25	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	750	5	115	sub-012	ses-102	task-s5	1;2;3	5;5;5
82	83	82	83	3	3	trialwise	1253;2884;4718	1253;2884;4718	8;19;30	144;7;73	sub-012_ses-103_task-s8;sub-012_ses-204_task-s8;sub-012_ses-302_task-s8	1253	8	144	sub-012	ses-103	task-s8	1;2;3	8;8;8
83	84	83	84	3	3	trialwise	1026;2845;4599	1026;2845;4599	7;18;29	75;126;112	sub-012_ses-102_task-s7;sub-012_ses-203_task-s7;sub-012_ses-302_task-s7	1026	7	75	sub-012	ses-102	task-s7	1;2;3	7;7;7
84	85	84	85	3	3	trialwise	368;2138;3966	368;2138;3966	3;14;25	51;53;113	sub-012_ses-101_task-s3;sub-012_ses-201_task-s3;sub-012_ses-301_task-s3	368	3	51	sub-012	ses-101	task-s3	1;2;3	3;3;3
85	86	85	86	3	3	trialwise	135;1884;3598	135;1884;3598	1;12;23	136;117;63	sub-012_ses-101_task-s1;sub-012_ses-201_task-s1;sub-012_ses-301_task-s1	135	1	136	sub-012	ses-101	task-s1	1;2;3	1;1;1
86	87	86	87	3	3	trialwise	851;2584;4372	851;2584;4372	6;17;28	58;23;43	sub-012_ses-102_task-s6;sub-012_ses-203_task-s6;sub-012_ses-302_task-s6	851	6	58	sub-012	ses-102	task-s6	1;2;3	6;6;6
87	88	87	88	3	3	trialwise	764;2525;4296	764;2525;4296	5;16;27	129;122;125	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	764	5	129	sub-012	ses-102	task-s5	1;2;3	5;5;5
88	89	88	89	3	3	trialwise	1018;2857;4612	1018;2857;4612	7;18;29	67;138;125	sub-012_ses-102_task-s7;sub-012_ses-203_task-s7;sub-012_ses-302_task-s7	1018	7	67	sub-012	ses-102	task-s7	1;2;3	7;7;7
89	90	89	90	3	3	trialwise	1234;3019;4777	1234;3019;4777	8;19;30	125;142;132	sub-012_ses-103_task-s8;sub-012_ses-204_task-s8;sub-012_ses-302_task-s8	1234	8	125	sub-012	ses-103	task-s8	1;2;3	8;8;8
90	91	90	91	3	3	trialwise	922;2686;4330	922;2686;4330	6;17;28	129;125;1	sub-012_ses-102_task-s6;sub-012_ses-203_task-s6;sub-012_ses-302_task-s6	922	6	129	sub-012	ses-102	task-s6	1;2;3	6;6;6
91	92	91	92	3	3	trialwise	941;2674;4453	941;2674;4453	6;17;28	148;113;124	sub-012_ses-102_task-s6;sub-012_ses-203_task-s6;sub-012_ses-302_task-s6	941	6	148	sub-012	ses-102	task-s6	1;2;3	6;6;6
92	93	92	93	3	3	trialwise	371;2131;3886	371;2131;3886	3;14;25	54;46;33	sub-012_ses-101_task-s3;sub-012_ses-201_task-s3;sub-012_ses-301_task-s3	371	3	54	sub-012	ses-101	task-s3	1;2;3	3;3;3
93	94	93	94	3	3	trialwise	32;1821;3660	32;1821;3660	1;12;23	33;54;125	sub-012_ses-101_task-s1;sub-012_ses-201_task-s1;sub-012_ses-301_task-s1	32	1	33	sub-012	ses-101	task-s1	1;2;3	1;1;1
94	95	94	95	3	3	trialwise	162;2065;3748	162;2065;3748	2;13;24	4;139;54	sub-012_ses-101_task-s2;sub-012_ses-201_task-s2;sub-012_ses-301_task-s2	162	2	4	sub-012	ses-101	task-s2	1;2;3	2;2;2
95	96	95	96	3	3	trialwise	226;1953;3822	226;1953;3822	2;13;24	68;27;128	sub-012_ses-101_task-s2;sub-012_ses-201_task-s2;sub-012_ses-301_task-s2	226	2	68	sub-012	ses-101	task-s2	1;2;3	2;2;2
96	97	96	97	3	3	trialwise	765;2459;4206	765;2459;4206	5;16;27	130;56;35	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	765	5	130	sub-012	ses-102	task-s5	1;2;3	5;5;5
97	98	97	98	3	3	trialwise	924;2566;4423	924;2566;4423	6;17;28	131;5;94	sub-012_ses-102_task-s6;sub-012_ses-203_task-s6;sub-012_ses-302_task-s6	924	6	131	sub-012	ses-102	task-s6	1;2;3	6;6;6
98	99	98	99	3	3	trialwise	715;2542;4263	715;2542;4263	5;16;27	80;139;92	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	715	5	80	sub-012	ses-102	task-s5	1;2;3	5;5;5
99	100	99	100	3	3	trialwise	527;2349;4044	527;2349;4044	4;15;26	51;105;32	sub-012_ses-102_task-s4;sub-012_ses-203_task-s4;sub-012_ses-301_task-s4	527	4	51	sub-012	ses-102	task-s4	1;2;3	4;4;4
100	101	100	101	3	3	trialwise	562;2382;4123	562;2382;4123	4;15;26	86;138;111	sub-012_ses-102_task-s4;sub-012_ses-203_task-s4;sub-012_ses-301_task-s4	562	4	86	sub-012	ses-102	task-s4	1;2;3	4;4;4
101	102	101	102	3	3	trialwise	628;2375;4080	628;2375;4080	4;15;26	152;131;68	sub-012_ses-102_task-s4;sub-012_ses-203_task-s4;sub-012_ses-301_task-s4	628	4	152	sub-012	ses-102	task-s4	1;2;3	4;4;4
102	103	102	103	3	3	trialwise	365;2180;4008	365;2180;4008	3;14;25	48;95;155	sub-012_ses-101_task-s3;sub-012_ses-201_task-s3;sub-012_ses-301_task-s3	365	3	48	sub-012	ses-101	task-s3	1;2;3	3;3;3
103	104	103	104	3	3	trialwise	710;2476;4208	710;2476;4208	5;16;27	75;73;37	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	710	5	75	sub-012	ses-102	task-s5	1;2;3	5;5;5
104	105	104	105	3	3	trialwise	345;2140;3903	345;2140;3903	3;14;25	28;55;50	sub-012_ses-101_task-s3;sub-012_ses-201_task-s3;sub-012_ses-301_task-s3	345	3	28	sub-012	ses-101	task-s3	1;2;3	3;3;3
105	106	105	106	3	3	trialwise	742;2411;4250	742;2411;4250	5;16;27	107;8;79	sub-012_ses-102_task-s5;sub-012_ses-203_task-s5;sub-012_ses-301_task-s5	742	5	107	sub-012	ses-102	task-s5	1;2;3	5;5;5
106	107	106	107	3	3	trialwise	794;2581;4478	794;2581;4478	6;17;28	1;20;149	sub-012_ses-102_task-s6;sub-012_ses-203_task-s6;sub-012_ses-302_task-s6	794	6	1	sub-012	ses-102	task-s6	1;2;3	6;6;6
107	108	107	108	3	3	trialwise	208;2052;3767	208;2052;3767	2;13;24	50;126;73	sub-012_ses-101_task-s2;sub-012_ses-201_task-s2;sub-012_ses-301_task-s2	208	2	50	sub-012	ses-101	task-s2	1;2;3	2;2;2
108	109	108	109	3	3	trialwise	1005;2758;4577	1005;2758;4577	7;18;29	54;39;90	sub-012_ses-102_task-s7;sub-012_ses-203_task-s7;sub-012_ses-302_task-s7	1005	7	54	sub-012	ses-102	task-s7	1;2;3	7;7;7
109	110	109	110	3	3	trialwise	236;1979;3758	236;1979;3758	2;13;24	78;53;64	sub-012_ses-101_task-s2;sub-012_ses-201_task-s2;sub-012_ses-301_task-s2	236	2	78	sub-012	ses-101	task-s2	1;2;3	2;2;2
