scalar_index_0based	condition_id	condition_col_0based	condition_col_1based	n_trials_presented	n_betas_averaged	beta_index_mode	source_beta_rows_0based	trial_indices_0based	run_indices_1based	local_trial_indices	run_stems	first_trial_index_0based	first_run_index_1based	first_local_trial_index	first_sub	first_ses	first_task	repeat_indices	task_indices
10	11	10	11	3	3	trialwise	64;1891;3612	64;1891;3612	1;12;23	65;124;77	sub-007_ses-101_task-s1;sub-007_ses-201_task-s1;sub-007_ses-301_task-s1	64	1	65	sub-007	ses-101	task-s1	1;2;3	1;1;1
11	12	11	12	3	3	trialwise	135;1783;3575	135;1783;3575	1;12;23	136;16;40	sub-007_ses-101_task-s1;sub-007_ses-201_task-s1;sub-007_ses-301_task-s1	135	1	136	sub-007	ses-101	task-s1	1;2;3	1;1;1
12	13	12	13	3	3	trialwise	863;2681;4346	863;2681;4346	6;17;28	70;120;17	sub-007_ses-102_task-s6;sub-007_ses-203_task-s6;sub-007_ses-302_task-s6	863	6	70	sub-007	ses-102	task-s6	1;2;3	6;6;6
13	14	13	14	3	3	trialwise	330;2108;3959	330;2108;3959	3;14;25	13;23;106	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	330	3	13	sub-007	ses-101	task-s3	1;2;3	3;3;3
14	15	14	15	3	3	trialwise	1215;2953;4775	1215;2953;4775	8;19;30	106;76;130	sub-007_ses-102_task-s8;sub-007_ses-204_task-s8;sub-007_ses-303_task-s8	1215	8	106	sub-007	ses-102	task-s8	1;2;3	8;8;8
15	16	15	16	3	3	trialwise	649;2448;4178	649;2448;4178	5;16;27	14;45;7	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	649	5	14	sub-007	ses-102	task-s5	1;2;3	5;5;5
16	17	16	17	3	3	trialwise	424;2156;3960	424;2156;3960	3;14;25	107;71;107	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	424	3	107	sub-007	ses-101	task-s3	1;2;3	3;3;3
17	18	17	18	3	3	trialwise	1234;2919;4745	1234;2919;4745	8;19;30	125;42;100	sub-007_ses-102_task-s8;sub-007_ses-204_task-s8;sub-007_ses-303_task-s8	1234	8	125	sub-007	ses-102	task-s8	1;2;3	8;8;8
18	19	18	19	3	3	trialwise	797;2572;4474	797;2572;4474	6;17;28	4;11;145	sub-007_ses-102_task-s6;sub-007_ses-203_task-s6;sub-007_ses-302_task-s6	797	6	4	sub-007	ses-102	task-s6	1;2;3	6;6;6
19	20	19	20	3	3	trialwise	888;2663;4391	888;2663;4391	6;17;28	95;102;62	sub-007_ses-102_task-s6;sub-007_ses-203_task-s6;sub-007_ses-302_task-s6	888	6	95	sub-007	ses-102	task-s6	1;2;3	6;6;6
20	21	20	21	3	3	trialwise	446;2115;3932	446;2115;3932	3;14;25	129;30;79	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	446	3	129	sub-007	ses-101	task-s3	1;2;3	3;3;3
21	22	21	22	3	3	trialwise	684;2504;4316	684;2504;4316	5;16;27	49;101;145	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	684	5	49	sub-007	ses-102	task-s5	1;2;3	5;5;5
22	23	22	23	3	3	trialwise	704;2560;4177	704;2560;4177	5;16;27	69;157;6	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	704	5	69	sub-007	ses-102	task-s5	1;2;3	5;5;5
23	24	23	24	3	3	trialwise	239;2002;3713	239;2002;3713	2;13;24	81;76;19	sub-007_ses-101_task-s2;sub-007_ses-202_task-s2;sub-007_ses-301_task-s2	239	2	81	sub-007	ses-101	task-s2	1;2;3	2;2;2
24	25	24	25	3	3	trialwise	148;1850;3634	148;1850;3634	1;12;23	149;83;99	sub-007_ses-101_task-s1;sub-007_ses-201_task-s1;sub-007_ses-301_task-s1	148	1	149	sub-007	ses-101	task-s1	1;2;3	1;1;1
25	26	25	26	3	3	trialwise	193;1994;3710	193;1994;3710	2;13;24	35;68;16	sub-007_ses-101_task-s2;sub-007_ses-202_task-s2;sub-007_ses-301_task-s2	193	2	35	sub-007	ses-101	task-s2	1;2;3	2;2;2
26	27	26	27	3	3	trialwise	1095;2846;4513	1095;2846;4513	7;18;29	144;127;26	sub-007_ses-102_task-s7;sub-007_ses-203_task-s7;sub-007_ses-302_task-s7	1095	7	144	sub-007	ses-102	task-s7	1;2;3	7;7;7
27	28	27	28	3	3	trialwise	332;2188;3928	332;2188;3928	3;14;25	15;103;75	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	332	3	15	sub-007	ses-101	task-s3	1;2;3	3;3;3
28	29	28	29	3	3	trialwise	601;2367;4084	601;2367;4084	4;15;26	125;123;72	sub-007_ses-102_task-s4;sub-007_ses-203_task-s4;sub-007_ses-301_task-s4	601	4	125	sub-007	ses-102	task-s4	1;2;3	4;4;4
29	30	29	30	3	3	trialwise	739;2464;4219	739;2464;4219	5;16;27	104;61;48	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	739	5	104	sub-007	ses-102	task-s5	1;2;3	5;5;5
30	31	30	31	3	3	trialwise	226;1948;3701	226;1948;3701	2;13;24	68;22;7	sub-007_ses-101_task-s2;sub-007_ses-202_task-s2;sub-007_ses-301_task-s2	226	2	68	sub-007	ses-101	task-s2	1;2;3	2;2;2
31	32	31	32	3	3	trialwise	1065;2736;4642	1065;2736;4642	7;18;29	114;17;155	sub-007_ses-102_task-s7;sub-007_ses-203_task-s7;sub-007_ses-302_task-s7	1065	7	114	sub-007	ses-102	task-s7	1;2;3	7;7;7
32	33	32	33	3	3	trialwise	1083;2802;4628	1083;2802;4628	7;18;29	132;83;141	sub-007_ses-102_task-s7;sub-007_ses-203_task-s7;sub-007_ses-302_task-s7	1083	7	132	sub-007	ses-102	task-s7	1;2;3	7;7;7
33	34	33	34	3	3	trialwise	1079;2772;4621	1079;2772;4621	7;18;29	128;53;134	sub-007_ses-102_task-s7;sub-007_ses-203_task-s7;sub-007_ses-302_task-s7	1079	7	128	sub-007	ses-102	task-s7	1;2;3	7;7;7
34	35	34	35	3	3	trialwise	641;2556;4191	641;2556;4191	5;16;27	6;153;20	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	641	5	6	sub-007	ses-102	task-s5	1;2;3	5;5;5
35	36	35	36	3	3	trialwise	628;2313;4087	628;2313;4087	4;15;26	152;69;75	sub-007_ses-102_task-s4;sub-007_ses-203_task-s4;sub-007_ses-301_task-s4	628	4	152	sub-007	ses-102	task-s4	1;2;3	4;4;4
36	37	36	37	3	3	trialwise	163;2038;3732	163;2038;3732	2;13;24	5;112;38	sub-007_ses-101_task-s2;sub-007_ses-202_task-s2;sub-007_ses-301_task-s2	163	2	5	sub-007	ses-101	task-s2	1;2;3	2;2;2
37	38	37	38	3	3	trialwise	1127;2944;4790	1127;2944;4790	8;19;30	18;67;145	sub-007_ses-102_task-s8;sub-007_ses-204_task-s8;sub-007_ses-303_task-s8	1127	8	18	sub-007	ses-102	task-s8	1;2;3	8;8;8
38	39	38	39	3	3	trialwise	930;2698;4444	930;2698;4444	6;17;28	137;137;115	sub-007_ses-102_task-s6;sub-007_ses-203_task-s6;sub-007_ses-302_task-s6	930	6	137	sub-007	ses-102	task-s6	1;2;3	6;6;6
39	40	39	40	3	3	trialwise	1159;2937;4786	1159;2937;4786	8;19;30	50;60;141	sub-007_ses-102_task-s8;sub-007_ses-204_task-s8;sub-007_ses-303_task-s8	1159	8	50	sub-007	ses-102	task-s8	1;2;3	8;8;8
40	41	40	41	3	3	trialwise	1164;2951;4701	1164;2951;4701	8;19;30	55;74;56	sub-007_ses-102_task-s8;sub-007_ses-204_task-s8;sub-007_ses-303_task-s8	1164	8	55	sub-007	ses-102	task-s8	1;2;3	8;8;8
41	42	41	42	3	3	trialwise	377;2105;3922	377;2105;3922	3;14;25	60;20;69	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	377	3	60	sub-007	ses-101	task-s3	1;2;3	3;3;3
42	43	42	43	3	3	trialwise	122;1820;3561	122;1820;3561	1;12;23	123;53;26	sub-007_ses-101_task-s1;sub-007_ses-201_task-s1;sub-007_ses-301_task-s1	122	1	123	sub-007	ses-101	task-s1	1;2;3	1;1;1
43	44	43	44	3	3	trialwise	213;2068;3826	213;2068;3826	2;13;24	55;142;132	sub-007_ses-101_task-s2;sub-007_ses-202_task-s2;sub-007_ses-301_task-s2	213	2	55	sub-007	ses-101	task-s2	1;2;3	2;2;2
44	45	44	45	3	3	trialwise	337;2176;3955	337;2176;3955	3;14;25	20;91;102	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	337	3	20	sub-007	ses-101	task-s3	1;2;3	3;3;3
45	46	45	46	3	3	trialwise	217;1929;3847	217;1929;3847	2;13;24	59;3;153	sub-007_ses-101_task-s2;sub-007_ses-202_task-s2;sub-007_ses-301_task-s2	217	2	59	sub-007	ses-101	task-s2	1;2;3	2;2;2
46	47	46	47	3	3	trialwise	1122;2920;4650	1122;2920;4650	8;19;30	13;43;5	sub-007_ses-102_task-s8;sub-007_ses-204_task-s8;sub-007_ses-303_task-s8	1122	8	13	sub-007	ses-102	task-s8	1;2;3	8;8;8
47	48	47	48	3	3	trialwise	141;1825;3682	141;1825;3682	1;12;23	142;58;147	sub-007_ses-101_task-s1;sub-007_ses-201_task-s1;sub-007_ses-301_task-s1	141	1	142	sub-007	ses-101	task-s1	1;2;3	1;1;1
48	49	48	49	3	3	trialwise	13;1827;3654	13;1827;3654	1;12;23	14;60;119	sub-007_ses-101_task-s1;sub-007_ses-201_task-s1;sub-007_ses-301_task-s1	13	1	14	sub-007	ses-101	task-s1	1;2;3	1;1;1
49	50	49	50	3	3	trialwise	256;1992;3721	256;1992;3721	2;13;24	98;66;27	sub-007_ses-101_task-s2;sub-007_ses-202_task-s2;sub-007_ses-301_task-s2	256	2	98	sub-007	ses-101	task-s2	1;2;3	2;2;2
50	51	50	51	3	3	trialwise	476;2192;3957	476;2192;3957	3;14;25	159;107;104	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	476	3	159	sub-007	ses-101	task-s3	1;2;3	3;3;3
51	52	51	52	3	3	trialwise	468;2241;3896	468;2241;3896	3;14;25	151;156;43	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	468	3	151	sub-007	ses-101	task-s3	1;2;3	3;3;3
52	53	52	53	3	3	trialwise	943;2604;4477	943;2604;4477	6;17;28	150;43;148	sub-007_ses-102_task-s6;sub-007_ses-203_task-s6;sub-007_ses-302_task-s6	943	6	150	sub-007	ses-102	task-s6	1;2;3	6;6;6
53	54	53	54	3	3	trialwise	1247;2969;4803	1247;2969;4803	8;19;30	138;92;158	sub-007_ses-102_task-s8;sub-007_ses-204_task-s8;sub-007_ses-303_task-s8	1247	8	138	sub-007	ses-102	task-s8	1;2;3	8;8;8
54	55	54	55	3	3	trialwise	1001;2826;4582	1001;2826;4582	7;18;29	50;107;95	sub-007_ses-102_task-s7;sub-007_ses-203_task-s7;sub-007_ses-302_task-s7	1001	7	50	sub-007	ses-102	task-s7	1;2;3	7;7;7
55	56	55	56	3	3	trialwise	761;2447;4257	761;2447;4257	5;16;27	126;44;86	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	761	5	126	sub-007	ses-102	task-s5	1;2;3	5;5;5
56	57	56	57	3	3	trialwise	751;2539;4313	751;2539;4313	5;16;27	116;136;142	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	751	5	116	sub-007	ses-102	task-s5	1;2;3	5;5;5
57	58	57	58	3	3	trialwise	856;2609;4421	856;2609;4421	6;17;28	63;48;92	sub-007_ses-102_task-s6;sub-007_ses-203_task-s6;sub-007_ses-302_task-s6	856	6	63	sub-007	ses-102	task-s6	1;2;3	6;6;6
58	59	58	59	3	3	trialwise	1089;2783;4644	1089;2783;4644	7;18;29	138;64;157	sub-007_ses-102_task-s7;sub-007_ses-203_task-s7;sub-007_ses-302_task-s7	1089	7	138	sub-007	ses-102	task-s7	1;2;3	7;7;7
59	60	59	60	3	3	trialwise	1037;2777;4617	1037;2777;4617	7;18;29	86;58;130	sub-007_ses-102_task-s7;sub-007_ses-203_task-s7;sub-007_ses-302_task-s7	1037	7	86	sub-007	ses-102	task-s7	1;2;3	7;7;7
60	61	60	61	3	3	trialwise	72;1808;3690	72;1808;3690	1;12;23	73;41;155	sub-007_ses-101_task-s1;sub-007_ses-201_task-s1;sub-007_ses-301_task-s1	72	1	73	sub-007	ses-101	task-s1	1;2;3	1;1;1
61	62	61	62	3	3	trialwise	952;2769;4500	952;2769;4500	7;18;29	1;50;13	sub-007_ses-102_task-s7;sub-007_ses-203_task-s7;sub-007_ses-302_task-s7	952	7	1	sub-007	ses-102	task-s7	1;2;3	7;7;7
62	63	62	63	3	3	trialwise	441;2233;3894	441;2233;3894	3;14;25	124;148;41	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	441	3	124	sub-007	ses-101	task-s3	1;2;3	3;3;3
63	64	63	64	3	3	trialwise	597;2359;4021	597;2359;4021	4;15;26	121;115;9	sub-007_ses-102_task-s4;sub-007_ses-203_task-s4;sub-007_ses-301_task-s4	597	4	121	sub-007	ses-102	task-s4	1;2;3	4;4;4
64	65	64	65	3	3	trialwise	771;2510;4255	771;2510;4255	5;16;27	136;107;84	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	771	5	136	sub-007	ses-102	task-s5	1;2;3	5;5;5
65	66	65	66	3	3	trialwise	1118;2914;4792	1118;2914;4792	8;19;30	9;37;147	sub-007_ses-102_task-s8;sub-007_ses-204_task-s8;sub-007_ses-303_task-s8	1118	8	9	sub-007	ses-102	task-s8	1;2;3	8;8;8
66	67	66	67	3	3	trialwise	513;2314;4014	513;2314;4014	4;15;26	37;70;2	sub-007_ses-102_task-s4;sub-007_ses-203_task-s4;sub-007_ses-301_task-s4	513	4	37	sub-007	ses-102	task-s4	1;2;3	4;4;4
67	68	67	68	3	3	trialwise	832;2626;4364	832;2626;4364	6;17;28	39;65;35	sub-007_ses-102_task-s6;sub-007_ses-203_task-s6;sub-007_ses-302_task-s6	832	6	39	sub-007	ses-102	task-s6	1;2;3	6;6;6
68	69	68	69	3	3	trialwise	478;2304;4080	478;2304;4080	4;15;26	2;60;68	sub-007_ses-102_task-s4;sub-007_ses-203_task-s4;sub-007_ses-301_task-s4	478	4	2	sub-007	ses-102	task-s4	1;2;3	4;4;4
69	70	69	70	3	3	trialwise	746;2431;4261	746;2431;4261	5;16;27	111;28;90	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	746	5	111	sub-007	ses-102	task-s5	1;2;3	5;5;5
70	71	70	71	3	3	trialwise	809;2713;4486	809;2713;4486	6;17;28	16;152;157	sub-007_ses-102_task-s6;sub-007_ses-203_task-s6;sub-007_ses-302_task-s6	809	6	16	sub-007	ses-102	task-s6	1;2;3	6;6;6
71	72	71	72	3	3	trialwise	228;2024;3843	228;2024;3843	2;13;24	70;98;149	sub-007_ses-101_task-s2;sub-007_ses-202_task-s2;sub-007_ses-301_task-s2	228	2	70	sub-007	ses-101	task-s2	1;2;3	2;2;2
72	73	72	73	3	3	trialwise	756;2527;4264	756;2527;4264	5;16;27	121;124;93	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	756	5	121	sub-007	ses-102	task-s5	1;2;3	5;5;5
73	74	73	74	3	3	trialwise	220;2072;3724	220;2072;3724	2;13;24	62;146;30	sub-007_ses-101_task-s2;sub-007_ses-202_task-s2;sub-007_ses-301_task-s2	220	2	62	sub-007	ses-101	task-s2	1;2;3	2;2;2
74	75	74	75	3	3	trialwise	333;2215;3856	333;2215;3856	3;14;25	16;130;3	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	333	3	16	sub-007	ses-101	task-s3	1;2;3	3;3;3
75	76	75	76	3	3	trialwise	37;1848;3594	37;1848;3594	1;12;23	38;81;59	sub-007_ses-101_task-s1;sub-007_ses-201_task-s1;sub-007_ses-301_task-s1	37	1	38	sub-007	ses-101	task-s1	1;2;3	1;1;1
76	77	76	77	3	3	trialwise	778;2411;4260	778;2411;4260	5;16;27	143;8;89	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	778	5	143	sub-007	ses-102	task-s5	1;2;3	5;5;5
77	78	77	78	3	3	trialwise	335;2212;3984	335;2212;3984	3;14;25	18;127;131	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	335	3	18	sub-007	ses-101	task-s3	1;2;3	3;3;3
78	79	78	79	3	3	trialwise	5;1863;3582	5;1863;3582	1;12;23	6;96;47	sub-007_ses-101_task-s1;sub-007_ses-201_task-s1;sub-007_ses-301_task-s1	5	1	6	sub-007	ses-101	task-s1	1;2;3	1;1;1
79	80	79	80	3	3	trialwise	289;1943;3728	289;1943;3728	2;13;24	131;17;34	sub-007_ses-101_task-s2;sub-007_ses-202_task-s2;sub-007_ses-301_task-s2	289	2	131	sub-007	ses-101	task-s2	1;2;3	2;2;2
80	81	80	81	3	3	trialwise	1241;3033;4677	1241;3033;4677	8;19;30	132;156;32	sub-007_ses-102_task-s8;sub-007_ses-204_task-s8;sub-007_ses-303_task-s8	1241	8	132	sub-007	ses-102	task-s8	1;2;3	8;8;8
81	82	81	82	3	3	trialwise	766;2466;4292	766;2466;4292	5;16;27	131;63;121	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	766	5	131	sub-007	ses-102	task-s5	1;2;3	5;5;5
82	83	82	83	3	3	trialwise	1252;2973;4680	1252;2973;4680	8;19;30	143;96;35	sub-007_ses-102_task-s8;sub-007_ses-204_task-s8;sub-007_ses-303_task-s8	1252	8	143	sub-007	ses-102	task-s8	1;2;3	8;8;8
83	84	83	84	3	3	trialwise	1101;2817;4620	1101;2817;4620	7;18;29	150;98;133	sub-007_ses-102_task-s7;sub-007_ses-203_task-s7;sub-007_ses-302_task-s7	1101	7	150	sub-007	ses-102	task-s7	1;2;3	7;7;7
84	85	84	85	3	3	trialwise	443;2180;3870	443;2180;3870	3;14;25	126;95;17	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	443	3	126	sub-007	ses-101	task-s3	1;2;3	3;3;3
85	86	85	86	3	3	trialwise	145;1814;3603	145;1814;3603	1;12;23	146;47;68	sub-007_ses-101_task-s1;sub-007_ses-201_task-s1;sub-007_ses-301_task-s1	145	1	146	sub-007	ses-101	task-s1	1;2;3	1;1;1
86	87	86	87	3	3	trialwise	837;2593;4440	837;2593;4440	6;17;28	44;32;111	sub-007_ses-102_task-s6;sub-007_ses-203_task-s6;sub-007_ses-302_task-s6	837	6	44	sub-007	ses-102	task-s6	1;2;3	6;6;6
87	88	87	88	3	3	trialwise	683;2453;4237	683;2453;4237	5;16;27	48;50;66	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	683	5	48	sub-007	ses-102	task-s5	1;2;3	5;5;5
88	89	88	89	3	3	trialwise	1044;2809;4551	1044;2809;4551	7;18;29	93;90;64	sub-007_ses-102_task-s7;sub-007_ses-203_task-s7;sub-007_ses-302_task-s7	1044	7	93	sub-007	ses-102	task-s7	1;2;3	7;7;7
89	90	89	90	3	3	trialwise	1201;3029;4683	1201;3029;4683	8;19;30	92;152;38	sub-007_ses-102_task-s8;sub-007_ses-204_task-s8;sub-007_ses-303_task-s8	1201	8	92	sub-007	ses-102	task-s8	1;2;3	8;8;8
90	91	90	91	3	3	trialwise	928;2690;4469	928;2690;4469	6;17;28	135;129;140	sub-007_ses-102_task-s6;sub-007_ses-203_task-s6;sub-007_ses-302_task-s6	928	6	135	sub-007	ses-102	task-s6	1;2;3	6;6;6
91	92	91	92	3	3	trialwise	883;2695;4341	883;2695;4341	6;17;28	90;134;12	sub-007_ses-102_task-s6;sub-007_ses-203_task-s6;sub-007_ses-302_task-s6	883	6	90	sub-007	ses-102	task-s6	1;2;3	6;6;6
92	93	92	93	3	3	trialwise	447;2100;3952	447;2100;3952	3;14;25	130;15;99	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	447	3	130	sub-007	ses-101	task-s3	1;2;3	3;3;3
93	94	93	94	3	3	trialwise	150;1880;3536	150;1880;3536	1;12;23	151;113;1	sub-007_ses-101_task-s1;sub-007_ses-201_task-s1;sub-007_ses-301_task-s1	150	1	151	sub-007	ses-101	task-s1	1;2;3	1;1;1
94	95	94	95	3	3	trialwise	210;2054;3702	210;2054;3702	2;13;24	52;128;8	sub-007_ses-101_task-s2;sub-007_ses-202_task-s2;sub-007_ses-301_task-s2	210	2	52	sub-007	ses-101	task-s2	1;2;3	2;2;2
95	96	95	96	3	3	trialwise	164;2065;3830	164;2065;3830	2;13;24	6;139;136	sub-007_ses-101_task-s2;sub-007_ses-202_task-s2;sub-007_ses-301_task-s2	164	2	6	sub-007	ses-101	task-s2	1;2;3	2;2;2
96	97	96	97	3	3	trialwise	694;2454;4220	694;2454;4220	5;16;27	59;51;49	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	694	5	59	sub-007	ses-102	task-s5	1;2;3	5;5;5
97	98	97	98	3	3	trialwise	833;2665;4411	833;2665;4411	6;17;28	40;104;82	sub-007_ses-102_task-s6;sub-007_ses-203_task-s6;sub-007_ses-302_task-s6	833	6	40	sub-007	ses-102	task-s6	1;2;3	6;6;6
98	99	98	99	3	3	trialwise	670;2426;4310	670;2426;4310	5;16;27	35;23;139	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	670	5	35	sub-007	ses-102	task-s5	1;2;3	5;5;5
99	100	99	100	3	3	trialwise	580;2355;4028	580;2355;4028	4;15;26	104;111;16	sub-007_ses-102_task-s4;sub-007_ses-203_task-s4;sub-007_ses-301_task-s4	580	4	104	sub-007	ses-102	task-s4	1;2;3	4;4;4
100	101	100	101	3	3	trialwise	629;2323;4133	629;2323;4133	4;15;26	153;79;121	sub-007_ses-102_task-s4;sub-007_ses-203_task-s4;sub-007_ses-301_task-s4	629	4	153	sub-007	ses-102	task-s4	1;2;3	4;4;4
101	102	101	102	3	3	trialwise	542;2357;4023	542;2357;4023	4;15;26	66;113;11	sub-007_ses-102_task-s4;sub-007_ses-203_task-s4;sub-007_ses-301_task-s4	542	4	66	sub-007	ses-102	task-s4	1;2;3	4;4;4
102	103	102	103	3	3	trialwise	421;2126;3980	421;2126;3980	3;14;25	104;41;127	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	421	3	104	sub-007	ses-101	task-s3	1;2;3	3;3;3
103	104	103	104	3	3	trialwise	703;2421;4198	703;2421;4198	5;16;27	68;18;27	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	703	5	68	sub-007	ses-102	task-s5	1;2;3	5;5;5
104	105	104	105	3	3	trialwise	436;2149;3855	436;2149;3855	3;14;25	119;64;2	sub-007_ses-101_task-s3;sub-007_ses-203_task-s3;sub-007_ses-301_task-s3	436	3	119	sub-007	ses-101	task-s3	1;2;3	3;3;3
105	106	105	106	3	3	trialwise	744;2541;4189	744;2541;4189	5;16;27	109;138;18	sub-007_ses-102_task-s5;sub-007_ses-203_task-s5;sub-007_ses-301_task-s5	744	5	109	sub-007	ses-102	task-s5	1;2;3	5;5;5
106	107	106	107	3	3	trialwise	926;2685;4447	926;2685;4447	6;17;28	133;124;118	sub-007_ses-102_task-s6;sub-007_ses-203_task-s6;sub-007_ses-302_task-s6	926	6	133	sub-007	ses-102	task-s6	1;2;3	6;6;6
107	108	107	108	3	3	trialwise	198;2012;3778	198;2012;3778	2;13;24	40;86;84	sub-007_ses-101_task-s2;sub-007_ses-202_task-s2;sub-007_ses-301_task-s2	198	2	40	sub-007	ses-101	task-s2	1;2;3	2;2;2
108	109	108	109	3	3	trialwise	1071;2782;4569	1071;2782;4569	7;18;29	120;63;82	sub-007_ses-102_task-s7;sub-007_ses-203_task-s7;sub-007_ses-302_task-s7	1071	7	120	sub-007	ses-102	task-s7	1;2;3	7;7;7
109	110	109	110	3	3	trialwise	278;1958;3831	278;1958;3831	2;13;24	120;32;137	sub-007_ses-101_task-s2;sub-007_ses-202_task-s2;sub-007_ses-301_task-s2	278	2	120	sub-007	ses-101	task-s2	1;2;3	2;2;2
