n_intervals	mean_days	sd_days	median_days	q1_days	q3_days	min_days	max_days	n_ge_28_days	pct_ge_28_days	n_ge_30_days	pct_ge_30_days	n_ge_60_days	pct_ge_60_days
440	16.84318181818182	12.14342717547051	14.0	8.0	20.0	2	65	54	12.272727272727273	49	11.136363636363637	5	1.1363636363636365
