participant_id	task_id	interval_type	session1_id	session2_id	date1	date2	interval_days
sub-017	task-s3	session1_to_session2	ses-101	ses-201	2025-10-08	2025-10-25	17
sub-017	task-s3	session2_to_session3	ses-201	ses-301	2025-10-25	2025-11-08	14
sub-017	task-s4	session1_to_session2	ses-102	ses-203	2025-10-08	2025-11-08	31
sub-017	task-s4	session2_to_session3	ses-203	ses-302	2025-11-08	2025-11-24	16
sub-017	task-s5	session1_to_session2	ses-102	ses-202	2025-10-08	2025-11-08	31
sub-017	task-s5	session2_to_session3	ses-202	ses-302	2025-11-08	2025-11-24	16
sub-017	task-s6	session1_to_session2	ses-103	ses-302	2025-10-13	2025-11-24	42
sub-017	task-s6	session2_to_session3	ses-302	ses-204	2025-11-24	2025-12-22	28
sub-017	task-s7	session1_to_session2	ses-103	ses-202	2025-10-13	2025-11-08	26
sub-017	task-s7	session2_to_session3	ses-202	ses-303	2025-11-08	2025-12-03	25
sub-017	task-s8	session1_to_session2	ses-103	ses-202	2025-10-13	2025-11-08	26
sub-017	task-s8	session2_to_session3	ses-202	ses-303	2025-11-08	2025-12-03	25
sub-017	task-s9	session1_to_session2	ses-103	ses-303	2025-10-13	2025-12-03	51
sub-017	task-s9	session2_to_session3	ses-303	ses-204	2025-12-03	2025-12-22	19
sub-018	task-s1	session1_to_session2	ses-101	ses-201	2025-10-15	2025-10-24	9
sub-018	task-s1	session2_to_session3	ses-201	ses-301	2025-10-24	2025-11-16	23
sub-018	task-s10	session1_to_session2	ses-104	ses-204	2025-10-19	2025-11-05	17
sub-018	task-s10	session2_to_session3	ses-204	ses-304	2025-11-05	2025-11-23	18
sub-018	task-s11	session1_to_session2	ses-104	ses-204	2025-10-19	2025-11-05	17
sub-018	task-s11	session2_to_session3	ses-204	ses-304	2025-11-05	2025-11-23	18
sub-018	task-s2	session1_to_session2	ses-102	ses-201	2025-10-15	2025-10-24	9
sub-018	task-s2	session2_to_session3	ses-201	ses-301	2025-10-24	2025-11-16	23
sub-018	task-s3	session1_to_session2	ses-102	ses-201	2025-10-15	2025-10-24	9
sub-018	task-s3	session2_to_session3	ses-201	ses-301	2025-10-24	2025-11-16	23
sub-018	task-s4	session1_to_session2	ses-102	ses-202	2025-10-15	2025-10-24	9
sub-018	task-s4	session2_to_session3	ses-202	ses-302	2025-10-24	2025-11-16	23
sub-018	task-s5	session1_to_session2	ses-102	ses-202	2025-10-15	2025-10-24	9
sub-018	task-s5	session2_to_session3	ses-202	ses-302	2025-10-24	2025-11-16	23
sub-018	task-s6	session1_to_session2	ses-103	ses-202	2025-10-19	2025-10-24	5
sub-018	task-s6	session2_to_session3	ses-202	ses-303	2025-10-24	2025-11-23	30
sub-018	task-s7	session1_to_session2	ses-103	ses-203	2025-10-19	2025-11-05	17
sub-018	task-s7	session2_to_session3	ses-203	ses-303	2025-11-05	2025-11-23	18
sub-018	task-s8	session1_to_session2	ses-103	ses-203	2025-10-19	2025-11-05	17
sub-018	task-s8	session2_to_session3	ses-203	ses-303	2025-11-05	2025-11-23	18
sub-018	task-s9	session1_to_session2	ses-104	ses-203	2025-10-19	2025-11-05	17
sub-018	task-s9	session2_to_session3	ses-203	ses-304	2025-11-05	2025-11-23	18
sub-019	task-s1	session1_to_session2	ses-101	ses-201	2025-10-30	2025-11-06	7
sub-019	task-s1	session2_to_session3	ses-201	ses-301	2025-11-06	2025-11-23	17
sub-019	task-s10	session1_to_session2	ses-105	ses-206	2025-11-03	2025-11-18	15
sub-019	task-s10	session2_to_session3	ses-206	ses-304	2025-11-18	2025-11-23	5
sub-019	task-s11	session1_to_session2	ses-106	ses-206	2025-11-03	2025-11-18	15
sub-019	task-s11	session2_to_session3	ses-206	ses-305	2025-11-18	2025-11-24	6
sub-019	task-s2	session1_to_session2	ses-101	ses-201	2025-10-30	2025-11-06	7
sub-019	task-s2	session2_to_session3	ses-201	ses-301	2025-11-06	2025-11-23	17
sub-019	task-s3	session1_to_session2	ses-102	ses-202	2025-10-30	2025-11-10	11
sub-019	task-s3	session2_to_session3	ses-202	ses-301	2025-11-10	2025-11-23	13
sub-019	task-s4	session1_to_session2	ses-102	ses-202	2025-10-30	2025-11-10	11
sub-019	task-s4	session2_to_session3	ses-202	ses-302	2025-11-10	2025-11-23	13
sub-019	task-s5	session1_to_session2	ses-103	ses-202	2025-10-30	2025-11-10	11
sub-019	task-s5	session2_to_session3	ses-202	ses-303	2025-11-10	2025-11-23	13
sub-019	task-s6	session1_to_session2	ses-103	ses-203	2025-10-30	2025-11-10	11
sub-019	task-s6	session2_to_session3	ses-203	ses-303	2025-11-10	2025-11-23	13
sub-019	task-s7	session1_to_session2	ses-104	ses-203	2025-11-03	2025-11-10	7
sub-019	task-s7	session2_to_session3	ses-203	ses-303	2025-11-10	2025-11-23	13
sub-019	task-s8	session1_to_session2	ses-105	ses-204	2025-11-03	2025-11-16	13
sub-019	task-s8	session2_to_session3	ses-204	ses-303	2025-11-16	2025-11-23	7
sub-019	task-s9	session1_to_session2	ses-105	ses-205	2025-11-03	2025-11-16	13
sub-019	task-s9	session2_to_session3	ses-205	ses-304	2025-11-16	2025-11-23	7
sub-020	task-s1	session1_to_session2	ses-101	ses-201	2025-10-31	2025-11-18	18
sub-020	task-s1	session2_to_session3	ses-201	ses-301	2025-11-18	2025-12-10	22
sub-020	task-s10	session1_to_session2	ses-104	ses-203	2025-11-08	2025-12-09	31
sub-020	task-s10	session2_to_session3	ses-203	ses-305	2025-12-09	2025-12-16	7
sub-020	task-s11	session1_to_session2	ses-104	ses-204	2025-11-08	2025-12-10	32
sub-020	task-s11	session2_to_session3	ses-204	ses-305	2025-12-10	2025-12-16	6
sub-020	task-s2	session1_to_session2	ses-101	ses-201	2025-10-31	2025-11-18	18
sub-020	task-s2	session2_to_session3	ses-201	ses-302	2025-11-18	2025-12-10	22
sub-020	task-s3	session1_to_session2	ses-102	ses-201	2025-11-03	2025-11-18	15
sub-020	task-s3	session2_to_session3	ses-201	ses-302	2025-11-18	2025-12-10	22
sub-020	task-s4	session1_to_session2	ses-102	ses-202	2025-11-03	2025-11-28	25
sub-020	task-s4	session2_to_session3	ses-202	ses-303	2025-11-28	2025-12-13	15
sub-020	task-s5	session1_to_session2	ses-102	ses-202	2025-11-03	2025-11-28	25
sub-020	task-s5	session2_to_session3	ses-202	ses-303	2025-11-28	2025-12-13	15
sub-020	task-s6	session1_to_session2	ses-103	ses-202	2025-11-07	2025-11-28	21
sub-020	task-s6	session2_to_session3	ses-202	ses-303	2025-11-28	2025-12-13	15
sub-020	task-s7	session1_to_session2	ses-103	ses-202	2025-11-07	2025-11-28	21
sub-020	task-s7	session2_to_session3	ses-202	ses-304	2025-11-28	2025-12-13	15
sub-020	task-s8	session1_to_session2	ses-103	ses-203	2025-11-07	2025-12-09	32
sub-020	task-s8	session2_to_session3	ses-203	ses-304	2025-12-09	2025-12-13	4
sub-020	task-s9	session1_to_session2	ses-203	ses-305	2025-12-09	2025-12-16	7
sub-020	task-s9	session2_to_session3	ses-305	ses-105	2025-12-16	2025-12-23	7
sub-021	task-s1	session1_to_session2	ses-101	ses-201	2025-11-05	2025-11-16	11
sub-021	task-s1	session2_to_session3	ses-201	ses-301	2025-11-16	2025-11-23	7
sub-021	task-s10	session1_to_session2	ses-104	ses-203	2025-11-08	2025-11-23	15
sub-021	task-s10	session2_to_session3	ses-203	ses-303	2025-11-23	2025-12-02	9
sub-021	task-s11	session1_to_session2	ses-104	ses-203	2025-11-08	2025-11-23	15
sub-021	task-s11	session2_to_session3	ses-203	ses-303	2025-11-23	2025-12-02	9
sub-021	task-s2	session1_to_session2	ses-101	ses-201	2025-11-05	2025-11-16	11
sub-021	task-s2	session2_to_session3	ses-201	ses-301	2025-11-16	2025-11-23	7
sub-021	task-s3	session1_to_session2	ses-102	ses-201	2025-11-06	2025-11-16	10
sub-021	task-s3	session2_to_session3	ses-201	ses-301	2025-11-16	2025-11-23	7
sub-021	task-s4	session1_to_session2	ses-102	ses-202	2025-11-06	2025-11-16	10
sub-021	task-s4	session2_to_session3	ses-202	ses-301	2025-11-16	2025-11-23	7
sub-021	task-s5	session1_to_session2	ses-102	ses-202	2025-11-06	2025-11-16	10
sub-021	task-s5	session2_to_session3	ses-202	ses-305	2025-11-16	2025-12-22	36
sub-021	task-s6	session1_to_session2	ses-103	ses-202	2025-11-06	2025-11-16	10
sub-021	task-s6	session2_to_session3	ses-202	ses-302	2025-11-16	2025-11-26	10
sub-021	task-s7	session1_to_session2	ses-103	ses-202	2025-11-06	2025-11-16	10
sub-021	task-s7	session2_to_session3	ses-202	ses-302	2025-11-16	2025-11-26	10
sub-021	task-s8	session1_to_session2	ses-103	ses-203	2025-11-06	2025-11-23	17
sub-021	task-s8	session2_to_session3	ses-203	ses-302	2025-11-23	2025-11-26	3
sub-021	task-s9	session1_to_session2	ses-104	ses-203	2025-11-08	2025-11-23	15
sub-021	task-s9	session2_to_session3	ses-203	ses-303	2025-11-23	2025-12-02	9
sub-022	task-s1	session1_to_session2	ses-101	ses-201	2025-11-16	2025-11-25	9
sub-022	task-s1	session2_to_session3	ses-201	ses-301	2025-11-25	2025-12-10	15
sub-022	task-s10	session1_to_session2	ses-104	ses-203	2025-11-18	2025-12-08	20
sub-022	task-s10	session2_to_session3	ses-203	ses-307	2025-12-08	2025-12-22	14
sub-022	task-s11	session1_to_session2	ses-105	ses-204	2025-11-18	2025-12-10	22
sub-022	task-s11	session2_to_session3	ses-204	ses-306	2025-12-10	2025-12-15	5
sub-022	task-s2	session1_to_session2	ses-102	ses-201	2025-11-16	2025-11-25	9
sub-022	task-s2	session2_to_session3	ses-201	ses-301	2025-11-25	2025-12-10	15
sub-022	task-s3	session1_to_session2	ses-102	ses-201	2025-11-16	2025-11-25	9
sub-022	task-s3	session2_to_session3	ses-201	ses-301	2025-11-25	2025-12-10	15
sub-022	task-s4	session1_to_session2	ses-102	ses-202	2025-11-16	2025-12-06	20
sub-022	task-s4	session2_to_session3	ses-202	ses-302	2025-12-06	2025-12-13	7
sub-022	task-s5	session1_to_session2	ses-103	ses-203	2025-11-16	2025-12-08	22
sub-022	task-s5	session2_to_session3	ses-203	ses-302	2025-12-08	2025-12-13	5
sub-022	task-s6	session1_to_session2	ses-103	ses-202	2025-11-16	2025-12-06	20
sub-022	task-s6	session2_to_session3	ses-202	ses-303	2025-12-06	2025-12-13	7
sub-022	task-s7	session1_to_session2	ses-104	ses-202	2025-11-18	2025-12-06	18
sub-022	task-s7	session2_to_session3	ses-202	ses-303	2025-12-06	2025-12-13	7
sub-022	task-s8	session1_to_session2	ses-104	ses-203	2025-11-18	2025-12-08	20
sub-022	task-s8	session2_to_session3	ses-203	ses-305	2025-12-08	2025-12-15	7
sub-022	task-s9	session1_to_session2	ses-104	ses-203	2025-11-18	2025-12-08	20
sub-022	task-s9	session2_to_session3	ses-203	ses-305	2025-12-08	2025-12-15	7
