scalar_index_0based	_trial_index_0based	run_index_1based	local_trial_index	orig_event_index	condition_id	condition_col_0based	condition_col_1based	onset_sec	onset_tr_float	onset_tr_0based	onset_tr_1based	onset_error_sec	onset_binning	sub_label	ses_label	task_label	repeat_index	task_index
0	636	5	1	0	1086	1085	1086	0.1647920000104932	0.1647920000104932	0	1	-0.1647920000104932	round	sub-003	ses-102	task-s5	1	5
1	637	5	2	1	953	952	953	4.28158799999801	4.28158799999801	4	5	-0.2815879999980097	round	sub-003	ses-102	task-s5	1	5
2	638	5	3	2	1034	1033	1034	8.431729000003543	8.431729000003543	8	9	-0.4317290000035427	round	sub-003	ses-102	task-s5	1	5
3	639	5	4	3	963	962	963	11.965174000011755	11.965174000011755	12	13	0.0348259999882447	round	sub-003	ses-102	task-s5	1	5
4	640	5	5	4	418	417	418	15.33197199999995	15.33197199999995	15	16	-0.3319719999999506	round	sub-003	ses-102	task-s5	1	5
5	641	5	6	5	426	425	426	18.565383000008296	18.565383000008296	19	20	0.4346169999917038	round	sub-003	ses-102	task-s5	1	5
6	642	5	7	7	508	507	508	26.54862700001104	26.54862700001104	27	28	0.4513729999889584	round	sub-003	ses-102	task-s5	1	5
7	643	5	8	8	623	622	623	30.68241800001124	30.68241800001124	31	32	0.3175819999887608	round	sub-003	ses-102	task-s5	1	5
8	644	5	9	9	387	386	387	34.54887400000007	34.54887400000007	35	36	0.4511259999999311	round	sub-003	ses-102	task-s5	1	5
9	645	5	10	10	278	277	278	38.16598499999964	38.16598499999964	38	39	-0.1659849999996367	round	sub-003	ses-102	task-s5	1	5
10	646	5	11	11	356	355	356	41.71611200000916	41.71611200000916	42	43	0.2838879999908386	round	sub-003	ses-102	task-s5	1	5
11	647	5	12	12	437	436	437	45.04955000001064	45.04955000001064	45	46	-0.0495500000106403	round	sub-003	ses-102	task-s5	1	5
12	648	5	13	13	841	840	841	48.81632900000841	48.81632900000841	49	50	0.1836709999915911	round	sub-003	ses-102	task-s5	1	5
13	649	5	14	14	343	342	343	52.483107000007294	52.483107000007294	52	53	-0.4831070000072941	round	sub-003	ses-102	task-s5	1	5
14	650	5	15	16	317	316	317	60.31640100000368	60.31640100000368	60	61	-0.3164010000036796	round	sub-003	ses-102	task-s5	1	5
15	651	5	16	17	260	259	260	63.91651900000579	63.91651900000579	64	65	0.0834809999942081	round	sub-003	ses-102	task-s5	1	5
16	652	5	17	18	355	354	355	67.85027900000568	67.85027900000568	68	69	0.1497209999943152	round	sub-003	ses-102	task-s5	1	5
17	653	5	18	19	1050	1049	1050	71.28369300000486	71.28369300000486	71	72	-0.2836930000048596	round	sub-003	ses-102	task-s5	1	5
18	654	5	19	20	844	843	844	75.21678699999757	75.21678699999757	75	76	-0.2167869999975664	round	sub-003	ses-102	task-s5	1	5
19	655	5	20	21	1012	1011	1012	78.56690000000526	78.56690000000526	79	80	0.433099999994738	round	sub-003	ses-102	task-s5	1	5
20	656	5	21	22	660	659	660	82.51731400001154	82.51731400001154	83	84	0.4826859999884618	round	sub-003	ses-102	task-s5	1	5
21	657	5	22	23	1082	1081	1082	86.65083600000071	86.65083600000071	87	88	0.3491639999992912	round	sub-003	ses-102	task-s5	1	5
22	658	5	23	24	861	860	861	90.88430900000094	90.88430900000094	91	92	0.1156909999990603	round	sub-003	ses-102	task-s5	1	5
23	659	5	24	25	268	267	268	94.23413000001165	94.23413000001165	94	95	-0.2341300000116462	round	sub-003	ses-102	task-s5	1	5
24	660	5	25	26	932	931	932	97.66748200000438	97.66748200000438	98	99	0.3325179999956162	round	sub-003	ses-102	task-s5	1	5
