scalar_index_0based	condition_id	condition_col_0based	condition_col_1based	n_trials_presented	n_betas_averaged	beta_index_mode	source_beta_rows_0based	trial_indices_0based	run_indices_1based	local_trial_indices	run_stems	first_trial_index_0based	first_run_index_1based	first_local_trial_index	first_sub	first_ses	first_task	repeat_indices	task_indices
51	52	51	52	3	3	trialwise	419;2113;3966	419;2113;3966	3;14;25	102;28;113	sub-019_ses-102_task-s3;sub-019_ses-202_task-s3;sub-019_ses-301_task-s3	419	3	102	sub-019	ses-102	task-s3	1;2;3	3;3;3
52	53	52	53	3	3	trialwise	854;2659;4377	854;2659;4377	6;17;28	61;98;48	sub-019_ses-103_task-s6;sub-019_ses-203_task-s6;sub-019_ses-303_task-s6	854	6	61	sub-019	ses-103	task-s6	1;2;3	6;6;6
53	54	53	54	3	3	trialwise	1253;3010;4695	1253;3010;4695	8;19;30	144;133;50	sub-019_ses-105_task-s8;sub-019_ses-204_task-s8;sub-019_ses-303_task-s8	1253	8	144	sub-019	ses-105	task-s8	1;2;3	8;8;8
54	55	54	55	3	3	trialwise	1036;2789;4542	1036;2789;4542	7;18;29	85;70;55	sub-019_ses-104_task-s7;sub-019_ses-203_task-s7;sub-019_ses-303_task-s7	1036	7	85	sub-019	ses-104	task-s7	1;2;3	7;7;7
55	56	55	56	3	3	trialwise	792;2532;4200	792;2532;4200	5;16;27	157;129;29	sub-019_ses-103_task-s5;sub-019_ses-202_task-s5;sub-019_ses-303_task-s5	792	5	157	sub-019	ses-103	task-s5	1;2;3	5;5;5
56	57	56	57	3	3	trialwise	733;2508;4196	733;2508;4196	5;16;27	98;105;25	sub-019_ses-103_task-s5;sub-019_ses-202_task-s5;sub-019_ses-303_task-s5	733	5	98	sub-019	ses-103	task-s5	1;2;3	5;5;5
57	58	57	58	3	3	trialwise	891;2631;4483	891;2631;4483	6;17;28	98;70;154	sub-019_ses-103_task-s6;sub-019_ses-203_task-s6;sub-019_ses-303_task-s6	891	6	98	sub-019	ses-103	task-s6	1;2;3	6;6;6
58	59	58	59	3	3	trialwise	1102;2734;4602	1102;2734;4602	7;18;29	151;15;115	sub-019_ses-104_task-s7;sub-019_ses-203_task-s7;sub-019_ses-303_task-s7	1102	7	151	sub-019	ses-104	task-s7	1;2;3	7;7;7
59	60	59	60	3	3	trialwise	1107;2745;4494	1107;2745;4494	7;18;29	156;26;7	sub-019_ses-104_task-s7;sub-019_ses-203_task-s7;sub-019_ses-303_task-s7	1107	7	156	sub-019	ses-104	task-s7	1;2;3	7;7;7
60	61	60	61	3	3	trialwise	18;1881;3683	18;1881;3683	1;12;23	19;114;148	sub-019_ses-101_task-s1;sub-019_ses-201_task-s1;sub-019_ses-301_task-s1	18	1	19	sub-019	ses-101	task-s1	1;2;3	1;1;1
61	62	61	62	3	3	trialwise	979;2868;4563	979;2868;4563	7;18;29	28;149;76	sub-019_ses-104_task-s7;sub-019_ses-203_task-s7;sub-019_ses-303_task-s7	979	7	28	sub-019	ses-104	task-s7	1;2;3	7;7;7
62	63	62	63	3	3	trialwise	384;2114;3889	384;2114;3889	3;14;25	67;29;36	sub-019_ses-102_task-s3;sub-019_ses-202_task-s3;sub-019_ses-301_task-s3	384	3	67	sub-019	ses-102	task-s3	1;2;3	3;3;3
63	64	63	64	3	3	trialwise	580;2398;4122	580;2398;4122	4;15;26	104;154;110	sub-019_ses-102_task-s4;sub-019_ses-202_task-s4;sub-019_ses-302_task-s4	580	4	104	sub-019	ses-102	task-s4	1;2;3	4;4;4
64	65	64	65	3	3	trialwise	640;2479;4325	640;2479;4325	5;16;27	5;76;154	sub-019_ses-103_task-s5;sub-019_ses-202_task-s5;sub-019_ses-303_task-s5	640	5	5	sub-019	ses-103	task-s5	1;2;3	5;5;5
65	66	65	66	3	3	trialwise	1202;2982;4774	1202;2982;4774	8;19;30	93;105;129	sub-019_ses-105_task-s8;sub-019_ses-204_task-s8;sub-019_ses-303_task-s8	1202	8	93	sub-019	ses-105	task-s8	1;2;3	8;8;8
66	67	66	67	3	3	trialwise	524;2270;4053	524;2270;4053	4;15;26	48;26;41	sub-019_ses-102_task-s4;sub-019_ses-202_task-s4;sub-019_ses-302_task-s4	524	4	48	sub-019	ses-102	task-s4	1;2;3	4;4;4
67	68	67	68	3	3	trialwise	924;2620;4415	924;2620;4415	6;17;28	131;59;86	sub-019_ses-103_task-s6;sub-019_ses-203_task-s6;sub-019_ses-303_task-s6	924	6	131	sub-019	ses-103	task-s6	1;2;3	6;6;6
68	69	68	69	3	3	trialwise	573;2335;4023	573;2335;4023	4;15;26	97;91;11	sub-019_ses-102_task-s4;sub-019_ses-202_task-s4;sub-019_ses-302_task-s4	573	4	97	sub-019	ses-102	task-s4	1;2;3	4;4;4
69	70	69	70	3	3	trialwise	759;2460;4224	759;2460;4224	5;16;27	124;57;53	sub-019_ses-103_task-s5;sub-019_ses-202_task-s5;sub-019_ses-303_task-s5	759	5	124	sub-019	ses-103	task-s5	1;2;3	5;5;5
70	71	70	71	3	3	trialwise	849;2611;4486	849;2611;4486	6;17;28	56;50;157	sub-019_ses-103_task-s6;sub-019_ses-203_task-s6;sub-019_ses-303_task-s6	849	6	56	sub-019	ses-103	task-s6	1;2;3	6;6;6
71	72	71	72	3	3	trialwise	257;1952;3702	257;1952;3702	2;13;24	99;26;8	sub-019_ses-101_task-s2;sub-019_ses-201_task-s2;sub-019_ses-301_task-s2	257	2	99	sub-019	ses-101	task-s2	1;2;3	2;2;2
72	73	72	73	3	3	trialwise	758;2534;4271	758;2534;4271	5;16;27	123;131;100	sub-019_ses-103_task-s5;sub-019_ses-202_task-s5;sub-019_ses-303_task-s5	758	5	123	sub-019	ses-103	task-s5	1;2;3	5;5;5
73	74	73	74	3	3	trialwise	292;2007;3704	292;2007;3704	2;13;24	134;81;10	sub-019_ses-101_task-s2;sub-019_ses-201_task-s2;sub-019_ses-301_task-s2	292	2	134	sub-019	ses-101	task-s2	1;2;3	2;2;2
74	75	74	75	3	3	trialwise	386;2239;3910	386;2239;3910	3;14;25	69;154;57	sub-019_ses-102_task-s3;sub-019_ses-202_task-s3;sub-019_ses-301_task-s3	386	3	69	sub-019	ses-102	task-s3	1;2;3	3;3;3
75	76	75	76	3	3	trialwise	128;1798;3610	128;1798;3610	1;12;23	129;31;75	sub-019_ses-101_task-s1;sub-019_ses-201_task-s1;sub-019_ses-301_task-s1	128	1	129	sub-019	ses-101	task-s1	1;2;3	1;1;1
76	77	76	77	3	3	trialwise	684;2528;4284	684;2528;4284	5;16;27	49;125;113	sub-019_ses-103_task-s5;sub-019_ses-202_task-s5;sub-019_ses-303_task-s5	684	5	49	sub-019	ses-103	task-s5	1;2;3	5;5;5
77	78	77	78	3	3	trialwise	424;2202;3994	424;2202;3994	3;14;25	107;117;141	sub-019_ses-102_task-s3;sub-019_ses-202_task-s3;sub-019_ses-301_task-s3	424	3	107	sub-019	ses-102	task-s3	1;2;3	3;3;3
78	79	78	79	3	3	trialwise	51;1821;3644	51;1821;3644	1;12;23	52;54;109	sub-019_ses-101_task-s1;sub-019_ses-201_task-s1;sub-019_ses-301_task-s1	51	1	52	sub-019	ses-101	task-s1	1;2;3	1;1;1
79	80	79	80	3	3	trialwise	303;2006;3803	303;2006;3803	2;13;24	145;80;109	sub-019_ses-101_task-s2;sub-019_ses-201_task-s2;sub-019_ses-301_task-s2	303	2	145	sub-019	ses-101	task-s2	1;2;3	2;2;2
80	81	80	81	3	3	trialwise	1125;2992;4691	1125;2992;4691	8;19;30	16;115;46	sub-019_ses-105_task-s8;sub-019_ses-204_task-s8;sub-019_ses-303_task-s8	1125	8	16	sub-019	ses-105	task-s8	1;2;3	8;8;8
81	82	81	82	3	3	trialwise	662;2424;4278	662;2424;4278	5;16;27	27;21;107	sub-019_ses-103_task-s5;sub-019_ses-202_task-s5;sub-019_ses-303_task-s5	662	5	27	sub-019	ses-103	task-s5	1;2;3	5;5;5
82	83	82	83	3	3	trialwise	1136;2904;4751	1136;2904;4751	8;19;30	27;27;106	sub-019_ses-105_task-s8;sub-019_ses-204_task-s8;sub-019_ses-303_task-s8	1136	8	27	sub-019	ses-105	task-s8	1;2;3	8;8;8
83	84	83	84	3	3	trialwise	1108;2847;4525	1108;2847;4525	7;18;29	157;128;38	sub-019_ses-104_task-s7;sub-019_ses-203_task-s7;sub-019_ses-303_task-s7	1108	7	157	sub-019	ses-104	task-s7	1;2;3	7;7;7
84	85	84	85	3	3	trialwise	351;2153;3859	351;2153;3859	3;14;25	34;68;6	sub-019_ses-102_task-s3;sub-019_ses-202_task-s3;sub-019_ses-301_task-s3	351	3	34	sub-019	ses-102	task-s3	1;2;3	3;3;3
85	86	85	86	3	3	trialwise	126;1873;3547	126;1873;3547	1;12;23	127;106;12	sub-019_ses-101_task-s1;sub-019_ses-201_task-s1;sub-019_ses-301_task-s1	126	1	127	sub-019	ses-101	task-s1	1;2;3	1;1;1
86	87	86	87	3	3	trialwise	927;2585;4430	927;2585;4430	6;17;28	134;24;101	sub-019_ses-103_task-s6;sub-019_ses-203_task-s6;sub-019_ses-303_task-s6	927	6	134	sub-019	ses-103	task-s6	1;2;3	6;6;6
87	88	87	88	3	3	trialwise	642;2510;4227	642;2510;4227	5;16;27	7;107;56	sub-019_ses-103_task-s5;sub-019_ses-202_task-s5;sub-019_ses-303_task-s5	642	5	7	sub-019	ses-103	task-s5	1;2;3	5;5;5
88	89	88	89	3	3	trialwise	1101;2876;4606	1101;2876;4606	7;18;29	150;157;119	sub-019_ses-104_task-s7;sub-019_ses-203_task-s7;sub-019_ses-303_task-s7	1101	7	150	sub-019	ses-104	task-s7	1;2;3	7;7;7
89	90	89	90	3	3	trialwise	1133;2917;4759	1133;2917;4759	8;19;30	24;40;114	sub-019_ses-105_task-s8;sub-019_ses-204_task-s8;sub-019_ses-303_task-s8	1133	8	24	sub-019	ses-105	task-s8	1;2;3	8;8;8
90	91	90	91	3	3	trialwise	941;2632;4411	941;2632;4411	6;17;28	148;71;82	sub-019_ses-103_task-s6;sub-019_ses-203_task-s6;sub-019_ses-303_task-s6	941	6	148	sub-019	ses-103	task-s6	1;2;3	6;6;6
91	92	91	92	3	3	trialwise	803;2719;4464	803;2719;4464	6;17;28	10;158;135	sub-019_ses-103_task-s6;sub-019_ses-203_task-s6;sub-019_ses-303_task-s6	803	6	10	sub-019	ses-103	task-s6	1;2;3	6;6;6
92	93	92	93	3	3	trialwise	465;2222;3974	465;2222;3974	3;14;25	148;137;121	sub-019_ses-102_task-s3;sub-019_ses-202_task-s3;sub-019_ses-301_task-s3	465	3	148	sub-019	ses-102	task-s3	1;2;3	3;3;3
93	94	93	94	3	3	trialwise	151;1876;3600	151;1876;3600	1;12;23	152;109;65	sub-019_ses-101_task-s1;sub-019_ses-201_task-s1;sub-019_ses-301_task-s1	151	1	152	sub-019	ses-101	task-s1	1;2;3	1;1;1
94	95	94	95	3	3	trialwise	232;2046;3777	232;2046;3777	2;13;24	74;120;83	sub-019_ses-101_task-s2;sub-019_ses-201_task-s2;sub-019_ses-301_task-s2	232	2	74	sub-019	ses-101	task-s2	1;2;3	2;2;2
95	96	95	96	3	3	trialwise	179;1973;3839	179;1973;3839	2;13;24	21;47;145	sub-019_ses-101_task-s2;sub-019_ses-201_task-s2;sub-019_ses-301_task-s2	179	2	21	sub-019	ses-101	task-s2	1;2;3	2;2;2
96	97	96	97	3	3	trialwise	670;2493;4281	670;2493;4281	5;16;27	35;90;110	sub-019_ses-103_task-s5;sub-019_ses-202_task-s5;sub-019_ses-303_task-s5	670	5	35	sub-019	ses-103	task-s5	1;2;3	5;5;5
97	98	97	98	3	3	trialwise	818;2591;4450	818;2591;4450	6;17;28	25;30;121	sub-019_ses-103_task-s6;sub-019_ses-203_task-s6;sub-019_ses-303_task-s6	818	6	25	sub-019	ses-103	task-s6	1;2;3	6;6;6
98	99	98	99	3	3	trialwise	793;2416;4181	793;2416;4181	5;16;27	158;13;10	sub-019_ses-103_task-s5;sub-019_ses-202_task-s5;sub-019_ses-303_task-s5	793	5	158	sub-019	ses-103	task-s5	1;2;3	5;5;5
99	100	99	100	3	3	trialwise	583;2326;4033	583;2326;4033	4;15;26	107;82;21	sub-019_ses-102_task-s4;sub-019_ses-202_task-s4;sub-019_ses-302_task-s4	583	4	107	sub-019	ses-102	task-s4	1;2;3	4;4;4
100	101	100	101	3	3	trialwise	574;2259;4113	574;2259;4113	4;15;26	98;15;101	sub-019_ses-102_task-s4;sub-019_ses-202_task-s4;sub-019_ses-302_task-s4	574	4	98	sub-019	ses-102	task-s4	1;2;3	4;4;4
101	102	101	102	3	3	trialwise	567;2378;4025	567;2378;4025	4;15;26	91;134;13	sub-019_ses-102_task-s4;sub-019_ses-202_task-s4;sub-019_ses-302_task-s4	567	4	91	sub-019	ses-102	task-s4	1;2;3	4;4;4
102	103	102	103	3	3	trialwise	413;2229;3929	413;2229;3929	3;14;25	96;144;76	sub-019_ses-102_task-s3;sub-019_ses-202_task-s3;sub-019_ses-301_task-s3	413	3	96	sub-019	ses-102	task-s3	1;2;3	3;3;3
103	104	103	104	3	3	trialwise	679;2449;4199	679;2449;4199	5;16;27	44;46;28	sub-019_ses-103_task-s5;sub-019_ses-202_task-s5;sub-019_ses-303_task-s5	679	5	44	sub-019	ses-103	task-s5	1;2;3	5;5;5
104	105	104	105	3	3	trialwise	392;2191;3969	392;2191;3969	3;14;25	75;106;116	sub-019_ses-102_task-s3;sub-019_ses-202_task-s3;sub-019_ses-301_task-s3	392	3	75	sub-019	ses-102	task-s3	1;2;3	3;3;3
105	106	105	106	3	3	trialwise	726;2539;4252	726;2539;4252	5;16;27	91;136;81	sub-019_ses-103_task-s5;sub-019_ses-202_task-s5;sub-019_ses-303_task-s5	726	5	91	sub-019	ses-103	task-s5	1;2;3	5;5;5
106	107	106	107	3	3	trialwise	874;2573;4452	874;2573;4452	6;17;28	81;12;123	sub-019_ses-103_task-s6;sub-019_ses-203_task-s6;sub-019_ses-303_task-s6	874	6	81	sub-019	ses-103	task-s6	1;2;3	6;6;6
107	108	107	108	3	3	trialwise	170;2039;3715	170;2039;3715	2;13;24	12;113;21	sub-019_ses-101_task-s2;sub-019_ses-201_task-s2;sub-019_ses-301_task-s2	170	2	12	sub-019	ses-101	task-s2	1;2;3	2;2;2
108	109	108	109	3	3	trialwise	1026;2861;4608	1026;2861;4608	7;18;29	75;142;121	sub-019_ses-104_task-s7;sub-019_ses-203_task-s7;sub-019_ses-303_task-s7	1026	7	75	sub-019	ses-104	task-s7	1;2;3	7;7;7
109	110	109	110	3	3	trialwise	195;1955;3792	195;1955;3792	2;13;24	37;29;98	sub-019_ses-101_task-s2;sub-019_ses-201_task-s2;sub-019_ses-301_task-s2	195	2	37	sub-019	ses-101	task-s2	1;2;3	2;2;2
