scalar_index_0based	condition_id	condition_col_0based	condition_col_1based	n_trials_presented	n_betas_averaged	beta_index_mode	source_beta_rows_0based	trial_indices_0based	run_indices_1based	local_trial_indices	run_stems	first_trial_index_0based	first_run_index_1based	first_local_trial_index	first_sub	first_ses	first_task	repeat_indices	task_indices
0	1	0	1	3	3	trialwise	437;2188;3985	437;2188;3985	3;14;25	120;103;132	sub-014_ses-103_task-s3;sub-014_ses-201_task-s3;sub-014_ses-301_task-s3	437	3	120	sub-014	ses-103	task-s3	1;2;3	3;3;3
1	2	1	2	3	3	trialwise	74;1790;3675	74;1790;3675	1;12;23	75;23;140	sub-014_ses-107_task-s1;sub-014_ses-201_task-s1;sub-014_ses-301_task-s1	74	1	75	sub-014	ses-107	task-s1	1;2;3	1;1;1
2	3	2	3	3	3	trialwise	162;2032;3706	162;2032;3706	2;13;24	4;106;12	sub-014_ses-103_task-s2;sub-014_ses-201_task-s2;sub-014_ses-301_task-s2	162	2	4	sub-014	ses-103	task-s2	1;2;3	2;2;2
3	4	3	4	3	3	trialwise	576;2246;4066	576;2246;4066	4;15;26	100;2;54	sub-014_ses-104_task-s4;sub-014_ses-201_task-s4;sub-014_ses-301_task-s4	576	4	100	sub-014	ses-104	task-s4	1;2;3	4;4;4
4	5	4	5	3	3	trialwise	947;2595;4350	947;2595;4350	6;17;28	154;34;21	sub-014_ses-105_task-s6;sub-014_ses-202_task-s6;sub-014_ses-302_task-s6	947	6	154	sub-014	ses-105	task-s6	1;2;3	6;6;6
5	6	5	6	3	3	trialwise	886;2707;4397	886;2707;4397	6;17;28	93;146;68	sub-014_ses-105_task-s6;sub-014_ses-202_task-s6;sub-014_ses-302_task-s6	886	6	93	sub-014	ses-105	task-s6	1;2;3	6;6;6
6	7	6	7	3	3	trialwise	1096;2759;4541	1096;2759;4541	7;18;29	145;40;54	sub-014_ses-105_task-s7;sub-014_ses-202_task-s7;sub-014_ses-302_task-s7	1096	7	145	sub-014	ses-105	task-s7	1;2;3	7;7;7
7	8	7	8	3	3	trialwise	1220;2894;4684	1220;2894;4684	8;19;30	111;17;39	sub-014_ses-105_task-s8;sub-014_ses-202_task-s8;sub-014_ses-302_task-s8	1220	8	111	sub-014	ses-105	task-s8	1;2;3	8;8;8
8	9	8	9	3	3	trialwise	965;2802;4569	965;2802;4569	7;18;29	14;83;82	sub-014_ses-105_task-s7;sub-014_ses-202_task-s7;sub-014_ses-302_task-s7	965	7	14	sub-014	ses-105	task-s7	1;2;3	7;7;7
9	10	9	10	3	3	trialwise	1002;2780;4643	1002;2780;4643	7;18;29	51;61;156	sub-014_ses-105_task-s7;sub-014_ses-202_task-s7;sub-014_ses-302_task-s7	1002	7	51	sub-014	ses-105	task-s7	1;2;3	7;7;7
10	11	10	11	3	3	trialwise	44;1788;3642	44;1788;3642	1;12;23	45;21;107	sub-014_ses-107_task-s1;sub-014_ses-201_task-s1;sub-014_ses-301_task-s1	44	1	45	sub-014	ses-107	task-s1	1;2;3	1;1;1
11	12	11	12	3	3	trialwise	132;1902;3573	132;1902;3573	1;12;23	133;135;38	sub-014_ses-107_task-s1;sub-014_ses-201_task-s1;sub-014_ses-301_task-s1	132	1	133	sub-014	ses-107	task-s1	1;2;3	1;1;1
