scalar_index_0based	condition_id	condition_col_0based	condition_col_1based	n_trials_presented	n_betas_averaged	beta_index_mode	source_beta_rows_0based	trial_indices_0based	run_indices_1based	local_trial_indices	run_stems	first_trial_index_0based	first_run_index_1based	first_local_trial_index	first_sub	first_ses	first_task	repeat_indices	task_indices
0	1	0	1	3	3	trialwise	430;2110;3981	430;2110;3981	3;14;25	113;25;128	sub-011_ses-102_task-s3;sub-011_ses-201_task-s3;sub-011_ses-305_task-s3	430	3	113	sub-011	ses-102	task-s3	1;2;3	3;3;3
1	2	1	2	3	3	trialwise	54;1905;3686	54;1905;3686	1;12;23	55;138;151	sub-011_ses-105_task-s1;sub-011_ses-201_task-s1;sub-011_ses-301_task-s1	54	1	55	sub-011	ses-105	task-s1	1;2;3	1;1;1
2	3	2	3	3	3	trialwise	180;1988;3819	180;1988;3819	2;13;24	22;62;125	sub-011_ses-105_task-s2;sub-011_ses-201_task-s2;sub-011_ses-301_task-s2	180	2	22	sub-011	ses-105	task-s2	1;2;3	2;2;2
3	4	3	4	3	3	trialwise	555;2371;4139	555;2371;4139	4;15;26	79;127;127	sub-011_ses-102_task-s4;sub-011_ses-202_task-s4;sub-011_ses-302_task-s4	555	4	79	sub-011	ses-102	task-s4	1;2;3	4;4;4
4	5	4	5	3	3	trialwise	896;2647;4346	896;2647;4346	6;17;28	103;86;17	sub-011_ses-103_task-s6;sub-011_ses-202_task-s6;sub-011_ses-302_task-s6	896	6	103	sub-011	ses-103	task-s6	1;2;3	6;6;6
5	6	5	6	3	3	trialwise	851;2599;4358	851;2599;4358	6;17;28	58;38;29	sub-011_ses-103_task-s6;sub-011_ses-202_task-s6;sub-011_ses-302_task-s6	851	6	58	sub-011	ses-103	task-s6	1;2;3	6;6;6
6	7	6	7	3	3	trialwise	962;2825;4644	962;2825;4644	7;18;29	11;106;157	sub-011_ses-104_task-s7;sub-011_ses-203_task-s7;sub-011_ses-304_task-s7	962	7	11	sub-011	ses-104	task-s7	1;2;3	7;7;7
7	8	7	8	3	3	trialwise	1160;3024;4771	1160;3024;4771	8;19;30	51;147;126	sub-011_ses-104_task-s8;sub-011_ses-203_task-s8;sub-011_ses-303_task-s8	1160	8	51	sub-011	ses-104	task-s8	1;2;3	8;8;8
8	9	8	9	3	3	trialwise	1096;2814;4593	1096;2814;4593	7;18;29	145;95;106	sub-011_ses-104_task-s7;sub-011_ses-203_task-s7;sub-011_ses-304_task-s7	1096	7	145	sub-011	ses-104	task-s7	1;2;3	7;7;7
9	10	9	10	3	3	trialwise	974;2750;4608	974;2750;4608	7;18;29	23;31;121	sub-011_ses-104_task-s7;sub-011_ses-203_task-s7;sub-011_ses-304_task-s7	974	7	23	sub-011	ses-104	task-s7	1;2;3	7;7;7
10	11	10	11	3	3	trialwise	95;1797;3567	95;1797;3567	1;12;23	96;30;32	sub-011_ses-105_task-s1;sub-011_ses-201_task-s1;sub-011_ses-301_task-s1	95	1	96	sub-011	ses-105	task-s1	1;2;3	1;1;1
11	12	11	12	3	3	trialwise	96;1883;3658	96;1883;3658	1;12;23	97;116;123	sub-011_ses-105_task-s1;sub-011_ses-201_task-s1;sub-011_ses-301_task-s1	96	1	97	sub-011	ses-105	task-s1	1;2;3	1;1;1
12	13	12	13	3	3	trialwise	925;2575;4386	925;2575;4386	6;17;28	132;14;57	sub-011_ses-103_task-s6;sub-011_ses-202_task-s6;sub-011_ses-302_task-s6	925	6	132	sub-011	ses-103	task-s6	1;2;3	6;6;6
13	14	13	14	3	3	trialwise	411;2141;3881	411;2141;3881	3;14;25	94;56;28	sub-011_ses-102_task-s3;sub-011_ses-201_task-s3;sub-011_ses-305_task-s3	411	3	94	sub-011	ses-102	task-s3	1;2;3	3;3;3
14	15	14	15	3	3	trialwise	1227;3032;4784	1227;3032;4784	8;19;30	118;155;139	sub-011_ses-104_task-s8;sub-011_ses-203_task-s8;sub-011_ses-303_task-s8	1227	8	118	sub-011	ses-104	task-s8	1;2;3	8;8;8
15	16	15	16	3	3	trialwise	763;2495;4204	763;2495;4204	5;16;27	128;92;33	sub-011_ses-103_task-s5;sub-011_ses-202_task-s5;sub-011_ses-302_task-s5	763	5	128	sub-011	ses-103	task-s5	1;2;3	5;5;5
16	17	16	17	3	3	trialwise	377;2221;3913	377;2221;3913	3;14;25	60;136;60	sub-011_ses-102_task-s3;sub-011_ses-201_task-s3;sub-011_ses-305_task-s3	377	3	60	sub-011	ses-102	task-s3	1;2;3	3;3;3
17	18	17	18	3	3	trialwise	1157;2964;4664	1157;2964;4664	8;19;30	48;87;19	sub-011_ses-104_task-s8;sub-011_ses-203_task-s8;sub-011_ses-303_task-s8	1157	8	48	sub-011	ses-104	task-s8	1;2;3	8;8;8
18	19	18	19	3	3	trialwise	944;2687;4472	944;2687;4472	6;17;28	151;126;143	sub-011_ses-103_task-s6;sub-011_ses-202_task-s6;sub-011_ses-302_task-s6	944	6	151	sub-011	ses-103	task-s6	1;2;3	6;6;6
19	20	19	20	3	3	trialwise	885;2652;4444	885;2652;4444	6;17;28	92;91;115	sub-011_ses-103_task-s6;sub-011_ses-202_task-s6;sub-011_ses-302_task-s6	885	6	92	sub-011	ses-103	task-s6	1;2;3	6;6;6
20	21	20	21	3	3	trialwise	432;2178;3915	432;2178;3915	3;14;25	115;93;62	sub-011_ses-102_task-s3;sub-011_ses-201_task-s3;sub-011_ses-305_task-s3	432	3	115	sub-011	ses-102	task-s3	1;2;3	3;3;3
21	22	21	22	3	3	trialwise	752;2453;4286	752;2453;4286	5;16;27	117;50;115	sub-011_ses-103_task-s5;sub-011_ses-202_task-s5;sub-011_ses-302_task-s5	752	5	117	sub-011	ses-103	task-s5	1;2;3	5;5;5
22	23	22	23	3	3	trialwise	750;2438;4254	750;2438;4254	5;16;27	115;35;83	sub-011_ses-103_task-s5;sub-011_ses-202_task-s5;sub-011_ses-302_task-s5	750	5	115	sub-011	ses-103	task-s5	1;2;3	5;5;5
23	24	23	24	3	3	trialwise	208;1973;3763	208;1973;3763	2;13;24	50;47;69	sub-011_ses-105_task-s2;sub-011_ses-201_task-s2;sub-011_ses-301_task-s2	208	2	50	sub-011	ses-105	task-s2	1;2;3	2;2;2
24	25	24	25	3	3	trialwise	68;1824;3583	68;1824;3583	1;12;23	69;57;48	sub-011_ses-105_task-s1;sub-011_ses-201_task-s1;sub-011_ses-301_task-s1	68	1	69	sub-011	ses-105	task-s1	1;2;3	1;1;1
25	26	25	26	3	3	trialwise	226;2059;3853	226;2059;3853	2;13;24	68;133;159	sub-011_ses-105_task-s2;sub-011_ses-201_task-s2;sub-011_ses-301_task-s2	226	2	68	sub-011	ses-105	task-s2	1;2;3	2;2;2
26	27	26	27	3	3	trialwise	1039;2854;4635	1039;2854;4635	7;18;29	88;135;148	sub-011_ses-104_task-s7;sub-011_ses-203_task-s7;sub-011_ses-304_task-s7	1039	7	88	sub-011	ses-104	task-s7	1;2;3	7;7;7
27	28	27	28	3	3	trialwise	328;2192;3991	328;2192;3991	3;14;25	11;107;138	sub-011_ses-102_task-s3;sub-011_ses-201_task-s3;sub-011_ses-305_task-s3	328	3	11	sub-011	ses-102	task-s3	1;2;3	3;3;3
28	29	28	29	3	3	trialwise	624;2384;4152	624;2384;4152	4;15;26	148;140;140	sub-011_ses-102_task-s4;sub-011_ses-202_task-s4;sub-011_ses-302_task-s4	624	4	148	sub-011	ses-102	task-s4	1;2;3	4;4;4
29	30	29	30	3	3	trialwise	774;2435;4180	774;2435;4180	5;16;27	139;32;9	sub-011_ses-103_task-s5;sub-011_ses-202_task-s5;sub-011_ses-302_task-s5	774	5	139	sub-011	ses-103	task-s5	1;2;3	5;5;5
30	31	30	31	3	3	trialwise	238;1946;3843	238;1946;3843	2;13;24	80;20;149	sub-011_ses-105_task-s2;sub-011_ses-201_task-s2;sub-011_ses-301_task-s2	238	2	80	sub-011	ses-105	task-s2	1;2;3	2;2;2
31	32	31	32	3	3	trialwise	968;2770;4510	968;2770;4510	7;18;29	17;51;23	sub-011_ses-104_task-s7;sub-011_ses-203_task-s7;sub-011_ses-304_task-s7	968	7	17	sub-011	ses-104	task-s7	1;2;3	7;7;7
32	33	32	33	3	3	trialwise	1011;2797;4592	1011;2797;4592	7;18;29	60;78;105	sub-011_ses-104_task-s7;sub-011_ses-203_task-s7;sub-011_ses-304_task-s7	1011	7	60	sub-011	ses-104	task-s7	1;2;3	7;7;7
33	34	33	34	3	3	trialwise	1108;2737;4627	1108;2737;4627	7;18;29	157;18;140	sub-011_ses-104_task-s7;sub-011_ses-203_task-s7;sub-011_ses-304_task-s7	1108	7	157	sub-011	ses-104	task-s7	1;2;3	7;7;7
34	35	34	35	3	3	trialwise	651;2522;4302	651;2522;4302	5;16;27	16;119;131	sub-011_ses-103_task-s5;sub-011_ses-202_task-s5;sub-011_ses-302_task-s5	651	5	16	sub-011	ses-103	task-s5	1;2;3	5;5;5
35	36	35	36	3	3	trialwise	587;2263;4031	587;2263;4031	4;15;26	111;19;19	sub-011_ses-102_task-s4;sub-011_ses-202_task-s4;sub-011_ses-302_task-s4	587	4	111	sub-011	ses-102	task-s4	1;2;3	4;4;4
36	37	36	37	3	3	trialwise	200;1985;3800	200;1985;3800	2;13;24	42;59;106	sub-011_ses-105_task-s2;sub-011_ses-201_task-s2;sub-011_ses-301_task-s2	200	2	42	sub-011	ses-105	task-s2	1;2;3	2;2;2
37	38	37	38	3	3	trialwise	1153;2894;4787	1153;2894;4787	8;19;30	44;17;142	sub-011_ses-104_task-s8;sub-011_ses-203_task-s8;sub-011_ses-303_task-s8	1153	8	44	sub-011	ses-104	task-s8	1;2;3	8;8;8
38	39	38	39	3	3	trialwise	917;2631;4456	917;2631;4456	6;17;28	124;70;127	sub-011_ses-103_task-s6;sub-011_ses-202_task-s6;sub-011_ses-302_task-s6	917	6	124	sub-011	ses-103	task-s6	1;2;3	6;6;6
39	40	39	40	3	3	trialwise	1161;2924;4742	1161;2924;4742	8;19;30	52;47;97	sub-011_ses-104_task-s8;sub-011_ses-203_task-s8;sub-011_ses-303_task-s8	1161	8	52	sub-011	ses-104	task-s8	1;2;3	8;8;8
40	41	40	41	3	3	trialwise	1267;2989;4660	1267;2989;4660	8;19;30	158;112;15	sub-011_ses-104_task-s8;sub-011_ses-203_task-s8;sub-011_ses-303_task-s8	1267	8	158	sub-011	ses-104	task-s8	1;2;3	8;8;8
41	42	41	42	3	3	trialwise	392;2120;4007	392;2120;4007	3;14;25	75;35;154	sub-011_ses-102_task-s3;sub-011_ses-201_task-s3;sub-011_ses-305_task-s3	392	3	75	sub-011	ses-102	task-s3	1;2;3	3;3;3
42	43	42	43	3	3	trialwise	75;1775;3544	75;1775;3544	1;12;23	76;8;9	sub-011_ses-105_task-s1;sub-011_ses-201_task-s1;sub-011_ses-301_task-s1	75	1	76	sub-011	ses-105	task-s1	1;2;3	1;1;1
43	44	43	44	3	3	trialwise	212;2072;3809	212;2072;3809	2;13;24	54;146;115	sub-011_ses-105_task-s2;sub-011_ses-201_task-s2;sub-011_ses-301_task-s2	212	2	54	sub-011	ses-105	task-s2	1;2;3	2;2;2
44	45	44	45	3	3	trialwise	468;2211;3874	468;2211;3874	3;14;25	151;126;21	sub-011_ses-102_task-s3;sub-011_ses-201_task-s3;sub-011_ses-305_task-s3	468	3	151	sub-011	ses-102	task-s3	1;2;3	3;3;3
45	46	45	46	3	3	trialwise	292;1966;3792	292;1966;3792	2;13;24	134;40;98	sub-011_ses-105_task-s2;sub-011_ses-201_task-s2;sub-011_ses-301_task-s2	292	2	134	sub-011	ses-105	task-s2	1;2;3	2;2;2
46	47	46	47	3	3	trialwise	1198;2954;4696	1198;2954;4696	8;19;30	89;77;51	sub-011_ses-104_task-s8;sub-011_ses-203_task-s8;sub-011_ses-303_task-s8	1198	8	89	sub-011	ses-104	task-s8	1;2;3	8;8;8
47	48	47	48	3	3	trialwise	5;1833;3618	5;1833;3618	1;12;23	6;66;83	sub-011_ses-105_task-s1;sub-011_ses-201_task-s1;sub-011_ses-301_task-s1	5	1	6	sub-011	ses-105	task-s1	1;2;3	1;1;1
48	49	48	49	3	3	trialwise	48;1878;3628	48;1878;3628	1;12;23	49;111;93	sub-011_ses-105_task-s1;sub-011_ses-201_task-s1;sub-011_ses-301_task-s1	48	1	49	sub-011	ses-105	task-s1	1;2;3	1;1;1
49	50	49	50	3	3	trialwise	283;2001;3804	283;2001;3804	2;13;24	125;75;110	sub-011_ses-105_task-s2;sub-011_ses-201_task-s2;sub-011_ses-301_task-s2	283	2	125	sub-011	ses-105	task-s2	1;2;3	2;2;2
50	51	50	51	3	3	trialwise	448;2092;3923	448;2092;3923	3;14;25	131;7;70	sub-011_ses-102_task-s3;sub-011_ses-201_task-s3;sub-011_ses-305_task-s3	448	3	131	sub-011	ses-102	task-s3	1;2;3	3;3;3
51	52	51	52	3	3	trialwise	433;2147;3932	433;2147;3932	3;14;25	116;62;79	sub-011_ses-102_task-s3;sub-011_ses-201_task-s3;sub-011_ses-305_task-s3	433	3	116	sub-011	ses-102	task-s3	1;2;3	3;3;3
52	53	52	53	3	3	trialwise	828;2563;4425	828;2563;4425	6;17;28	35;2;96	sub-011_ses-103_task-s6;sub-011_ses-202_task-s6;sub-011_ses-302_task-s6	828	6	35	sub-011	ses-103	task-s6	1;2;3	6;6;6
53	54	53	54	3	3	trialwise	1120;3005;4730	1120;3005;4730	8;19;30	11;128;85	sub-011_ses-104_task-s8;sub-011_ses-203_task-s8;sub-011_ses-303_task-s8	1120	8	11	sub-011	ses-104	task-s8	1;2;3	8;8;8
54	55	54	55	3	3	trialwise	1094;2867;4565	1094;2867;4565	7;18;29	143;148;78	sub-011_ses-104_task-s7;sub-011_ses-203_task-s7;sub-011_ses-304_task-s7	1094	7	143	sub-011	ses-104	task-s7	1;2;3	7;7;7
55	56	55	56	3	3	trialwise	773;2409;4186	773;2409;4186	5;16;27	138;6;15	sub-011_ses-103_task-s5;sub-011_ses-202_task-s5;sub-011_ses-302_task-s5	773	5	138	sub-011	ses-103	task-s5	1;2;3	5;5;5
56	57	56	57	3	3	trialwise	778;2429;4307	778;2429;4307	5;16;27	143;26;136	sub-011_ses-103_task-s5;sub-011_ses-202_task-s5;sub-011_ses-302_task-s5	778	5	143	sub-011	ses-103	task-s5	1;2;3	5;5;5
57	58	57	58	3	3	trialwise	881;2580;4439	881;2580;4439	6;17;28	88;19;110	sub-011_ses-103_task-s6;sub-011_ses-202_task-s6;sub-011_ses-302_task-s6	881	6	88	sub-011	ses-103	task-s6	1;2;3	6;6;6
58	59	58	59	3	3	trialwise	1007;2818;4528	1007;2818;4528	7;18;29	56;99;41	sub-011_ses-104_task-s7;sub-011_ses-203_task-s7;sub-011_ses-304_task-s7	1007	7	56	sub-011	ses-104	task-s7	1;2;3	7;7;7
59	60	59	60	3	3	trialwise	965;2741;4641	965;2741;4641	7;18;29	14;22;154	sub-011_ses-104_task-s7;sub-011_ses-203_task-s7;sub-011_ses-304_task-s7	965	7	14	sub-011	ses-104	task-s7	1;2;3	7;7;7
60	61	60	61	3	3	trialwise	85;1860;3662	85;1860;3662	1;12;23	86;93;127	sub-011_ses-105_task-s1;sub-011_ses-201_task-s1;sub-011_ses-301_task-s1	85	1	86	sub-011	ses-105	task-s1	1;2;3	1;1;1
61	62	61	62	3	3	trialwise	994;2826;4645	994;2826;4645	7;18;29	43;107;158	sub-011_ses-104_task-s7;sub-011_ses-203_task-s7;sub-011_ses-304_task-s7	994	7	43	sub-011	ses-104	task-s7	1;2;3	7;7;7
62	63	62	63	3	3	trialwise	330;2180;3964	330;2180;3964	3;14;25	13;95;111	sub-011_ses-102_task-s3;sub-011_ses-201_task-s3;sub-011_ses-305_task-s3	330	3	13	sub-011	ses-102	task-s3	1;2;3	3;3;3
63	64	63	64	3	3	trialwise	625;2387;4155	625;2387;4155	4;15;26	149;143;143	sub-011_ses-102_task-s4;sub-011_ses-202_task-s4;sub-011_ses-302_task-s4	625	4	149	sub-011	ses-102	task-s4	1;2;3	4;4;4
64	65	64	65	3	3	trialwise	681;2406;4233	681;2406;4233	5;16;27	46;3;62	sub-011_ses-103_task-s5;sub-011_ses-202_task-s5;sub-011_ses-302_task-s5	681	5	46	sub-011	ses-103	task-s5	1;2;3	5;5;5
65	66	65	66	3	3	trialwise	1259;2971;4796	1259;2971;4796	8;19;30	150;94;151	sub-011_ses-104_task-s8;sub-011_ses-203_task-s8;sub-011_ses-303_task-s8	1259	8	150	sub-011	ses-104	task-s8	1;2;3	8;8;8
66	67	66	67	3	3	trialwise	598;2342;4110	598;2342;4110	4;15;26	122;98;98	sub-011_ses-102_task-s4;sub-011_ses-202_task-s4;sub-011_ses-302_task-s4	598	4	122	sub-011	ses-102	task-s4	1;2;3	4;4;4
67	68	67	68	3	3	trialwise	905;2587;4418	905;2587;4418	6;17;28	112;26;89	sub-011_ses-103_task-s6;sub-011_ses-202_task-s6;sub-011_ses-302_task-s6	905	6	112	sub-011	ses-103	task-s6	1;2;3	6;6;6
68	69	68	69	3	3	trialwise	582;2259;4027	582;2259;4027	4;15;26	106;15;15	sub-011_ses-102_task-s4;sub-011_ses-202_task-s4;sub-011_ses-302_task-s4	582	4	106	sub-011	ses-102	task-s4	1;2;3	4;4;4
69	70	69	70	3	3	trialwise	641;2535;4291	641;2535;4291	5;16;27	6;132;120	sub-011_ses-103_task-s5;sub-011_ses-202_task-s5;sub-011_ses-302_task-s5	641	5	6	sub-011	ses-103	task-s5	1;2;3	5;5;5
70	71	70	71	3	3	trialwise	929;2615;4484	929;2615;4484	6;17;28	136;54;155	sub-011_ses-103_task-s6;sub-011_ses-202_task-s6;sub-011_ses-302_task-s6	929	6	136	sub-011	ses-103	task-s6	1;2;3	6;6;6
71	72	71	72	3	3	trialwise	237;1989;3850	237;1989;3850	2;13;24	79;63;156	sub-011_ses-105_task-s2;sub-011_ses-201_task-s2;sub-011_ses-301_task-s2	237	2	79	sub-011	ses-105	task-s2	1;2;3	2;2;2
72	73	72	73	3	3	trialwise	783;2552;4197	783;2552;4197	5;16;27	148;149;26	sub-011_ses-103_task-s5;sub-011_ses-202_task-s5;sub-011_ses-302_task-s5	783	5	148	sub-011	ses-103	task-s5	1;2;3	5;5;5
73	74	73	74	3	3	trialwise	291;2045;3700	291;2045;3700	2;13;24	133;119;6	sub-011_ses-105_task-s2;sub-011_ses-201_task-s2;sub-011_ses-301_task-s2	291	2	133	sub-011	ses-105	task-s2	1;2;3	2;2;2
74	75	74	75	3	3	trialwise	349;2116;3909	349;2116;3909	3;14;25	32;31;56	sub-011_ses-102_task-s3;sub-011_ses-201_task-s3;sub-011_ses-305_task-s3	349	3	32	sub-011	ses-102	task-s3	1;2;3	3;3;3
75	76	75	76	3	3	trialwise	34;1830;3557	34;1830;3557	1;12;23	35;63;22	sub-011_ses-105_task-s1;sub-011_ses-201_task-s1;sub-011_ses-301_task-s1	34	1	35	sub-011	ses-105	task-s1	1;2;3	1;1;1
76	77	76	77	3	3	trialwise	731;2502;4235	731;2502;4235	5;16;27	96;99;64	sub-011_ses-103_task-s5;sub-011_ses-202_task-s5;sub-011_ses-302_task-s5	731	5	96	sub-011	ses-103	task-s5	1;2;3	5;5;5
77	78	77	78	3	3	trialwise	409;2205;3946	409;2205;3946	3;14;25	92;120;93	sub-011_ses-102_task-s3;sub-011_ses-201_task-s3;sub-011_ses-305_task-s3	409	3	92	sub-011	ses-102	task-s3	1;2;3	3;3;3
78	79	78	79	3	3	trialwise	133;1819;3548	133;1819;3548	1;12;23	134;52;13	sub-011_ses-105_task-s1;sub-011_ses-201_task-s1;sub-011_ses-301_task-s1	133	1	134	sub-011	ses-105	task-s1	1;2;3	1;1;1
79	80	79	80	3	3	trialwise	240;2081;3823	240;2081;3823	2;13;24	82;155;129	sub-011_ses-105_task-s2;sub-011_ses-201_task-s2;sub-011_ses-301_task-s2	240	2	82	sub-011	ses-105	task-s2	1;2;3	2;2;2
80	81	80	81	3	3	trialwise	1217;2992;4801	1217;2992;4801	8;19;30	108;115;156	sub-011_ses-104_task-s8;sub-011_ses-203_task-s8;sub-011_ses-303_task-s8	1217	8	108	sub-011	ses-104	task-s8	1;2;3	8;8;8
81	82	81	82	3	3	trialwise	722;2478;4278	722;2478;4278	5;16;27	87;75;107	sub-011_ses-103_task-s5;sub-011_ses-202_task-s5;sub-011_ses-302_task-s5	722	5	87	sub-011	ses-103	task-s5	1;2;3	5;5;5
82	83	82	83	3	3	trialwise	1228;2963;4673	1228;2963;4673	8;19;30	119;86;28	sub-011_ses-104_task-s8;sub-011_ses-203_task-s8;sub-011_ses-303_task-s8	1228	8	119	sub-011	ses-104	task-s8	1;2;3	8;8;8
83	84	83	84	3	3	trialwise	1016;2838;4588	1016;2838;4588	7;18;29	65;119;101	sub-011_ses-104_task-s7;sub-011_ses-203_task-s7;sub-011_ses-304_task-s7	1016	7	65	sub-011	ses-104	task-s7	1;2;3	7;7;7
84	85	84	85	3	3	trialwise	443;2088;3978	443;2088;3978	3;14;25	126;3;125	sub-011_ses-102_task-s3;sub-011_ses-201_task-s3;sub-011_ses-305_task-s3	443	3	126	sub-011	ses-102	task-s3	1;2;3	3;3;3
